#ies_format_version: 1.0
#file: 20241212_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_photovoltaics;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. PV Power Production
#005;	power_heatpump;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Heat Pump Power Consumption
#006;	power_grid;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Grid Power
#007;	power_electric_vehicle;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. EV Power Consumption
#008;	ev_power_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#009;	power_photovoltaics_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#010;	status_electric_vehicle;	FALSE;	TRUE;	0;	other;	STRING,20. (calculated by demo app)
#011;	energy_exported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
#012;	energy_imported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
YYYYMMDD;	hhmmss;	unixtimestamp;	power_photovoltaics;	power_heatpump;	power_grid;	power_electric_vehicle;	ev_power_aggr;	power_photovoltaics_aggr;	status_electric_vehicle;	energy_exported;	energy_imported
20241212;	115525;	1734000925.000;	   +7.605;	   +0.030;	   -7.394;	   +0.017;	   +0.016;	   +7.599;	idle                ;	   +0.092;	   +0.000
20241212;	115530;	1734000930.000;	   +7.646;	   +0.031;	   -7.435;	   +0.018;	   +0.017;	   +7.612;	idle                ;	   +0.102;	   +0.000
20241212;	115535;	1734000935.000;	   +7.685;	   +0.030;	   -7.477;	   +0.017;	   +0.017;	   +7.605;	idle                ;	   +0.113;	   +0.000
20241212;	115540;	1734000940.000;	   +7.719;	   +0.030;	   -7.502;	   +0.017;	   +0.018;	   +7.646;	idle                ;	   +0.123;	   +0.000
20241212;	115545;	1734000945.000;	   +7.773;	   +0.030;	   -7.536;	   +0.017;	   +0.017;	   +7.685;	idle                ;	   +0.134;	   +0.000
20241212;	115550;	1734000950.000;	   +7.751;	   +0.030;	   -7.613;	   +0.017;	   +0.017;	   +7.719;	idle                ;	   +0.144;	   +0.000
20241212;	115555;	1734000955.000;	   +5.894;	   +0.030;	   -7.088;	   +0.017;	   +0.017;	   +7.773;	idle                ;	   +0.154;	   +0.000
20241212;	115600;	1734000960.000;	   +4.160;	   +0.030;	   -4.413;	   +0.017;	   +0.017;	   +7.751;	idle                ;	   +0.160;	   +0.000
20241212;	115605;	1734000965.000;	   +2.990;	   +0.029;	   -2.819;	   +0.016;	   +0.017;	   +5.894;	idle                ;	   +0.164;	   +0.000
20241212;	115610;	1734000970.000;	   +2.876;	   +0.030;	   -2.805;	   +0.017;	   +0.017;	   +4.160;	idle                ;	   +0.168;	   +0.000
20241212;	115615;	1734000975.000;	   +3.599;	   +0.030;	   -2.949;	   +0.017;	   +0.016;	   +2.990;	idle                ;	   +0.172;	   +0.000
20241212;	115620;	1734000980.000;	   +4.656;	   +0.030;	   -5.617;	   +0.017;	   +0.017;	   +2.876;	idle                ;	   +0.180;	   +0.000
20241212;	115625;	1734000985.000;	   +3.197;	   +0.030;	   -2.796;	   +0.017;	   +0.017;	   +3.599;	idle                ;	   +0.184;	   +0.000
20241212;	115630;	1734000990.000;	   +2.777;	   +0.030;	   -3.046;	   +0.016;	   +0.017;	   +4.656;	idle                ;	   +0.188;	   +0.000
20241212;	115635;	1734000995.000;	   +2.666;	   +0.015;	   -2.536;	   +0.017;	   +0.017;	   +3.197;	idle                ;	   +0.192;	   +0.000
20241212;	115640;	1734001000.000;	   +2.698;	   +0.009;	   -2.559;	   +0.017;	   +0.016;	   +2.777;	idle                ;	   +0.195;	   +0.000
20241212;	115645;	1734001005.000;	   +2.765;	   +0.009;	   -2.613;	   +0.017;	   +0.017;	   +2.666;	idle                ;	   +0.199;	   +0.000
20241212;	115650;	1734001010.000;	   +3.540;	   +0.009;	   -3.709;	   +0.017;	   +0.017;	   +2.698;	idle                ;	   +0.204;	   +0.000
20241212;	115655;	1734001015.000;	   +2.888;	   +0.009;	   -2.721;	   +0.016;	   +0.017;	   +2.765;	idle                ;	   +0.208;	   +0.000
20241212;	115700;	1734001020.000;	   +2.909;	   +0.009;	   -2.742;	   +0.017;	   +0.017;	   +3.540;	idle                ;	   +0.212;	   +0.000
20241212;	115705;	1734001025.000;	   +2.918;	   +0.009;	   -2.796;	   +0.017;	   +0.016;	   +2.888;	idle                ;	   +0.215;	   +0.000
20241212;	115710;	1734001030.000;	   +2.962;	   +0.009;	   -2.862;	   +0.016;	   +0.017;	   +2.909;	idle                ;	   +0.219;	   +0.000
20241212;	115715;	1734001035.000;	   +5.180;	   +0.009;	   -3.304;	   +0.017;	   +0.017;	   +2.918;	idle                ;	   +0.224;	   +0.000
20241212;	115720;	1734001040.000;	   +4.673;	   +0.009;	   -5.054;	   +0.017;	   +0.016;	   +2.962;	idle                ;	   +0.231;	   +0.000
20241212;	115725;	1734001045.000;	   +3.931;	   +0.009;	   -4.031;	   +0.017;	   +0.017;	   +5.180;	idle                ;	   +0.237;	   +0.000
20241212;	115730;	1734001050.000;	   +3.401;	   +0.009;	   -4.285;	   +0.017;	   +0.017;	   +4.673;	idle                ;	   +0.243;	   +0.000
20241212;	115735;	1734001055.000;	   +3.214;	   +0.009;	   -3.064;	   +0.017;	   +0.017;	   +3.931;	idle                ;	   +0.247;	   +0.000
20241212;	115740;	1734001060.000;	   +3.769;	   +0.009;	   -3.496;	   +0.017;	   +0.017;	   +3.401;	idle                ;	   +0.252;	   +0.000
20241212;	115745;	1734001065.000;	   +3.210;	   +0.009;	   -3.216;	   +0.017;	   +0.017;	   +3.214;	idle                ;	   +0.256;	   +0.000
20241212;	115750;	1734001070.000;	   +2.842;	   +0.009;	   -2.759;	   +0.017;	   +0.017;	   +3.769;	idle                ;	   +0.260;	   +0.000
20241212;	115755;	1734001075.000;	   +2.715;	   +0.009;	   -2.617;	   +0.016;	   +0.017;	   +3.210;	idle                ;	   +0.264;	   +0.000
20241212;	115800;	1734001080.000;	   +2.635;	   +0.009;	   -2.524;	   +0.017;	   +0.017;	   +2.842;	idle                ;	   +0.267;	   +0.000
20241212;	115805;	1734001085.000;	   +2.602;	   +0.009;	   -2.474;	   +0.016;	   +0.016;	   +2.715;	idle                ;	   +0.271;	   +0.000
20241212;	115810;	1734001090.000;	   +2.597;	   +0.009;	   -2.476;	   +0.017;	   +0.017;	   +2.635;	idle                ;	   +0.274;	   +0.000
20241212;	115815;	1734001095.000;	   +2.614;	   +0.009;	   -2.488;	   +0.017;	   +0.016;	   +2.602;	idle                ;	   +0.277;	   +0.000
20241212;	115820;	1734001100.000;	   +2.648;	   +0.009;	   -2.519;	   +0.017;	   +0.017;	   +2.597;	idle                ;	   +0.281;	   +0.000
20241212;	115825;	1734001105.000;	   +2.694;	   +0.008;	   -2.562;	   +0.016;	   +0.017;	   +2.614;	idle                ;	   +0.285;	   +0.000
20241212;	115830;	1734001110.000;	   +2.767;	   +0.009;	   -2.626;	   +0.017;	   +0.017;	   +2.648;	idle                ;	   +0.288;	   +0.000
20241212;	115835;	1734001115.000;	   +2.872;	   +0.009;	   -2.716;	   +0.017;	   +0.016;	   +2.694;	idle                ;	   +0.292;	   +0.000
20241212;	115840;	1734001120.000;	   +3.007;	   +0.009;	   -3.035;	   +0.016;	   +0.017;	   +2.767;	idle                ;	   +0.296;	   +0.000
20241212;	115845;	1734001125.000;	   +3.022;	   +0.009;	   -2.896;	   +0.017;	   +0.017;	   +2.872;	idle                ;	   +0.300;	   +0.000
20241212;	115850;	1734001130.000;	   +3.054;	   +0.009;	   -2.922;	   +0.017;	   +0.016;	   +3.007;	idle                ;	   +0.304;	   +0.000
20241212;	115855;	1734001135.000;	   +3.200;	   +0.009;	   -2.962;	   +0.017;	   +0.017;	   +3.022;	idle                ;	   +0.308;	   +0.000
20241212;	115900;	1734001140.000;	   +2.955;	   +0.009;	   -2.868;	   +0.016;	   +0.017;	   +3.054;	idle                ;	   +0.312;	   +0.000
20241212;	115905;	1734001145.000;	   +2.888;	   +0.009;	   -2.775;	   +0.017;	   +0.017;	   +3.200;	idle                ;	   +0.316;	   +0.000
20241212;	115910;	1734001150.000;	   +2.886;	   +0.009;	   -2.766;	   +0.017;	   +0.016;	   +2.955;	idle                ;	   +0.320;	   +0.000
20241212;	115915;	1734001155.000;	   +2.973;	   +0.009;	   -2.820;	   +0.017;	   +0.017;	   +2.888;	idle                ;	   +0.324;	   +0.000
20241212;	115920;	1734001160.000;	   +3.095;	   +0.009;	   -2.922;	   +0.017;	   +0.017;	   +2.886;	idle                ;	   +0.328;	   +0.000
20241212;	115925;	1734001165.000;	   +3.154;	   +0.009;	   -3.704;	   +0.017;	   +0.017;	   +2.973;	idle                ;	   +0.333;	   +0.000
20241212;	115930;	1734001170.000;	   +2.766;	   +0.009;	   -2.645;	   +0.017;	   +0.017;	   +3.095;	idle                ;	   +0.337;	   +0.000
20241212;	115935;	1734001175.000;	   +2.801;	   +0.009;	   -2.653;	   +0.017;	   +0.017;	   +3.154;	idle                ;	   +0.341;	   +0.000
20241212;	115940;	1734001180.000;	   +3.093;	   +0.009;	   -2.883;	   +0.017;	   +0.017;	   +2.766;	idle                ;	   +0.345;	   +0.000
20241212;	115945;	1734001185.000;	   +2.900;	   +0.009;	   -2.752;	   +0.017;	   +0.017;	   +2.801;	idle                ;	   +0.348;	   +0.000
20241212;	115950;	1734001190.000;	   +4.008;	   +0.009;	   -3.595;	   +0.017;	   +0.017;	   +3.093;	idle                ;	   +0.353;	   +0.000
20241212;	115955;	1734001195.000;	   +3.948;	   +0.009;	   -3.936;	   +0.017;	   +0.017;	   +2.900;	idle                ;	   +0.359;	   +0.000
20241212;	120000;	1734001200.000;	   +3.362;	   +0.009;	   -3.167;	   +0.017;	   +0.017;	   +4.008;	idle                ;	   +0.363;	   +0.000
20241212;	120005;	1734001205.000;	   +4.171;	   +0.009;	   -4.471;	   +0.017;	   +0.017;	   +3.948;	idle                ;	   +0.369;	   +0.000
20241212;	120010;	1734001210.000;	   +4.637;	   +0.009;	   -5.134;	   +0.017;	   +0.017;	   +3.362;	idle                ;	   +0.377;	   +0.000
20241212;	120015;	1734001215.000;	   +5.949;	   +0.009;	   -5.849;	   +0.017;	   +0.017;	   +4.171;	idle                ;	   +0.385;	   +0.000
20241212;	120020;	1734001220.000;	   +6.075;	   +0.009;	   -7.633;	   +0.017;	   +0.017;	   +4.637;	idle                ;	   +0.395;	   +0.000
20241212;	120025;	1734001225.000;	   +4.337;	   +0.009;	   -4.813;	   +0.017;	   +0.017;	   +5.949;	idle                ;	   +0.402;	   +0.000
20241212;	120030;	1734001230.000;	   +2.974;	   +0.009;	   -2.876;	   +0.016;	   +0.017;	   +6.075;	idle                ;	   +0.406;	   +0.000
20241212;	120035;	1734001235.000;	   +2.904;	   +0.009;	   -2.775;	   +0.017;	   +0.017;	   +4.337;	idle                ;	   +0.410;	   +0.000
20241212;	120040;	1734001240.000;	   +2.881;	   +0.009;	   -2.747;	   +0.016;	   +0.016;	   +2.974;	idle                ;	   +0.414;	   +0.000
20241212;	120045;	1734001245.000;	   +2.693;	   +0.009;	   -2.612;	   +0.017;	   +0.017;	   +2.904;	idle                ;	   +0.417;	   +0.000
20241212;	120050;	1734001250.000;	   +2.590;	   +0.009;	   -2.475;	   +0.017;	   +0.016;	   +2.881;	idle                ;	   +0.421;	   +0.000
20241212;	120055;	1734001255.000;	   +2.549;	   +0.009;	   -2.428;	   +0.017;	   +0.017;	   +2.693;	idle                ;	   +0.424;	   +0.000
20241212;	120100;	1734001260.000;	   +2.527;	   +0.009;	   -2.406;	   +0.017;	   +0.017;	   +2.590;	idle                ;	   +0.427;	   +0.000
20241212;	120105;	1734001265.000;	   +2.502;	   +0.009;	   -2.382;	   +0.017;	   +0.017;	   +2.549;	idle                ;	   +0.431;	   +0.000
20241212;	120110;	1734001270.000;	   +2.476;	   +0.009;	   -2.354;	   +0.016;	   +0.017;	   +2.527;	idle                ;	   +0.434;	   +0.000
20241212;	120115;	1734001275.000;	   +2.476;	   +0.009;	   -2.346;	   +0.017;	   +0.017;	   +2.502;	idle                ;	   +0.437;	   +0.000
20241212;	120120;	1734001280.000;	   +2.500;	   +0.009;	   -2.360;	   +0.016;	   +0.016;	   +2.476;	idle                ;	   +0.440;	   +0.000
20241212;	120125;	1734001285.000;	   +2.544;	   +0.009;	   -2.403;	   +0.017;	   +0.017;	   +2.476;	idle                ;	   +0.444;	   +0.000
20241212;	120130;	1734001290.000;	   +2.714;	   +0.009;	   -2.492;	   +0.017;	   +0.016;	   +2.500;	idle                ;	   +0.447;	   +0.000
20241212;	120135;	1734001295.000;	   +3.351;	   +0.009;	   -2.785;	   +0.017;	   +0.017;	   +2.544;	idle                ;	   +0.451;	   +0.000
20241212;	120140;	1734001300.000;	   +8.292;	   +0.010;	   -6.634;	   +0.017;	   +0.017;	   +2.714;	idle                ;	   +0.460;	   +0.000
20241212;	120145;	1734001305.000;	   +8.287;	   +0.009;	   -8.173;	   +0.017;	   +0.017;	   +3.351;	idle                ;	   +0.472;	   +0.000
20241212;	120150;	1734001310.000;	   +8.341;	   +0.010;	   -8.210;	   +0.018;	   +0.017;	   +8.292;	idle                ;	   +0.483;	   +0.000
20241212;	120155;	1734001315.000;	   +8.400;	   +0.009;	   -8.256;	   +0.017;	   +0.017;	   +8.287;	idle                ;	   +0.495;	   +0.000
20241212;	120200;	1734001320.000;	   +8.366;	   +0.009;	   -8.264;	   +0.017;	   +0.018;	   +8.341;	idle                ;	   +0.506;	   +0.000
20241212;	120205;	1734001325.000;	   +8.449;	   +0.009;	   -8.312;	   +0.017;	   +0.017;	   +8.400;	idle                ;	   +0.518;	   +0.000
20241212;	120210;	1734001330.000;	   +8.438;	   +0.009;	   -8.306;	   +0.017;	   +0.017;	   +8.366;	idle                ;	   +0.529;	   +0.000
20241212;	120215;	1734001335.000;	   +8.441;	   +0.010;	   -8.298;	   +0.017;	   +0.017;	   +8.449;	idle                ;	   +0.541;	   +0.000
20241212;	120220;	1734001340.000;	   +8.495;	   +0.009;	   -8.360;	   +0.017;	   +0.017;	   +8.438;	idle                ;	   +0.552;	   +0.000
20241212;	120225;	1734001345.000;	   +8.543;	   +0.010;	   -8.396;	   +0.017;	   +0.017;	   +8.441;	idle                ;	   +0.564;	   +0.000
20241212;	120230;	1734001350.000;	   +8.555;	   +0.009;	   -8.422;	   +0.017;	   +0.017;	   +8.495;	idle                ;	   +0.576;	   +0.000
20241212;	120235;	1734001355.000;	   +8.560;	   +0.010;	   -8.422;	   +0.017;	   +0.017;	   +8.543;	idle                ;	   +0.587;	   +0.000
20241212;	120240;	1734001360.000;	   +8.650;	   +0.010;	   -8.434;	   +0.017;	   +0.017;	   +8.555;	idle                ;	   +0.599;	   +0.000
20241212;	120245;	1734001365.000;	   +8.292;	   +0.009;	   -8.172;	   +0.017;	   +0.017;	   +8.560;	idle                ;	   +0.610;	   +0.000
20241212;	120250;	1734001370.000;	   +8.616;	   +0.010;	   -8.410;	   +0.017;	   +0.017;	   +8.650;	idle                ;	   +0.622;	   +0.000
20241212;	120255;	1734001375.000;	   +7.260;	   +0.010;	   -7.306;	   +0.017;	   +0.017;	   +8.292;	idle                ;	   +0.632;	   +0.000
20241212;	120300;	1734001380.000;	   +4.593;	   +0.010;	   -4.208;	   +0.017;	   +0.017;	   +8.616;	idle                ;	   +0.638;	   +0.000
20241212;	120305;	1734001385.000;	   +7.992;	   +0.010;	   -8.285;	   +0.017;	   +0.017;	   +7.260;	idle                ;	   +0.650;	   +0.000
20241212;	120310;	1734001390.000;	   +8.460;	   +0.010;	   -8.315;	   +0.017;	   +0.017;	   +4.593;	idle                ;	   +0.661;	   +0.000
20241212;	120315;	1734001395.000;	   +3.628;	   +0.009;	   -5.561;	   +0.018;	   +0.017;	   +7.992;	idle                ;	   +0.669;	   +0.000
20241212;	120320;	1734001400.000;	   +2.962;	   +0.009;	   -2.968;	   +0.017;	   +0.017;	   +8.460;	idle                ;	   +0.673;	   +0.000
20241212;	120325;	1734001405.000;	   +2.696;	   +0.009;	   -2.621;	   +0.017;	   +0.018;	   +3.628;	idle                ;	   +0.677;	   +0.000
20241212;	120330;	1734001410.000;	   +2.578;	   +0.009;	   -2.445;	   +0.017;	   +0.017;	   +2.962;	idle                ;	   +0.680;	   +0.000
20241212;	120335;	1734001415.000;	   +2.486;	   +0.009;	   -2.380;	   +0.017;	   +0.017;	   +2.696;	idle                ;	   +0.683;	   +0.000
20241212;	120340;	1734001420.000;	   +2.480;	   +0.009;	   -2.368;	   +0.016;	   +0.017;	   +2.578;	idle                ;	   +0.687;	   +0.000
20241212;	120345;	1734001425.000;	   +2.476;	   +0.009;	   -2.348;	   +0.017;	   +0.017;	   +2.486;	idle                ;	   +0.690;	   +0.000
20241212;	120350;	1734001430.000;	   +2.470;	   +0.009;	   -2.347;	   +0.017;	   +0.016;	   +2.480;	idle                ;	   +0.693;	   +0.000
20241212;	120355;	1734001435.000;	   +2.481;	   +0.009;	   -2.352;	   +0.017;	   +0.017;	   +2.476;	idle                ;	   +0.696;	   +0.000
20241212;	120400;	1734001440.000;	   +2.494;	   +0.009;	   -2.362;	   +0.017;	   +0.017;	   +2.470;	idle                ;	   +0.700;	   +0.000
20241212;	120405;	1734001445.000;	   +2.523;	   +0.009;	   -2.384;	   +0.017;	   +0.017;	   +2.481;	idle                ;	   +0.703;	   +0.000
20241212;	120410;	1734001450.000;	   +2.567;	   +0.009;	   -2.430;	   +0.016;	   +0.017;	   +2.494;	idle                ;	   +0.706;	   +0.000
20241212;	120415;	1734001455.000;	   +2.627;	   +0.009;	   -2.484;	   +0.017;	   +0.017;	   +2.523;	idle                ;	   +0.710;	   +0.000
20241212;	120420;	1734001460.000;	   +2.740;	   +0.009;	   -2.583;	   +0.017;	   +0.016;	   +2.567;	idle                ;	   +0.713;	   +0.000
20241212;	120425;	1734001465.000;	   +5.288;	   +0.009;	   -2.804;	   +0.017;	   +0.017;	   +2.627;	idle                ;	   +0.717;	   +0.000
20241212;	120430;	1734001470.000;	   +7.994;	   +0.009;	   -8.013;	   +0.018;	   +0.017;	   +2.740;	idle                ;	   +0.728;	   +0.000
20241212;	120435;	1734001475.000;	   +4.069;	   +0.009;	   -3.813;	   +0.017;	   +0.017;	   +5.288;	idle                ;	   +0.734;	   +0.000
20241212;	120440;	1734001480.000;	   +3.958;	   +0.009;	   -4.227;	   +0.016;	   +0.018;	   +7.994;	idle                ;	   +0.740;	   +0.000
20241212;	120445;	1734001485.000;	   +3.245;	   +0.009;	   -3.348;	   +0.017;	   +0.017;	   +4.069;	idle                ;	   +0.744;	   +0.000
20241212;	120450;	1734001490.000;	   +3.013;	   +0.009;	   -3.035;	   +0.016;	   +0.016;	   +3.958;	idle                ;	   +0.748;	   +0.000
20241212;	120455;	1734001495.000;	   +2.781;	   +0.009;	   -2.761;	   +0.017;	   +0.017;	   +3.245;	idle                ;	   +0.752;	   +0.000
20241212;	120500;	1734001500.000;	   +2.569;	   +0.009;	   -2.479;	   +0.017;	   +0.016;	   +3.013;	idle                ;	   +0.756;	   +0.000
20241212;	120505;	1734001505.000;	   +2.478;	   +0.009;	   -2.362;	   +0.017;	   +0.017;	   +2.781;	idle                ;	   +0.759;	   +0.000
20241212;	120510;	1734001510.000;	   +2.462;	   +0.009;	   -2.339;	   +0.017;	   +0.017;	   +2.569;	idle                ;	   +0.762;	   +0.000
20241212;	120515;	1734001515.000;	   +2.465;	   +0.009;	   -2.340;	   +0.017;	   +0.017;	   +2.478;	idle                ;	   +0.766;	   +0.000
20241212;	120520;	1734001520.000;	   +2.474;	   +0.009;	   -2.345;	   +0.017;	   +0.017;	   +2.462;	idle                ;	   +0.769;	   +0.000
20241212;	120525;	1734001525.000;	   +2.495;	   +0.009;	   -2.363;	   +0.017;	   +0.017;	   +2.465;	idle                ;	   +0.772;	   +0.000
20241212;	120530;	1734001530.000;	   +2.531;	   +0.009;	   -2.394;	   +0.018;	   +0.017;	   +2.474;	idle                ;	   +0.775;	   +0.000
20241212;	120535;	1734001535.000;	   +2.575;	   +0.009;	   -2.442;	   +0.017;	   +0.017;	   +2.495;	idle                ;	   +0.779;	   +0.000
20241212;	120540;	1734001540.000;	   +2.601;	   +0.009;	   -2.472;	   +0.017;	   +0.018;	   +2.531;	idle                ;	   +0.782;	   +0.000
20241212;	120545;	1734001545.000;	   +2.626;	   +0.009;	   -2.495;	   +0.017;	   +0.017;	   +2.575;	idle                ;	   +0.786;	   +0.000
20241212;	120550;	1734001550.000;	   +2.653;	   +0.009;	   -2.522;	   +0.016;	   +0.017;	   +2.601;	idle                ;	   +0.789;	   +0.000
20241212;	120555;	1734001555.000;	   +2.686;	   +0.009;	   -2.552;	   +0.017;	   +0.017;	   +2.626;	idle                ;	   +0.793;	   +0.000
20241212;	120600;	1734001560.000;	   +2.718;	   +0.009;	   -2.582;	   +0.017;	   +0.016;	   +2.653;	idle                ;	   +0.796;	   +0.000
20241212;	120605;	1734001565.000;	   +2.753;	   +0.009;	   -2.620;	   +0.017;	   +0.017;	   +2.686;	idle                ;	   +0.800;	   +0.000
20241212;	120610;	1734001570.000;	   +2.808;	   +0.009;	   -2.670;	   +0.017;	   +0.017;	   +2.718;	idle                ;	   +0.804;	   +0.000
20241212;	120615;	1734001575.000;	   +2.895;	   +0.009;	   -2.744;	   +0.017;	   +0.017;	   +2.753;	idle                ;	   +0.807;	   +0.000
20241212;	120620;	1734001580.000;	   +4.298;	   +0.010;	   -5.263;	   +0.017;	   +0.017;	   +2.808;	idle                ;	   +0.815;	   +0.000
20241212;	120625;	1734001585.000;	   +3.014;	   +0.009;	   -2.865;	   +0.017;	   +0.017;	   +2.895;	idle                ;	   +0.819;	   +0.000
20241212;	120630;	1734001590.000;	   +3.125;	   +0.009;	   -2.963;	   +0.017;	   +0.017;	   +4.298;	idle                ;	   +0.823;	   +0.000
20241212;	120635;	1734001595.000;	   +3.161;	   +0.009;	   -3.019;	   +0.017;	   +0.017;	   +3.014;	idle                ;	   +0.827;	   +0.000
20241212;	120640;	1734001600.000;	   +3.697;	   +0.009;	   -3.308;	   +0.017;	   +0.017;	   +3.125;	idle                ;	   +0.832;	   +0.000
20241212;	120645;	1734001605.000;	   +4.316;	   +0.009;	   -4.859;	   +0.016;	   +0.017;	   +3.161;	idle                ;	   +0.838;	   +0.000
20241212;	120650;	1734001610.000;	   +5.780;	   +0.010;	   -5.798;	   +0.017;	   +0.017;	   +3.697;	idle                ;	   +0.846;	   +0.000
20241212;	120655;	1734001615.000;	   +8.812;	   +0.009;	   -8.420;	   +0.017;	   +0.016;	   +4.316;	idle                ;	   +0.858;	   +0.000
20241212;	120700;	1734001620.000;	   +8.696;	   +0.009;	   -8.633;	   +0.017;	   +0.017;	   +5.780;	idle                ;	   +0.870;	   +0.000
20241212;	120705;	1734001625.000;	   +7.566;	   +0.009;	   -6.828;	   +0.017;	   +0.017;	   +8.812;	idle                ;	   +0.880;	   +0.000
20241212;	120710;	1734001630.000;	   +5.538;	   +0.009;	   -6.744;	   +0.017;	   +0.017;	   +8.696;	idle                ;	   +0.889;	   +0.000
20241212;	120715;	1734001635.000;	   +4.560;	   +0.009;	   -4.232;	   +0.017;	   +0.017;	   +7.566;	idle                ;	   +0.895;	   +0.000
20241212;	120720;	1734001640.000;	   +4.599;	   +0.009;	   -4.299;	   +0.017;	   +0.017;	   +5.538;	idle                ;	   +0.901;	   +0.000
20241212;	120725;	1734001645.000;	   +3.762;	   +0.009;	   -3.264;	   +0.016;	   +0.017;	   +4.560;	idle                ;	   +0.905;	   +0.000
20241212;	120730;	1734001650.000;	   +3.275;	   +0.009;	   -1.975;	   +0.017;	   +0.017;	   +4.599;	idle                ;	   +0.908;	   +0.000
20241212;	120735;	1734001655.000;	   +3.024;	   +0.009;	   -1.606;	   +0.017;	   +0.016;	   +3.762;	idle                ;	   +0.910;	   +0.000
20241212;	120740;	1734001660.000;	   +2.747;	   +0.009;	   -1.288;	   +0.017;	   +0.017;	   +3.275;	idle                ;	   +0.912;	   +0.000
20241212;	120745;	1734001665.000;	   +2.636;	   +0.009;	   -1.627;	   +0.017;	   +0.017;	   +3.024;	idle                ;	   +0.914;	   +0.000
