#ies_format_version: 1.0
#file: 20241226_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20241226;	115532;	1735210532.000;	    err32
20241226;	115537;	1735210537.000;	    err32
20241226;	115542;	1735210542.000;	    err32
20241226;	115547;	1735210547.000;	    err32
20241226;	115552;	1735210552.000;	    err32
20241226;	115557;	1735210557.000;	    err32
20241226;	115602;	1735210562.000;	    err32
20241226;	115607;	1735210567.000;	    err32
20241226;	115612;	1735210572.000;	    err32
20241226;	115617;	1735210577.000;	    err32
20241226;	115622;	1735210582.000;	    err32
20241226;	115627;	1735210587.000;	    err32
20241226;	115632;	1735210592.000;	    err32
20241226;	115637;	1735210597.000;	    err32
20241226;	115642;	1735210602.000;	    err32
20241226;	115647;	1735210607.000;	    err32
20241226;	115652;	1735210612.000;	    err32
20241226;	115657;	1735210617.000;	    err32
20241226;	115702;	1735210622.000;	    err32
20241226;	115707;	1735210627.000;	    err32
20241226;	115712;	1735210632.000;	    err32
20241226;	115717;	1735210637.000;	    err32
20241226;	115722;	1735210642.000;	    err32
20241226;	115727;	1735210647.000;	    err32
20241226;	115732;	1735210652.000;	    err32
20241226;	115737;	1735210657.000;	    err32
20241226;	115742;	1735210662.000;	    err32
20241226;	115747;	1735210667.000;	    err32
20241226;	115752;	1735210672.000;	    err32
20241226;	115757;	1735210677.000;	    err32
20241226;	115802;	1735210682.000;	    err32
20241226;	115807;	1735210687.000;	    err32
20241226;	115812;	1735210692.000;	    err32
20241226;	115817;	1735210697.000;	    err32
20241226;	115822;	1735210702.000;	    err32
20241226;	115827;	1735210707.000;	    err32
20241226;	115832;	1735210712.000;	    err32
20241226;	115837;	1735210717.000;	    err32
20241226;	115842;	1735210722.000;	    err32
20241226;	115847;	1735210727.000;	    err32
20241226;	115852;	1735210732.000;	    err32
20241226;	115857;	1735210737.000;	    err32
20241226;	115902;	1735210742.000;	    err32
20241226;	115907;	1735210747.000;	    err32
20241226;	115912;	1735210752.000;	    err32
20241226;	115917;	1735210757.000;	    err32
20241226;	115922;	1735210762.000;	    err32
20241226;	115927;	1735210767.000;	    err32
20241226;	115932;	1735210772.000;	    err32
20241226;	115937;	1735210777.000;	    err32
20241226;	115942;	1735210782.000;	    err32
20241226;	115947;	1735210787.000;	    err32
20241226;	115952;	1735210792.000;	    err32
20241226;	115957;	1735210797.000;	    err32
20241226;	120002;	1735210802.000;	    err32
20241226;	120007;	1735210807.000;	    err32
20241226;	120012;	1735210812.000;	    err32
20241226;	120017;	1735210817.000;	    err32
20241226;	120022;	1735210822.000;	    err32
20241226;	120027;	1735210827.000;	    err32
20241226;	120032;	1735210832.000;	    err32
20241226;	120037;	1735210837.000;	    err32
20241226;	120042;	1735210842.000;	    err32
20241226;	120047;	1735210847.000;	    err32
20241226;	120052;	1735210852.000;	    err32
20241226;	120057;	1735210857.000;	    err32
20241226;	120102;	1735210862.000;	    err32
20241226;	120107;	1735210867.000;	    err32
20241226;	120112;	1735210872.000;	    err32
20241226;	120117;	1735210877.000;	    err32
20241226;	120122;	1735210882.000;	    err32
20241226;	120127;	1735210887.000;	    err32
20241226;	120132;	1735210892.000;	    err32
20241226;	120137;	1735210897.000;	    err32
20241226;	120142;	1735210902.000;	    err32
20241226;	120147;	1735210907.000;	    err32
20241226;	120152;	1735210912.000;	    err32
20241226;	120157;	1735210917.000;	    err32
20241226;	120202;	1735210922.000;	    err32
20241226;	120207;	1735210927.000;	    err32
20241226;	120212;	1735210932.000;	    err32
20241226;	120217;	1735210937.000;	    err32
20241226;	120222;	1735210942.000;	    err32
20241226;	120227;	1735210947.000;	    err32
20241226;	120232;	1735210952.000;	    err32
20241226;	120237;	1735210957.000;	    err32
20241226;	120242;	1735210962.000;	    err32
20241226;	120247;	1735210967.000;	    err32
20241226;	120252;	1735210972.000;	    err32
20241226;	120257;	1735210977.000;	    err32
20241226;	120302;	1735210982.000;	    err32
20241226;	120307;	1735210987.000;	    err32
20241226;	120312;	1735210992.000;	    err32
20241226;	120317;	1735210997.000;	    err32
20241226;	120322;	1735211002.000;	    err32
20241226;	120327;	1735211007.000;	    err32
20241226;	120332;	1735211012.000;	    err32
20241226;	120337;	1735211017.000;	    err32
20241226;	120342;	1735211022.000;	    err32
20241226;	120347;	1735211027.000;	    err32
20241226;	120352;	1735211032.000;	    err32
20241226;	120357;	1735211037.000;	    err32
20241226;	120402;	1735211042.000;	    err32
20241226;	120407;	1735211047.000;	    err32
20241226;	120412;	1735211052.000;	    err32
20241226;	120417;	1735211057.000;	    err32
20241226;	120422;	1735211062.000;	    err32
20241226;	120427;	1735211067.000;	    err32
20241226;	120432;	1735211072.000;	    err32
20241226;	120437;	1735211077.000;	    err32
20241226;	120442;	1735211082.000;	    err32
20241226;	120447;	1735211087.000;	    err32
20241226;	120452;	1735211092.000;	    err32
20241226;	120457;	1735211097.000;	    err32
20241226;	120502;	1735211102.000;	    err32
20241226;	120507;	1735211107.000;	    err32
20241226;	120512;	1735211112.000;	    err32
20241226;	120517;	1735211117.000;	    err32
20241226;	120522;	1735211122.000;	    err32
20241226;	120527;	1735211127.000;	    err32
20241226;	120532;	1735211132.000;	    err32
20241226;	120537;	1735211137.000;	    err32
20241226;	120542;	1735211142.000;	    err32
20241226;	120547;	1735211147.000;	    err32
20241226;	120552;	1735211152.000;	    err32
20241226;	120557;	1735211157.000;	    err32
20241226;	120602;	1735211162.000;	    err32
20241226;	120607;	1735211167.000;	    err32
20241226;	120612;	1735211172.000;	    err32
20241226;	120617;	1735211177.000;	    err32
20241226;	120622;	1735211182.000;	    err32
20241226;	120627;	1735211187.000;	    err32
20241226;	120632;	1735211192.000;	    err32
20241226;	120637;	1735211197.000;	    err32
20241226;	120642;	1735211202.000;	    err32
20241226;	120647;	1735211207.000;	    err32
20241226;	120652;	1735211212.000;	    err32
20241226;	120657;	1735211217.000;	    err32
20241226;	120702;	1735211222.000;	    err32
20241226;	120707;	1735211227.000;	    err32
20241226;	120712;	1735211232.000;	    err32
20241226;	120717;	1735211237.000;	    err32
20241226;	120722;	1735211242.000;	    err32
20241226;	120727;	1735211247.000;	    err32
20241226;	120732;	1735211252.000;	    err32
20241226;	120737;	1735211257.000;	    err32
20241226;	120742;	1735211262.000;	    err32
20241226;	120747;	1735211267.000;	    err32
20241226;	120752;	1735211272.000;	    err32
20241226;	120757;	1735211277.000;	    err32
20241226;	120802;	1735211282.000;	    err32
20241226;	120807;	1735211287.000;	    err32
20241226;	120812;	1735211292.000;	    err32
20241226;	120817;	1735211297.000;	    err32
20241226;	120822;	1735211302.000;	    err32
20241226;	120827;	1735211307.000;	    err32
20241226;	120832;	1735211312.000;	    err32
20241226;	120837;	1735211317.000;	    err32
20241226;	120842;	1735211322.000;	    err32
20241226;	120847;	1735211327.000;	    err32
20241226;	120852;	1735211332.000;	    err32
20241226;	120857;	1735211337.000;	    err32
20241226;	120902;	1735211342.000;	    err32
20241226;	120907;	1735211347.000;	    err32
20241226;	120912;	1735211352.000;	    err32
20241226;	120917;	1735211357.000;	    err32
20241226;	120922;	1735211362.000;	    err32
20241226;	120927;	1735211367.000;	    err32
20241226;	120932;	1735211372.000;	    err32
20241226;	120937;	1735211377.000;	    err32
20241226;	120942;	1735211382.000;	    err32
20241226;	120947;	1735211387.000;	    err32
20241226;	120952;	1735211392.000;	    err32
20241226;	120957;	1735211397.000;	    err32
20241226;	121002;	1735211402.000;	    err32
20241226;	121007;	1735211407.000;	    err32
20241226;	121012;	1735211412.000;	    err32
20241226;	121017;	1735211417.000;	    err32
20241226;	121022;	1735211422.000;	    err32
20241226;	121027;	1735211427.000;	    err32
20241226;	121032;	1735211432.000;	    err32
20241226;	121037;	1735211437.000;	    err32
20241226;	121042;	1735211442.000;	    err32
20241226;	121047;	1735211447.000;	    err32
20241226;	121052;	1735211452.000;	    err32
20241226;	121057;	1735211457.000;	    err32
20241226;	121102;	1735211462.000;	    err32
20241226;	121107;	1735211467.000;	    err32
20241226;	121112;	1735211472.000;	    err32
20241226;	121117;	1735211477.000;	    err32
20241226;	121122;	1735211482.000;	    err32
20241226;	121127;	1735211487.000;	    err32
20241226;	121132;	1735211492.000;	    err32
20241226;	121137;	1735211497.000;	    err32
20241226;	121142;	1735211502.000;	    err32
20241226;	121147;	1735211507.000;	    err32
20241226;	121152;	1735211512.000;	    err32
20241226;	121157;	1735211517.000;	    err32
20241226;	121202;	1735211522.000;	    err32
20241226;	121207;	1735211527.000;	    err32
20241226;	121212;	1735211532.000;	    err32
20241226;	121217;	1735211537.000;	    err32
20241226;	121222;	1735211542.000;	    err32
20241226;	121227;	1735211547.000;	    err32
20241226;	121232;	1735211552.000;	    err32
20241226;	121237;	1735211557.000;	    err32
20241226;	121242;	1735211562.000;	    err32
20241226;	121247;	1735211567.000;	    err32
20241226;	121252;	1735211572.000;	    err32
20241226;	121257;	1735211577.000;	    err32
20241226;	121302;	1735211582.000;	    err32
20241226;	121307;	1735211587.000;	    err32
20241226;	121312;	1735211592.000;	    err32
20241226;	121317;	1735211597.000;	    err32
20241226;	121322;	1735211602.000;	    err32
20241226;	121327;	1735211607.000;	    err32
20241226;	121332;	1735211612.000;	    err32
20241226;	121337;	1735211617.000;	    err32
20241226;	121342;	1735211622.000;	    err32
20241226;	121347;	1735211627.000;	    err32
20241226;	121352;	1735211632.000;	    err32
20241226;	121357;	1735211637.000;	    err32
20241226;	121402;	1735211642.000;	    err32
20241226;	121407;	1735211647.000;	    err32
20241226;	121412;	1735211652.000;	    err32
20241226;	121417;	1735211657.000;	    err32
20241226;	121422;	1735211662.000;	    err32
20241226;	121427;	1735211667.000;	    err32
20241226;	121432;	1735211672.000;	    err32
20241226;	121437;	1735211677.000;	    err32
20241226;	121442;	1735211682.000;	    err32
20241226;	121447;	1735211687.000;	    err32
20241226;	121452;	1735211692.000;	    err32
20241226;	121457;	1735211697.000;	    err32
20241226;	121502;	1735211702.000;	    err32
20241226;	121507;	1735211707.000;	    err32
20241226;	121512;	1735211712.000;	    err32
20241226;	121517;	1735211717.000;	    err32
20241226;	121522;	1735211722.000;	    err32
20241226;	121527;	1735211727.000;	    err32
20241226;	121532;	1735211732.000;	    err32
20241226;	121537;	1735211737.000;	    err32
20241226;	121542;	1735211742.000;	    err32
20241226;	121547;	1735211747.000;	    err32
20241226;	121552;	1735211752.000;	    err32
20241226;	121557;	1735211757.000;	    err32
20241226;	121602;	1735211762.000;	    err32
20241226;	121607;	1735211767.000;	    err32
20241226;	121612;	1735211772.000;	    err32
20241226;	121617;	1735211777.000;	    err32
20241226;	121622;	1735211782.000;	    err32
20241226;	121627;	1735211787.000;	    err32
20241226;	121632;	1735211792.000;	    err32
20241226;	121637;	1735211797.000;	    err32
20241226;	121642;	1735211802.000;	    err32
20241226;	121647;	1735211807.000;	    err32
20241226;	121652;	1735211812.000;	    err32
20241226;	121657;	1735211817.000;	    err32
20241226;	121702;	1735211822.000;	    err32
20241226;	121707;	1735211827.000;	    err32
20241226;	121712;	1735211832.000;	    err32
20241226;	121717;	1735211837.000;	    err32
20241226;	121722;	1735211842.000;	    err32
20241226;	121727;	1735211847.000;	    err32
20241226;	121732;	1735211852.000;	    err32
20241226;	121737;	1735211857.000;	    err32
20241226;	121742;	1735211862.000;	    err32
20241226;	121747;	1735211867.000;	    err32
20241226;	121752;	1735211872.000;	    err32
20241226;	121757;	1735211877.000;	    err32
20241226;	121802;	1735211882.000;	    err32
20241226;	121807;	1735211887.000;	    err32
20241226;	121812;	1735211892.000;	    err32
20241226;	121817;	1735211897.000;	    err32
20241226;	121822;	1735211902.000;	    err32
20241226;	121827;	1735211907.000;	    err32
20241226;	121832;	1735211912.000;	    err32
20241226;	121837;	1735211917.000;	    err32
20241226;	121842;	1735211922.000;	    err32
20241226;	121847;	1735211927.000;	    err32
20241226;	121852;	1735211932.000;	    err32
20241226;	121857;	1735211937.000;	    err32
20241226;	121902;	1735211942.000;	    err32
20241226;	121907;	1735211947.000;	    err32
20241226;	121912;	1735211952.000;	    err32
20241226;	121917;	1735211957.000;	    err32
20241226;	121922;	1735211962.000;	    err32
20241226;	121927;	1735211967.000;	    err32
20241226;	121932;	1735211972.000;	    err32
20241226;	121937;	1735211977.000;	    err32
20241226;	121942;	1735211982.000;	    err32
20241226;	121947;	1735211987.000;	    err32
20241226;	121952;	1735211992.000;	    err32
20241226;	121957;	1735211997.000;	    err32
20241226;	122002;	1735212002.000;	    err32
20241226;	122007;	1735212007.000;	    err32
20241226;	122012;	1735212012.000;	    err32
20241226;	122017;	1735212017.000;	    err32
20241226;	122022;	1735212022.000;	    err32
20241226;	122027;	1735212027.000;	    err32
20241226;	122032;	1735212032.000;	    err32
20241226;	122037;	1735212037.000;	    err32
20241226;	122042;	1735212042.000;	    err32
20241226;	122047;	1735212047.000;	    err32
20241226;	122052;	1735212052.000;	    err32
20241226;	122057;	1735212057.000;	    err32
20241226;	122102;	1735212062.000;	    err32
20241226;	122107;	1735212067.000;	    err32
20241226;	122112;	1735212072.000;	    err32
20241226;	122117;	1735212077.000;	    err32
20241226;	122122;	1735212082.000;	    err32
20241226;	122127;	1735212087.000;	    err32
20241226;	122132;	1735212092.000;	    err32
20241226;	122137;	1735212097.000;	    err32
20241226;	122142;	1735212102.000;	    err32
20241226;	122147;	1735212107.000;	    err32
20241226;	122152;	1735212112.000;	    err32
20241226;	122157;	1735212117.000;	    err32
20241226;	122202;	1735212122.000;	    err32
20241226;	122207;	1735212127.000;	    err32
20241226;	122212;	1735212132.000;	    err32
20241226;	122217;	1735212137.000;	    err32
20241226;	122222;	1735212142.000;	    err32
20241226;	122227;	1735212147.000;	    err32
20241226;	122232;	1735212152.000;	    err32
20241226;	122237;	1735212157.000;	    err32
20241226;	122242;	1735212162.000;	    err32
20241226;	122247;	1735212167.000;	    err32
20241226;	122252;	1735212172.000;	    err32
20241226;	122257;	1735212177.000;	    err32
20241226;	122302;	1735212182.000;	    err32
20241226;	122307;	1735212187.000;	    err32
20241226;	122312;	1735212192.000;	    err32
20241226;	122317;	1735212197.000;	    err32
20241226;	122322;	1735212202.000;	    err32
20241226;	122327;	1735212207.000;	    err32
20241226;	122332;	1735212212.000;	    err32
20241226;	122337;	1735212217.000;	    err32
20241226;	122342;	1735212222.000;	    err32
20241226;	122347;	1735212227.000;	    err32
20241226;	122352;	1735212232.000;	    err32
20241226;	122357;	1735212237.000;	    err32
20241226;	122402;	1735212242.000;	    err32
20241226;	122407;	1735212247.000;	    err32
20241226;	122412;	1735212252.000;	    err32
20241226;	122417;	1735212257.000;	    err32
20241226;	122422;	1735212262.000;	    err32
20241226;	122427;	1735212267.000;	    err32
20241226;	122432;	1735212272.000;	    err32
20241226;	122437;	1735212277.000;	    err32
20241226;	122442;	1735212282.000;	    err32
20241226;	122447;	1735212287.000;	    err32
20241226;	122452;	1735212292.000;	    err32
20241226;	122457;	1735212297.000;	    err32
20241226;	122502;	1735212302.000;	    err32
20241226;	122507;	1735212307.000;	    err32
20241226;	122512;	1735212312.000;	    err32
20241226;	122517;	1735212317.000;	    err32
20241226;	122522;	1735212322.000;	    err32
20241226;	122527;	1735212327.000;	    err32
20241226;	122532;	1735212332.000;	    err32
20241226;	122537;	1735212337.000;	    err32
20241226;	122542;	1735212342.000;	    err32
20241226;	122547;	1735212347.000;	    err32
20241226;	122552;	1735212352.000;	    err32
20241226;	122557;	1735212357.000;	    err32
20241226;	122602;	1735212362.000;	    err32
20241226;	122607;	1735212367.000;	    err32
20241226;	122612;	1735212372.000;	    err32
20241226;	122617;	1735212377.000;	    err32
20241226;	122622;	1735212382.000;	    err32
20241226;	122627;	1735212387.000;	    err32
20241226;	122632;	1735212392.000;	    err32
20241226;	122637;	1735212397.000;	    err32
20241226;	122642;	1735212402.000;	    err32
20241226;	122647;	1735212407.000;	    err32
20241226;	122652;	1735212412.000;	    err32
20241226;	122657;	1735212417.000;	    err32
20241226;	122702;	1735212422.000;	    err32
20241226;	122707;	1735212427.000;	    err32
20241226;	122712;	1735212432.000;	    err32
20241226;	122717;	1735212437.000;	    err32
20241226;	122722;	1735212442.000;	    err32
20241226;	122727;	1735212447.000;	    err32
20241226;	122732;	1735212452.000;	    err32
20241226;	122737;	1735212457.000;	    err32
20241226;	122742;	1735212462.000;	    err32
20241226;	122747;	1735212467.000;	    err32
20241226;	122752;	1735212472.000;	    err32
20241226;	122757;	1735212477.000;	    err32
20241226;	122802;	1735212482.000;	    err32
20241226;	122807;	1735212487.000;	    err32
20241226;	122812;	1735212492.000;	    err32
20241226;	122817;	1735212497.000;	    err32
20241226;	122822;	1735212502.000;	    err32
20241226;	122827;	1735212507.000;	    err32
20241226;	122832;	1735212512.000;	    err32
20241226;	122837;	1735212517.000;	    err32
20241226;	122842;	1735212522.000;	    err32
20241226;	122847;	1735212527.000;	    err32
20241226;	122852;	1735212532.000;	    err32
20241226;	122857;	1735212537.000;	    err32
20241226;	122902;	1735212542.000;	    err32
20241226;	122907;	1735212547.000;	    err32
20241226;	122912;	1735212552.000;	    err32
20241226;	122917;	1735212557.000;	    err32
20241226;	122922;	1735212562.000;	    err32
20241226;	122927;	1735212567.000;	    err32
20241226;	122932;	1735212572.000;	    err32
20241226;	122937;	1735212577.000;	    err32
20241226;	122942;	1735212582.000;	    err32
20241226;	122947;	1735212587.000;	    err32
20241226;	122952;	1735212592.000;	    err32
20241226;	122957;	1735212597.000;	    err32
20241226;	123002;	1735212602.000;	    err32
20241226;	123007;	1735212607.000;	    err32
20241226;	123012;	1735212612.000;	    err32
20241226;	123017;	1735212617.000;	    err32
20241226;	123022;	1735212622.000;	    err32
20241226;	123027;	1735212627.000;	    err32
20241226;	123032;	1735212632.000;	    err32
20241226;	123037;	1735212637.000;	    err32
20241226;	123042;	1735212642.000;	    err32
20241226;	123047;	1735212647.000;	    err32
20241226;	123052;	1735212652.000;	    err32
20241226;	123057;	1735212657.000;	    err32
20241226;	123102;	1735212662.000;	    err32
20241226;	123107;	1735212667.000;	    err32
20241226;	123112;	1735212672.000;	    err32
20241226;	123117;	1735212677.000;	    err32
20241226;	123122;	1735212682.000;	    err32
20241226;	123127;	1735212687.000;	    err32
20241226;	123132;	1735212692.000;	    err32
20241226;	123137;	1735212697.000;	    err32
20241226;	123142;	1735212702.000;	    err32
20241226;	123147;	1735212707.000;	    err32
20241226;	123152;	1735212712.000;	    err32
20241226;	123157;	1735212717.000;	    err32
20241226;	123202;	1735212722.000;	    err32
20241226;	123207;	1735212727.000;	    err32
20241226;	123212;	1735212732.000;	    err32
20241226;	123217;	1735212737.000;	    err32
20241226;	123222;	1735212742.000;	    err32
20241226;	123227;	1735212747.000;	    err32
20241226;	123232;	1735212752.000;	    err32
20241226;	123237;	1735212757.000;	    err32
20241226;	123242;	1735212762.000;	    err32
20241226;	123247;	1735212767.000;	    err32
20241226;	123252;	1735212772.000;	    err32
20241226;	123257;	1735212777.000;	    err32
20241226;	123302;	1735212782.000;	    err32
20241226;	123307;	1735212787.000;	    err32
20241226;	123312;	1735212792.000;	    err32
20241226;	123317;	1735212797.000;	    err32
20241226;	123322;	1735212802.000;	    err32
20241226;	123327;	1735212807.000;	    err32
20241226;	123332;	1735212812.000;	    err32
20241226;	123337;	1735212817.000;	    err32
20241226;	123342;	1735212822.000;	    err32
20241226;	123347;	1735212827.000;	    err32
20241226;	123352;	1735212832.000;	    err32
20241226;	123357;	1735212837.000;	    err32
20241226;	123402;	1735212842.000;	    err32
20241226;	123407;	1735212847.000;	    err32
20241226;	123412;	1735212852.000;	    err32
20241226;	123417;	1735212857.000;	    err32
