#ies_format_version: 1.0
#file: 20250204_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250204;	095507;	1738659307.000;	    err32
20250204;	095512;	1738659312.000;	    err32
20250204;	095517;	1738659317.000;	    err32
20250204;	095522;	1738659322.000;	    err32
20250204;	095527;	1738659327.000;	    err32
20250204;	095532;	1738659332.000;	    err32
20250204;	095537;	1738659337.000;	    err32
20250204;	095542;	1738659342.000;	    err32
20250204;	095547;	1738659347.000;	    err32
20250204;	095552;	1738659352.000;	    err32
20250204;	095557;	1738659357.000;	    err32
20250204;	095602;	1738659362.000;	    err32
20250204;	095607;	1738659367.000;	    err32
20250204;	095612;	1738659372.000;	    err32
20250204;	095617;	1738659377.000;	    err32
20250204;	095622;	1738659382.000;	    err32
20250204;	095627;	1738659387.000;	    err32
20250204;	095632;	1738659392.000;	    err32
20250204;	095637;	1738659397.000;	    err32
20250204;	095642;	1738659402.000;	    err32
20250204;	095647;	1738659407.000;	    err32
20250204;	095652;	1738659412.000;	    err32
20250204;	095657;	1738659417.000;	    err32
20250204;	095702;	1738659422.000;	    err32
20250204;	095707;	1738659427.000;	    err32
20250204;	095712;	1738659432.000;	    err32
20250204;	095717;	1738659437.000;	    err32
20250204;	095722;	1738659442.000;	    err32
20250204;	095727;	1738659447.000;	    err32
20250204;	095732;	1738659452.000;	    err32
20250204;	095737;	1738659457.000;	    err32
20250204;	095742;	1738659462.000;	    err32
20250204;	095747;	1738659467.000;	    err32
20250204;	095752;	1738659472.000;	    err32
20250204;	095757;	1738659477.000;	    err32
20250204;	095802;	1738659482.000;	    err32
20250204;	095807;	1738659487.000;	    err32
20250204;	095812;	1738659492.000;	    err32
20250204;	095817;	1738659497.000;	    err32
20250204;	095822;	1738659502.000;	    err32
20250204;	095827;	1738659507.000;	    err32
20250204;	095832;	1738659512.000;	    err32
20250204;	095837;	1738659517.000;	    err32
20250204;	095842;	1738659522.000;	    err32
20250204;	095847;	1738659527.000;	    err32
20250204;	095852;	1738659532.000;	    err32
20250204;	095857;	1738659537.000;	    err32
20250204;	095902;	1738659542.000;	    err32
20250204;	095907;	1738659547.000;	    err32
20250204;	095912;	1738659552.000;	    err32
20250204;	095917;	1738659557.000;	    err32
20250204;	095922;	1738659562.000;	    err32
20250204;	095927;	1738659567.000;	    err32
20250204;	095932;	1738659572.000;	    err32
20250204;	095937;	1738659577.000;	    err32
20250204;	095942;	1738659582.000;	    err32
20250204;	095947;	1738659587.000;	    err32
20250204;	095952;	1738659592.000;	    err32
20250204;	095957;	1738659597.000;	    err32
20250204;	100002;	1738659602.000;	    err32
20250204;	100007;	1738659607.000;	    err32
20250204;	100012;	1738659612.000;	    err32
20250204;	100017;	1738659617.000;	    err32
20250204;	100022;	1738659622.000;	    err32
20250204;	100027;	1738659627.000;	    err32
20250204;	100032;	1738659632.000;	    err32
20250204;	100037;	1738659637.000;	    err32
20250204;	100042;	1738659642.000;	    err32
20250204;	100047;	1738659647.000;	    err32
20250204;	100052;	1738659652.000;	    err32
20250204;	100057;	1738659657.000;	    err32
20250204;	100102;	1738659662.000;	    err32
20250204;	100107;	1738659667.000;	    err32
20250204;	100112;	1738659672.000;	    err32
20250204;	100117;	1738659677.000;	    err32
20250204;	100122;	1738659682.000;	    err32
20250204;	100127;	1738659687.000;	    err32
20250204;	100132;	1738659692.000;	    err32
20250204;	100137;	1738659697.000;	    err32
20250204;	100142;	1738659702.000;	    err32
20250204;	100147;	1738659707.000;	    err32
20250204;	100152;	1738659712.000;	    err32
20250204;	100157;	1738659717.000;	    err32
20250204;	100202;	1738659722.000;	    err32
20250204;	100207;	1738659727.000;	    err32
20250204;	100212;	1738659732.000;	    err32
20250204;	100217;	1738659737.000;	    err32
20250204;	100222;	1738659742.000;	    err32
20250204;	100227;	1738659747.000;	    err32
20250204;	100232;	1738659752.000;	    err32
20250204;	100237;	1738659757.000;	    err32
20250204;	100242;	1738659762.000;	    err32
20250204;	100247;	1738659767.000;	    err32
20250204;	100252;	1738659772.000;	    err32
20250204;	100257;	1738659777.000;	    err32
20250204;	100302;	1738659782.000;	    err32
20250204;	100307;	1738659787.000;	    err32
20250204;	100312;	1738659792.000;	    err32
20250204;	100317;	1738659797.000;	    err32
20250204;	100322;	1738659802.000;	    err32
20250204;	100327;	1738659807.000;	    err32
20250204;	100332;	1738659812.000;	    err32
20250204;	100337;	1738659817.000;	    err32
20250204;	100342;	1738659822.000;	    err32
20250204;	100347;	1738659827.000;	    err32
20250204;	100352;	1738659832.000;	    err32
20250204;	100357;	1738659837.000;	    err32
20250204;	100402;	1738659842.000;	    err32
20250204;	100407;	1738659847.000;	    err32
20250204;	100412;	1738659852.000;	    err32
20250204;	100417;	1738659857.000;	    err32
20250204;	100422;	1738659862.000;	    err32
20250204;	100427;	1738659867.000;	    err32
20250204;	100432;	1738659872.000;	    err32
20250204;	100437;	1738659877.000;	    err32
20250204;	100442;	1738659882.000;	    err32
20250204;	100447;	1738659887.000;	    err32
20250204;	100452;	1738659892.000;	    err32
20250204;	100457;	1738659897.000;	    err32
20250204;	100502;	1738659902.000;	    err32
20250204;	100507;	1738659907.000;	    err32
20250204;	100512;	1738659912.000;	    err32
20250204;	100517;	1738659917.000;	    err32
20250204;	100522;	1738659922.000;	    err32
20250204;	100527;	1738659927.000;	    err32
20250204;	100532;	1738659932.000;	    err32
20250204;	100537;	1738659937.000;	    err32
20250204;	100542;	1738659942.000;	    err32
20250204;	100547;	1738659947.000;	    err32
20250204;	100552;	1738659952.000;	    err32
20250204;	100557;	1738659957.000;	    err32
20250204;	100602;	1738659962.000;	    err32
20250204;	100607;	1738659967.000;	    err32
20250204;	100612;	1738659972.000;	    err32
20250204;	100617;	1738659977.000;	    err32
20250204;	100622;	1738659982.000;	    err32
20250204;	100627;	1738659987.000;	    err32
20250204;	100632;	1738659992.000;	    err32
20250204;	100637;	1738659997.000;	    err32
20250204;	100642;	1738660002.000;	    err32
20250204;	100647;	1738660007.000;	    err32
20250204;	100652;	1738660012.000;	    err32
20250204;	100657;	1738660017.000;	    err32
20250204;	100702;	1738660022.000;	    err32
20250204;	100707;	1738660027.000;	    err32
20250204;	100712;	1738660032.000;	    err32
20250204;	100717;	1738660037.000;	    err32
20250204;	100722;	1738660042.000;	    err32
20250204;	100727;	1738660047.000;	    err32
20250204;	100732;	1738660052.000;	    err32
20250204;	100737;	1738660057.000;	    err32
20250204;	100742;	1738660062.000;	    err32
20250204;	100747;	1738660067.000;	    err32
20250204;	100752;	1738660072.000;	    err32
20250204;	100757;	1738660077.000;	    err32
20250204;	100802;	1738660082.000;	    err32
20250204;	100807;	1738660087.000;	    err32
20250204;	100812;	1738660092.000;	    err32
20250204;	100817;	1738660097.000;	    err32
20250204;	100822;	1738660102.000;	    err32
20250204;	100827;	1738660107.000;	    err32
20250204;	100832;	1738660112.000;	    err32
20250204;	100837;	1738660117.000;	    err32
20250204;	100842;	1738660122.000;	    err32
20250204;	100847;	1738660127.000;	    err32
20250204;	100852;	1738660132.000;	    err32
20250204;	100857;	1738660137.000;	    err32
20250204;	100902;	1738660142.000;	    err32
20250204;	100907;	1738660147.000;	    err32
20250204;	100912;	1738660152.000;	    err32
20250204;	100917;	1738660157.000;	    err32
20250204;	100922;	1738660162.000;	    err32
20250204;	100927;	1738660167.000;	    err32
20250204;	100932;	1738660172.000;	    err32
20250204;	100937;	1738660177.000;	    err32
20250204;	100942;	1738660182.000;	    err32
20250204;	100947;	1738660187.000;	    err32
20250204;	100952;	1738660192.000;	    err32
20250204;	100957;	1738660197.000;	    err32
20250204;	101002;	1738660202.000;	    err32
20250204;	101007;	1738660207.000;	    err32
20250204;	101012;	1738660212.000;	    err32
20250204;	101017;	1738660217.000;	    err32
20250204;	101022;	1738660222.000;	    err32
20250204;	101027;	1738660227.000;	    err32
20250204;	101032;	1738660232.000;	    err32
20250204;	101037;	1738660237.000;	    err32
20250204;	101042;	1738660242.000;	    err32
20250204;	101047;	1738660247.000;	    err32
20250204;	101052;	1738660252.000;	    err32
20250204;	101057;	1738660257.000;	    err32
20250204;	101102;	1738660262.000;	    err32
20250204;	101107;	1738660267.000;	    err32
20250204;	101112;	1738660272.000;	    err32
20250204;	101117;	1738660277.000;	    err32
20250204;	101122;	1738660282.000;	    err32
20250204;	101127;	1738660287.000;	    err32
20250204;	101132;	1738660292.000;	    err32
20250204;	101137;	1738660297.000;	    err32
20250204;	101142;	1738660302.000;	    err32
20250204;	101147;	1738660307.000;	    err32
20250204;	101152;	1738660312.000;	    err32
20250204;	101157;	1738660317.000;	    err32
20250204;	101202;	1738660322.000;	    err32
20250204;	101207;	1738660327.000;	    err32
20250204;	101212;	1738660332.000;	    err32
20250204;	101217;	1738660337.000;	    err32
20250204;	101222;	1738660342.000;	    err32
20250204;	101227;	1738660347.000;	    err32
20250204;	101232;	1738660352.000;	    err32
20250204;	101237;	1738660357.000;	    err32
20250204;	101242;	1738660362.000;	    err32
20250204;	101247;	1738660367.000;	    err32
20250204;	101252;	1738660372.000;	    err32
20250204;	101257;	1738660377.000;	    err32
20250204;	101302;	1738660382.000;	    err32
20250204;	101307;	1738660387.000;	    err32
20250204;	101312;	1738660392.000;	    err32
20250204;	101317;	1738660397.000;	    err32
20250204;	101322;	1738660402.000;	    err32
20250204;	101327;	1738660407.000;	    err32
20250204;	101332;	1738660412.000;	    err32
20250204;	101337;	1738660417.000;	    err32
20250204;	101342;	1738660422.000;	    err32
20250204;	101347;	1738660427.000;	    err32
20250204;	101352;	1738660432.000;	    err32
20250204;	101357;	1738660437.000;	    err32
20250204;	101402;	1738660442.000;	    err32
20250204;	101407;	1738660447.000;	    err32
20250204;	101412;	1738660452.000;	    err32
20250204;	101417;	1738660457.000;	    err32
20250204;	101422;	1738660462.000;	    err32
20250204;	101427;	1738660467.000;	    err32
20250204;	101432;	1738660472.000;	    err32
20250204;	101437;	1738660477.000;	    err32
20250204;	101442;	1738660482.000;	    err32
20250204;	101447;	1738660487.000;	    err32
20250204;	101452;	1738660492.000;	    err32
20250204;	101457;	1738660497.000;	    err32
20250204;	101502;	1738660502.000;	    err32
20250204;	101507;	1738660507.000;	    err32
20250204;	101512;	1738660512.000;	    err32
20250204;	101517;	1738660517.000;	    err32
20250204;	101522;	1738660522.000;	    err32
20250204;	101527;	1738660527.000;	    err32
20250204;	101532;	1738660532.000;	    err32
20250204;	101537;	1738660537.000;	    err32
20250204;	101542;	1738660542.000;	    err32
20250204;	101547;	1738660547.000;	    err32
20250204;	101552;	1738660552.000;	    err32
20250204;	101557;	1738660557.000;	    err32
20250204;	101602;	1738660562.000;	    err32
20250204;	101607;	1738660567.000;	    err32
20250204;	101612;	1738660572.000;	    err32
20250204;	101617;	1738660577.000;	    err32
20250204;	101622;	1738660582.000;	    err32
20250204;	101627;	1738660587.000;	    err32
20250204;	101632;	1738660592.000;	    err32
20250204;	101637;	1738660597.000;	    err32
20250204;	101642;	1738660602.000;	    err32
20250204;	101647;	1738660607.000;	    err32
20250204;	101652;	1738660612.000;	    err32
20250204;	101657;	1738660617.000;	    err32
20250204;	101702;	1738660622.000;	    err32
20250204;	101707;	1738660627.000;	    err32
20250204;	101712;	1738660632.000;	    err32
20250204;	101717;	1738660637.000;	    err32
20250204;	101722;	1738660642.000;	    err32
20250204;	101727;	1738660647.000;	    err32
20250204;	101732;	1738660652.000;	    err32
20250204;	101737;	1738660657.000;	    err32
20250204;	101742;	1738660662.000;	    err32
20250204;	101747;	1738660667.000;	    err32
20250204;	101752;	1738660672.000;	    err32
20250204;	101757;	1738660677.000;	    err32
20250204;	101802;	1738660682.000;	    err32
20250204;	101807;	1738660687.000;	    err32
20250204;	101812;	1738660692.000;	    err32
20250204;	101817;	1738660697.000;	    err32
20250204;	101822;	1738660702.000;	    err32
20250204;	101827;	1738660707.000;	    err32
20250204;	101832;	1738660712.000;	    err32
20250204;	101837;	1738660717.000;	    err32
20250204;	101842;	1738660722.000;	    err32
20250204;	101847;	1738660727.000;	    err32
20250204;	101852;	1738660732.000;	    err32
20250204;	101857;	1738660737.000;	    err32
20250204;	101902;	1738660742.000;	    err32
20250204;	101907;	1738660747.000;	    err32
20250204;	101912;	1738660752.000;	    err32
20250204;	101917;	1738660757.000;	    err32
20250204;	101922;	1738660762.000;	    err32
20250204;	101927;	1738660767.000;	    err32
20250204;	101932;	1738660772.000;	    err32
20250204;	101937;	1738660777.000;	    err32
20250204;	101942;	1738660782.000;	    err32
20250204;	101947;	1738660787.000;	    err32
20250204;	101952;	1738660792.000;	    err32
20250204;	101957;	1738660797.000;	    err32
20250204;	102002;	1738660802.000;	    err32
20250204;	102007;	1738660807.000;	    err32
20250204;	102012;	1738660812.000;	    err32
20250204;	102017;	1738660817.000;	    err32
20250204;	102022;	1738660822.000;	    err32
20250204;	102027;	1738660827.000;	    err32
20250204;	102032;	1738660832.000;	    err32
20250204;	102037;	1738660837.000;	    err32
20250204;	102042;	1738660842.000;	    err32
20250204;	102047;	1738660847.000;	    err32
20250204;	102052;	1738660852.000;	    err32
20250204;	102057;	1738660857.000;	    err32
20250204;	102102;	1738660862.000;	    err32
20250204;	102107;	1738660867.000;	    err32
20250204;	102112;	1738660872.000;	    err32
20250204;	102117;	1738660877.000;	    err32
20250204;	102122;	1738660882.000;	    err32
20250204;	102127;	1738660887.000;	    err32
20250204;	102132;	1738660892.000;	    err32
20250204;	102137;	1738660897.000;	    err32
20250204;	102142;	1738660902.000;	    err32
20250204;	102147;	1738660907.000;	    err32
20250204;	102152;	1738660912.000;	    err32
20250204;	102157;	1738660917.000;	    err32
20250204;	102202;	1738660922.000;	    err32
20250204;	102207;	1738660927.000;	    err32
20250204;	102212;	1738660932.000;	    err32
20250204;	102217;	1738660937.000;	    err32
20250204;	102222;	1738660942.000;	    err32
20250204;	102227;	1738660947.000;	    err32
20250204;	102232;	1738660952.000;	    err32
20250204;	102237;	1738660957.000;	    err32
20250204;	102242;	1738660962.000;	    err32
20250204;	102247;	1738660967.000;	    err32
20250204;	102252;	1738660972.000;	    err32
20250204;	102257;	1738660977.000;	    err32
20250204;	102302;	1738660982.000;	    err32
20250204;	102307;	1738660987.000;	    err32
20250204;	102312;	1738660992.000;	    err32
20250204;	102317;	1738660997.000;	    err32
20250204;	102322;	1738661002.000;	    err32
20250204;	102327;	1738661007.000;	    err32
20250204;	102332;	1738661012.000;	    err32
20250204;	102337;	1738661017.000;	    err32
20250204;	102342;	1738661022.000;	    err32
20250204;	102347;	1738661027.000;	    err32
20250204;	102352;	1738661032.000;	    err32
20250204;	102357;	1738661037.000;	    err32
20250204;	102402;	1738661042.000;	    err32
20250204;	102407;	1738661047.000;	    err32
20250204;	102412;	1738661052.000;	    err32
20250204;	102417;	1738661057.000;	    err32
20250204;	102422;	1738661062.000;	    err32
20250204;	102427;	1738661067.000;	    err32
20250204;	102432;	1738661072.000;	    err32
20250204;	102437;	1738661077.000;	    err32
20250204;	102442;	1738661082.000;	    err32
20250204;	102447;	1738661087.000;	    err32
20250204;	102452;	1738661092.000;	    err32
20250204;	102457;	1738661097.000;	    err32
20250204;	102502;	1738661102.000;	    err32
20250204;	102507;	1738661107.000;	    err32
20250204;	102512;	1738661112.000;	    err32
20250204;	102517;	1738661117.000;	    err32
20250204;	102522;	1738661122.000;	    err32
20250204;	102527;	1738661127.000;	    err32
20250204;	102532;	1738661132.000;	    err32
20250204;	102537;	1738661137.000;	    err32
20250204;	102542;	1738661142.000;	    err32
20250204;	102547;	1738661147.000;	    err32
20250204;	102552;	1738661152.000;	    err32
20250204;	102557;	1738661157.000;	    err32
20250204;	102602;	1738661162.000;	    err32
20250204;	102607;	1738661167.000;	    err32
20250204;	102612;	1738661172.000;	    err32
20250204;	102617;	1738661177.000;	    err32
20250204;	102622;	1738661182.000;	    err32
20250204;	102627;	1738661187.000;	    err32
20250204;	102632;	1738661192.000;	    err32
20250204;	102637;	1738661197.000;	    err32
20250204;	102642;	1738661202.000;	    err32
20250204;	102647;	1738661207.000;	    err32
20250204;	102652;	1738661212.000;	    err32
20250204;	102657;	1738661217.000;	    err32
20250204;	102702;	1738661222.000;	    err32
20250204;	102707;	1738661227.000;	    err32
20250204;	102712;	1738661232.000;	    err32
20250204;	102717;	1738661237.000;	    err32
20250204;	102722;	1738661242.000;	    err32
20250204;	102727;	1738661247.000;	    err32
20250204;	102732;	1738661252.000;	    err32
20250204;	102737;	1738661257.000;	    err32
20250204;	102742;	1738661262.000;	    err32
20250204;	102747;	1738661267.000;	    err32
20250204;	102752;	1738661272.000;	    err32
20250204;	102757;	1738661277.000;	    err32
20250204;	102802;	1738661282.000;	    err32
20250204;	102807;	1738661287.000;	    err32
20250204;	102812;	1738661292.000;	    err32
20250204;	102817;	1738661297.000;	    err32
20250204;	102822;	1738661302.000;	    err32
20250204;	102827;	1738661307.000;	    err32
20250204;	102832;	1738661312.000;	    err32
20250204;	102837;	1738661317.000;	    err32
20250204;	102842;	1738661322.000;	    err32
20250204;	102847;	1738661327.000;	    err32
20250204;	102852;	1738661332.000;	    err32
20250204;	102857;	1738661337.000;	    err32
20250204;	102902;	1738661342.000;	    err32
20250204;	102907;	1738661347.000;	    err32
20250204;	102912;	1738661352.000;	    err32
20250204;	102917;	1738661357.000;	    err32
20250204;	102922;	1738661362.000;	    err32
20250204;	102927;	1738661367.000;	    err32
20250204;	102932;	1738661372.000;	    err32
20250204;	102937;	1738661377.000;	    err32
20250204;	102942;	1738661382.000;	    err32
20250204;	102947;	1738661387.000;	    err32
20250204;	102952;	1738661392.000;	    err32
20250204;	102957;	1738661397.000;	    err32
20250204;	103002;	1738661402.000;	    err32
20250204;	103007;	1738661407.000;	    err32
20250204;	103012;	1738661412.000;	    err32
20250204;	103017;	1738661417.000;	    err32
20250204;	103022;	1738661422.000;	    err32
20250204;	103027;	1738661427.000;	    err32
20250204;	103032;	1738661432.000;	    err32
20250204;	103037;	1738661437.000;	    err32
20250204;	103042;	1738661442.000;	    err32
20250204;	103047;	1738661447.000;	    err32
20250204;	103052;	1738661452.000;	    err32
20250204;	103057;	1738661457.000;	    err32
20250204;	103102;	1738661462.000;	    err32
20250204;	103107;	1738661467.000;	    err32
20250204;	103112;	1738661472.000;	    err32
20250204;	103117;	1738661477.000;	    err32
20250204;	103122;	1738661482.000;	    err32
20250204;	103127;	1738661487.000;	    err32
20250204;	103132;	1738661492.000;	    err32
20250204;	103137;	1738661497.000;	    err32
20250204;	103142;	1738661502.000;	    err32
20250204;	103147;	1738661507.000;	    err32
20250204;	103152;	1738661512.000;	    err32
20250204;	103157;	1738661517.000;	    err32
20250204;	103202;	1738661522.000;	    err32
20250204;	103207;	1738661527.000;	    err32
20250204;	103212;	1738661532.000;	    err32
20250204;	103217;	1738661537.000;	    err32
20250204;	103222;	1738661542.000;	    err32
20250204;	103227;	1738661547.000;	    err32
20250204;	103232;	1738661552.000;	    err32
20250204;	103237;	1738661557.000;	    err32
20250204;	103242;	1738661562.000;	    err32
20250204;	103247;	1738661567.000;	    err32
20250204;	103252;	1738661572.000;	    err32
20250204;	103257;	1738661577.000;	    err32
20250204;	103302;	1738661582.000;	    err32
20250204;	103307;	1738661587.000;	    err32
20250204;	103312;	1738661592.000;	    err32
20250204;	103317;	1738661597.000;	    err32
20250204;	103322;	1738661602.000;	    err32
20250204;	103327;	1738661607.000;	    err32
20250204;	103332;	1738661612.000;	    err32
20250204;	103337;	1738661617.000;	    err32
20250204;	103342;	1738661622.000;	    err32
20250204;	103347;	1738661627.000;	    err32
20250204;	103352;	1738661632.000;	    err32
20250204;	103357;	1738661637.000;	    err32
20250204;	103402;	1738661642.000;	    err32
20250204;	103407;	1738661647.000;	    err32
20250204;	103412;	1738661652.000;	    err32
20250204;	103417;	1738661657.000;	    err32
20250204;	103422;	1738661662.000;	    err32
20250204;	103427;	1738661667.000;	    err32
20250204;	103432;	1738661672.000;	    err32
20250204;	103437;	1738661677.000;	    err32
20250204;	103442;	1738661682.000;	    err32
20250204;	103447;	1738661687.000;	    err32
20250204;	103452;	1738661692.000;	    err32
20250204;	103457;	1738661697.000;	    err32
20250204;	103502;	1738661702.000;	    err32
20250204;	103507;	1738661707.000;	    err32
20250204;	103512;	1738661712.000;	    err32
20250204;	103517;	1738661717.000;	    err32
20250204;	103522;	1738661722.000;	    err32
20250204;	103527;	1738661727.000;	    err32
20250204;	103532;	1738661732.000;	    err32
20250204;	103537;	1738661737.000;	    err32
20250204;	103542;	1738661742.000;	    err32
20250204;	103547;	1738661747.000;	    err32
20250204;	103552;	1738661752.000;	    err32
20250204;	103557;	1738661757.000;	    err32
20250204;	103602;	1738661762.000;	    err32
20250204;	103607;	1738661767.000;	    err32
20250204;	103612;	1738661772.000;	    err32
20250204;	103617;	1738661777.000;	    err32
20250204;	103622;	1738661782.000;	    err32
20250204;	103627;	1738661787.000;	    err32
20250204;	103632;	1738661792.000;	    err32
20250204;	103637;	1738661797.000;	    err32
20250204;	103642;	1738661802.000;	    err32
20250204;	103647;	1738661807.000;	    err32
20250204;	103652;	1738661812.000;	    err32
20250204;	103657;	1738661817.000;	    err32
20250204;	103702;	1738661822.000;	    err32
20250204;	103707;	1738661827.000;	    err32
20250204;	103712;	1738661832.000;	    err32
20250204;	103717;	1738661837.000;	    err32
20250204;	103722;	1738661842.000;	    err32
20250204;	103727;	1738661847.000;	    err32
20250204;	103732;	1738661852.000;	    err32
20250204;	103737;	1738661857.000;	    err32
20250204;	103742;	1738661862.000;	    err32
20250204;	103747;	1738661867.000;	    err32
20250204;	103752;	1738661872.000;	    err32
20250204;	103757;	1738661877.000;	    err32
20250204;	103802;	1738661882.000;	    err32
20250204;	103807;	1738661887.000;	    err32
20250204;	103812;	1738661892.000;	    err32
20250204;	103817;	1738661897.000;	    err32
20250204;	103822;	1738661902.000;	    err32
20250204;	103827;	1738661907.000;	    err32
20250204;	103832;	1738661912.000;	    err32
20250204;	103837;	1738661917.000;	    err32
20250204;	103842;	1738661922.000;	    err32
20250204;	103847;	1738661927.000;	    err32
20250204;	103852;	1738661932.000;	    err32
20250204;	103857;	1738661937.000;	    err32
20250204;	103902;	1738661942.000;	    err32
20250204;	103907;	1738661947.000;	    err32
20250204;	103912;	1738661952.000;	    err32
20250204;	103917;	1738661957.000;	    err32
20250204;	103922;	1738661962.000;	    err32
20250204;	103927;	1738661967.000;	    err32
20250204;	103932;	1738661972.000;	    err32
20250204;	103937;	1738661977.000;	    err32
20250204;	103942;	1738661982.000;	    err32
20250204;	103947;	1738661987.000;	    err32
20250204;	103952;	1738661992.000;	    err32
20250204;	103957;	1738661997.000;	    err32
20250204;	104002;	1738662002.000;	    err32
20250204;	104007;	1738662007.000;	    err32
20250204;	104012;	1738662012.000;	    err32
20250204;	104017;	1738662017.000;	    err32
20250204;	104022;	1738662022.000;	    err32
20250204;	104027;	1738662027.000;	    err32
20250204;	104032;	1738662032.000;	    err32
20250204;	104037;	1738662037.000;	    err32
20250204;	104042;	1738662042.000;	    err32
20250204;	104047;	1738662047.000;	    err32
20250204;	104052;	1738662052.000;	    err32
20250204;	104057;	1738662057.000;	    err32
20250204;	104102;	1738662062.000;	    err32
20250204;	104107;	1738662067.000;	    err32
20250204;	104112;	1738662072.000;	    err32
20250204;	104117;	1738662077.000;	    err32
20250204;	104122;	1738662082.000;	    err32
20250204;	104127;	1738662087.000;	    err32
20250204;	104132;	1738662092.000;	    err32
20250204;	104137;	1738662097.000;	    err32
20250204;	104142;	1738662102.000;	    err32
20250204;	104147;	1738662107.000;	    err32
20250204;	104152;	1738662112.000;	    err32
20250204;	104157;	1738662117.000;	    err32
20250204;	104202;	1738662122.000;	    err32
20250204;	104207;	1738662127.000;	    err32
20250204;	104212;	1738662132.000;	    err32
20250204;	104217;	1738662137.000;	    err32
20250204;	104222;	1738662142.000;	    err32
20250204;	104227;	1738662147.000;	    err32
20250204;	104232;	1738662152.000;	    err32
20250204;	104237;	1738662157.000;	    err32
20250204;	104242;	1738662162.000;	    err32
20250204;	104247;	1738662167.000;	    err32
20250204;	104252;	1738662172.000;	    err32
20250204;	104257;	1738662177.000;	    err32
20250204;	104302;	1738662182.000;	    err32
20250204;	104307;	1738662187.000;	    err32
20250204;	104312;	1738662192.000;	    err32
20250204;	104317;	1738662197.000;	    err32
20250204;	104322;	1738662202.000;	    err32
20250204;	104327;	1738662207.000;	    err32
20250204;	104332;	1738662212.000;	    err32
20250204;	104337;	1738662217.000;	    err32
20250204;	104342;	1738662222.000;	    err32
20250204;	104347;	1738662227.000;	    err32
