#ies_format_version: 1.0
#file: 20250205_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20250205;	113507;	1738751707.000;	    err32
20250205;	113512;	1738751712.000;	    err32
20250205;	113517;	1738751717.000;	    err32
20250205;	113522;	1738751722.000;	    err32
20250205;	113527;	1738751727.000;	    err32
20250205;	113532;	1738751732.000;	    err32
20250205;	113537;	1738751737.000;	    err32
20250205;	113542;	1738751742.000;	    err32
20250205;	113547;	1738751747.000;	    err32
20250205;	113552;	1738751752.000;	    err32
20250205;	113557;	1738751757.000;	    err32
20250205;	113602;	1738751762.000;	    err32
20250205;	113607;	1738751767.000;	    err32
20250205;	113612;	1738751772.000;	    err32
20250205;	113617;	1738751777.000;	    err32
20250205;	113622;	1738751782.000;	    err32
20250205;	113627;	1738751787.000;	    err32
20250205;	113632;	1738751792.000;	    err32
20250205;	113637;	1738751797.000;	    err32
20250205;	113642;	1738751802.000;	    err32
20250205;	113647;	1738751807.000;	    err32
20250205;	113652;	1738751812.000;	    err32
20250205;	113657;	1738751817.000;	    err32
20250205;	113702;	1738751822.000;	    err32
20250205;	113707;	1738751827.000;	    err32
20250205;	113712;	1738751832.000;	    err32
20250205;	113717;	1738751837.000;	    err32
20250205;	113722;	1738751842.000;	    err32
20250205;	113727;	1738751847.000;	    err32
20250205;	113732;	1738751852.000;	    err32
20250205;	113737;	1738751857.000;	    err32
20250205;	113742;	1738751862.000;	    err32
20250205;	113747;	1738751867.000;	    err32
20250205;	113752;	1738751872.000;	    err32
20250205;	113757;	1738751877.000;	    err32
20250205;	113802;	1738751882.000;	    err32
20250205;	113807;	1738751887.000;	    err32
20250205;	113812;	1738751892.000;	    err32
20250205;	113817;	1738751897.000;	    err32
20250205;	113822;	1738751902.000;	    err32
20250205;	113827;	1738751907.000;	    err32
20250205;	113832;	1738751912.000;	    err32
20250205;	113837;	1738751917.000;	    err32
20250205;	113842;	1738751922.000;	    err32
20250205;	113847;	1738751927.000;	    err32
20250205;	113852;	1738751932.000;	    err32
20250205;	113857;	1738751937.000;	    err32
20250205;	113902;	1738751942.000;	    err32
20250205;	113907;	1738751947.000;	    err32
20250205;	113912;	1738751952.000;	    err32
20250205;	113917;	1738751957.000;	    err32
20250205;	113922;	1738751962.000;	    err32
20250205;	113927;	1738751967.000;	    err32
20250205;	113932;	1738751972.000;	    err32
20250205;	113937;	1738751977.000;	    err32
20250205;	113942;	1738751982.000;	    err32
20250205;	113947;	1738751987.000;	    err32
20250205;	113952;	1738751992.000;	    err32
20250205;	113957;	1738751997.000;	    err32
20250205;	114002;	1738752002.000;	    err32
20250205;	114007;	1738752007.000;	    err32
20250205;	114012;	1738752012.000;	    err32
20250205;	114017;	1738752017.000;	    err32
20250205;	114022;	1738752022.000;	    err32
20250205;	114027;	1738752027.000;	    err32
20250205;	114032;	1738752032.000;	    err32
20250205;	114037;	1738752037.000;	    err32
20250205;	114042;	1738752042.000;	    err32
20250205;	114047;	1738752047.000;	    err32
20250205;	114052;	1738752052.000;	    err32
20250205;	114057;	1738752057.000;	    err32
20250205;	114102;	1738752062.000;	    err32
20250205;	114107;	1738752067.000;	    err32
20250205;	114112;	1738752072.000;	    err32
20250205;	114117;	1738752077.000;	    err32
20250205;	114122;	1738752082.000;	    err32
20250205;	114127;	1738752087.000;	    err32
20250205;	114132;	1738752092.000;	    err32
20250205;	114137;	1738752097.000;	    err32
20250205;	114142;	1738752102.000;	    err32
20250205;	114147;	1738752107.000;	    err32
20250205;	114152;	1738752112.000;	    err32
20250205;	114157;	1738752117.000;	    err32
20250205;	114202;	1738752122.000;	    err32
20250205;	114207;	1738752127.000;	    err32
20250205;	114212;	1738752132.000;	    err32
20250205;	114217;	1738752137.000;	    err32
20250205;	114222;	1738752142.000;	    err32
20250205;	114227;	1738752147.000;	    err32
20250205;	114232;	1738752152.000;	    err32
20250205;	114237;	1738752157.000;	    err32
20250205;	114242;	1738752162.000;	    err32
20250205;	114247;	1738752167.000;	    err32
20250205;	114252;	1738752172.000;	    err32
20250205;	114257;	1738752177.000;	    err32
20250205;	114302;	1738752182.000;	    err32
20250205;	114307;	1738752187.000;	    err32
20250205;	114312;	1738752192.000;	    err32
20250205;	114317;	1738752197.000;	    err32
20250205;	114322;	1738752202.000;	    err32
20250205;	114327;	1738752207.000;	    err32
20250205;	114332;	1738752212.000;	    err32
20250205;	114337;	1738752217.000;	    err32
20250205;	114342;	1738752222.000;	    err32
20250205;	114347;	1738752227.000;	    err32
20250205;	114352;	1738752232.000;	    err32
20250205;	114357;	1738752237.000;	    err32
20250205;	114402;	1738752242.000;	    err32
20250205;	114407;	1738752247.000;	    err32
20250205;	114412;	1738752252.000;	    err32
20250205;	114417;	1738752257.000;	    err32
20250205;	114422;	1738752262.000;	    err32
20250205;	114427;	1738752267.000;	    err32
20250205;	114432;	1738752272.000;	    err32
20250205;	114437;	1738752277.000;	    err32
20250205;	114442;	1738752282.000;	    err32
20250205;	114447;	1738752287.000;	    err32
20250205;	114452;	1738752292.000;	    err32
20250205;	114457;	1738752297.000;	    err32
20250205;	114502;	1738752302.000;	    err32
20250205;	114507;	1738752307.000;	    err32
20250205;	114512;	1738752312.000;	    err32
20250205;	114517;	1738752317.000;	    err32
20250205;	114522;	1738752322.000;	    err32
20250205;	114527;	1738752327.000;	    err32
20250205;	114532;	1738752332.000;	    err32
20250205;	114537;	1738752337.000;	    err32
20250205;	114542;	1738752342.000;	    err32
20250205;	114547;	1738752347.000;	    err32
20250205;	114552;	1738752352.000;	    err32
20250205;	114557;	1738752357.000;	    err32
20250205;	114602;	1738752362.000;	    err32
20250205;	114607;	1738752367.000;	    err32
20250205;	114612;	1738752372.000;	    err32
20250205;	114617;	1738752377.000;	    err32
20250205;	114622;	1738752382.000;	    err32
20250205;	114627;	1738752387.000;	    err32
20250205;	114632;	1738752392.000;	    err32
20250205;	114637;	1738752397.000;	    err32
20250205;	114642;	1738752402.000;	    err32
20250205;	114647;	1738752407.000;	    err32
20250205;	114652;	1738752412.000;	    err32
20250205;	114657;	1738752417.000;	    err32
20250205;	114702;	1738752422.000;	    err32
20250205;	114707;	1738752427.000;	    err32
20250205;	114712;	1738752432.000;	    err32
20250205;	114717;	1738752437.000;	    err32
20250205;	114722;	1738752442.000;	    err32
20250205;	114727;	1738752447.000;	    err32
20250205;	114732;	1738752452.000;	    err32
20250205;	114737;	1738752457.000;	    err32
20250205;	114742;	1738752462.000;	    err32
20250205;	114747;	1738752467.000;	    err32
20250205;	114752;	1738752472.000;	    err32
20250205;	114757;	1738752477.000;	    err32
20250205;	114802;	1738752482.000;	    err32
20250205;	114807;	1738752487.000;	    err32
20250205;	114812;	1738752492.000;	    err32
20250205;	114817;	1738752497.000;	    err32
20250205;	114822;	1738752502.000;	    err32
20250205;	114827;	1738752507.000;	    err32
20250205;	114832;	1738752512.000;	    err32
20250205;	114837;	1738752517.000;	    err32
20250205;	114842;	1738752522.000;	    err32
20250205;	114847;	1738752527.000;	    err32
20250205;	114852;	1738752532.000;	    err32
20250205;	114857;	1738752537.000;	    err32
20250205;	114902;	1738752542.000;	    err32
20250205;	114907;	1738752547.000;	    err32
20250205;	114912;	1738752552.000;	    err32
20250205;	114917;	1738752557.000;	    err32
20250205;	114922;	1738752562.000;	    err32
20250205;	114927;	1738752567.000;	    err32
20250205;	114932;	1738752572.000;	    err32
20250205;	114937;	1738752577.000;	    err32
20250205;	114942;	1738752582.000;	    err32
20250205;	114947;	1738752587.000;	    err32
20250205;	114952;	1738752592.000;	    err32
20250205;	114957;	1738752597.000;	    err32
20250205;	115002;	1738752602.000;	    err32
20250205;	115007;	1738752607.000;	    err32
20250205;	115012;	1738752612.000;	    err32
20250205;	115017;	1738752617.000;	    err32
20250205;	115022;	1738752622.000;	    err32
20250205;	115027;	1738752627.000;	    err32
20250205;	115032;	1738752632.000;	    err32
20250205;	115037;	1738752637.000;	    err32
20250205;	115042;	1738752642.000;	    err32
20250205;	115047;	1738752647.000;	    err32
20250205;	115052;	1738752652.000;	    err32
20250205;	115057;	1738752657.000;	    err32
20250205;	115102;	1738752662.000;	    err32
20250205;	115107;	1738752667.000;	    err32
20250205;	115112;	1738752672.000;	    err32
20250205;	115117;	1738752677.000;	    err32
20250205;	115122;	1738752682.000;	    err32
20250205;	115127;	1738752687.000;	    err32
20250205;	115132;	1738752692.000;	    err32
20250205;	115137;	1738752697.000;	    err32
20250205;	115142;	1738752702.000;	    err32
20250205;	115147;	1738752707.000;	    err32
20250205;	115152;	1738752712.000;	    err32
20250205;	115157;	1738752717.000;	    err32
20250205;	115202;	1738752722.000;	    err32
20250205;	115207;	1738752727.000;	    err32
20250205;	115212;	1738752732.000;	    err32
20250205;	115217;	1738752737.000;	    err32
20250205;	115222;	1738752742.000;	    err32
20250205;	115227;	1738752747.000;	    err32
20250205;	115232;	1738752752.000;	    err32
20250205;	115237;	1738752757.000;	    err32
20250205;	115242;	1738752762.000;	    err32
20250205;	115247;	1738752767.000;	    err32
20250205;	115252;	1738752772.000;	    err32
20250205;	115257;	1738752777.000;	    err32
20250205;	115302;	1738752782.000;	    err32
20250205;	115307;	1738752787.000;	    err32
20250205;	115312;	1738752792.000;	    err32
20250205;	115317;	1738752797.000;	    err32
20250205;	115322;	1738752802.000;	    err32
20250205;	115327;	1738752807.000;	    err32
20250205;	115332;	1738752812.000;	    err32
20250205;	115337;	1738752817.000;	    err32
20250205;	115342;	1738752822.000;	    err32
20250205;	115347;	1738752827.000;	    err32
20250205;	115352;	1738752832.000;	    err32
20250205;	115357;	1738752837.000;	    err32
20250205;	115402;	1738752842.000;	    err32
20250205;	115407;	1738752847.000;	    err32
20250205;	115412;	1738752852.000;	    err32
20250205;	115417;	1738752857.000;	    err32
20250205;	115422;	1738752862.000;	    err32
20250205;	115427;	1738752867.000;	    err32
20250205;	115432;	1738752872.000;	    err32
20250205;	115437;	1738752877.000;	    err32
20250205;	115442;	1738752882.000;	    err32
20250205;	115447;	1738752887.000;	    err32
20250205;	115452;	1738752892.000;	    err32
20250205;	115457;	1738752897.000;	    err32
20250205;	115502;	1738752902.000;	    err32
20250205;	115507;	1738752907.000;	    err32
20250205;	115512;	1738752912.000;	    err32
20250205;	115517;	1738752917.000;	    err32
20250205;	115522;	1738752922.000;	    err32
20250205;	115527;	1738752927.000;	    err32
20250205;	115532;	1738752932.000;	    err32
20250205;	115537;	1738752937.000;	    err32
20250205;	115542;	1738752942.000;	    err32
20250205;	115547;	1738752947.000;	   +0.138
20250205;	115552;	1738752952.000;	   +0.000
20250205;	115557;	1738752957.000;	   +0.000
20250205;	115602;	1738752962.000;	   +0.171
20250205;	115607;	1738752967.000;	   +0.071
20250205;	115612;	1738752972.000;	   +0.650
20250205;	115617;	1738752977.000;	   +0.000
20250205;	115622;	1738752982.000;	   +0.401
20250205;	115627;	1738752987.000;	   +0.000
20250205;	115632;	1738752992.000;	   +0.130
20250205;	115637;	1738752997.000;	   +0.139
20250205;	115642;	1738753002.000;	   +0.152
20250205;	115647;	1738753007.000;	   +0.000
20250205;	115652;	1738753012.000;	   +0.167
20250205;	115657;	1738753017.000;	   +0.167
20250205;	115702;	1738753022.000;	   +0.122
20250205;	115707;	1738753027.000;	   +0.100
20250205;	115712;	1738753032.000;	   +1.876
20250205;	115717;	1738753037.000;	   +0.000
20250205;	115722;	1738753042.000;	   +0.000
20250205;	115727;	1738753047.000;	   +0.000
20250205;	115732;	1738753052.000;	   +0.150
20250205;	115737;	1738753057.000;	   +0.273
20250205;	115742;	1738753062.000;	   +0.000
20250205;	115747;	1738753067.000;	   +0.083
20250205;	115752;	1738753072.000;	   +0.098
20250205;	115757;	1738753077.000;	   +0.111
20250205;	115802;	1738753082.000;	   +0.128
20250205;	115807;	1738753087.000;	   +0.121
