#ies_format_version: 1.0
#file: 20241224_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_photovoltaics;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. PV Power Production
#005;	power_heatpump;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Heat Pump Power Consumption
#006;	power_grid;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Grid Power
#007;	power_electric_vehicle;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. EV Power Consumption
#008;	ev_power_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#009;	power_photovoltaics_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#010;	status_electric_vehicle;	FALSE;	TRUE;	0;	other;	STRING,20. (calculated by demo app)
#011;	energy_exported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
#012;	energy_imported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
YYYYMMDD;	hhmmss;	unixtimestamp;	power_photovoltaics;	power_heatpump;	power_grid;	power_electric_vehicle;	ev_power_aggr;	power_photovoltaics_aggr;	status_electric_vehicle;	energy_exported;	energy_imported
20241224;	114045;	1735036845.000;	   +2.972;	   +0.009;	   -2.897;	   +0.017;	   +0.017;	   +2.946;	idle                ;	   +0.041;	   +0.000
20241224;	114050;	1735036850.000;	   +2.978;	   +0.009;	   -2.901;	   +0.017;	   +0.017;	   +2.959;	idle                ;	   +0.045;	   +0.000
20241224;	114055;	1735036855.000;	   +2.981;	   +0.008;	   -2.903;	   +0.017;	   +0.017;	   +2.972;	idle                ;	   +0.049;	   +0.000
20241224;	114100;	1735036860.000;	   +2.984;	   +0.009;	   -2.898;	   +0.016;	   +0.017;	   +2.978;	idle                ;	   +0.053;	   +0.000
20241224;	114105;	1735036865.000;	   +2.979;	   +0.009;	   -2.905;	   +0.017;	   +0.017;	   +2.981;	idle                ;	   +0.057;	   +0.000
20241224;	114110;	1735036870.000;	   +2.981;	   +0.009;	   -2.909;	   +0.017;	   +0.016;	   +2.984;	idle                ;	   +0.061;	   +0.000
20241224;	114115;	1735036875.000;	   +2.989;	   +0.009;	   -2.911;	   +0.017;	   +0.017;	   +2.979;	idle                ;	   +0.065;	   +0.000
20241224;	114120;	1735036880.000;	   +3.001;	   +0.009;	   -2.921;	   +0.017;	   +0.017;	   +2.981;	idle                ;	   +0.069;	   +0.000
20241224;	114125;	1735036885.000;	   +3.055;	   +0.009;	   -2.952;	   +0.017;	   +0.017;	   +2.989;	idle                ;	   +0.073;	   +0.000
20241224;	114130;	1735036890.000;	   +3.634;	   +0.009;	   -3.332;	   +0.017;	   +0.017;	   +3.001;	idle                ;	   +0.078;	   +0.000
20241224;	114135;	1735036895.000;	   +3.125;	   +0.009;	   -3.087;	   +0.017;	   +0.017;	   +3.055;	idle                ;	   +0.082;	   +0.000
20241224;	114140;	1735036900.000;	   +3.096;	   +0.008;	   -3.024;	   +0.017;	   +0.017;	   +3.634;	idle                ;	   +0.086;	   +0.000
20241224;	114145;	1735036905.000;	   +3.077;	   +0.009;	   -2.994;	   +0.017;	   +0.017;	   +3.125;	idle                ;	   +0.091;	   +0.000
20241224;	114150;	1735036910.000;	   +3.024;	   +0.009;	   -2.956;	   +0.017;	   +0.017;	   +3.096;	idle                ;	   +0.095;	   +0.000
20241224;	114155;	1735036915.000;	   +3.006;	   +0.009;	   -2.927;	   +0.016;	   +0.017;	   +3.077;	idle                ;	   +0.099;	   +0.000
20241224;	114200;	1735036920.000;	   +3.006;	   +0.009;	   -2.931;	   +0.017;	   +0.017;	   +3.024;	idle                ;	   +0.103;	   +0.000
20241224;	114205;	1735036925.000;	   +2.988;	   +0.009;	   -2.918;	   +0.016;	   +0.016;	   +3.006;	idle                ;	   +0.107;	   +0.000
20241224;	114210;	1735036930.000;	   +2.987;	   +0.009;	   -2.913;	   +0.016;	   +0.017;	   +3.006;	idle                ;	   +0.111;	   +0.000
20241224;	114215;	1735036935.000;	   +2.984;	   +0.009;	   -2.908;	   +0.018;	   +0.016;	   +2.988;	idle                ;	   +0.115;	   +0.000
20241224;	114220;	1735036940.000;	   +2.985;	   +0.009;	   -2.905;	   +0.016;	   +0.016;	   +2.987;	idle                ;	   +0.119;	   +0.000
20241224;	114225;	1735036945.000;	   +2.979;	   +0.009;	   -2.900;	   +0.017;	   +0.018;	   +2.984;	idle                ;	   +0.123;	   +0.000
20241224;	114230;	1735036950.000;	   +2.981;	   +0.009;	   -2.905;	   +0.017;	   +0.016;	   +2.985;	idle                ;	   +0.127;	   +0.000
20241224;	114235;	1735036955.000;	   +2.990;	   +0.009;	   -2.912;	   +0.017;	   +0.017;	   +2.979;	idle                ;	   +0.131;	   +0.000
20241224;	114240;	1735036960.000;	   +3.001;	   +0.008;	   -2.921;	   +0.017;	   +0.017;	   +2.981;	idle                ;	   +0.135;	   +0.000
20241224;	114245;	1735036965.000;	   +3.011;	   +0.009;	   -2.934;	   +0.017;	   +0.017;	   +2.990;	idle                ;	   +0.139;	   +0.000
20241224;	114250;	1735036970.000;	   +3.018;	   +0.009;	   -2.944;	   +0.016;	   +0.017;	   +3.001;	idle                ;	   +0.143;	   +0.000
20241224;	114255;	1735036975.000;	   +3.037;	   +0.009;	   -2.951;	   +0.018;	   +0.017;	   +3.011;	idle                ;	   +0.147;	   +0.000
20241224;	114300;	1735036980.000;	   +3.136;	   +0.009;	   -3.030;	   +0.017;	   +0.016;	   +3.018;	idle                ;	   +0.152;	   +0.000
20241224;	114305;	1735036985.000;	   +3.135;	   +0.009;	   -3.134;	   +0.017;	   +0.018;	   +3.037;	idle                ;	   +0.156;	   +0.000
20241224;	114310;	1735036990.000;	   +3.094;	   +0.009;	   -3.017;	   +0.016;	   +0.017;	   +3.136;	idle                ;	   +0.160;	   +0.000
20241224;	114315;	1735036995.000;	   +3.134;	   +0.009;	   -3.046;	   +0.017;	   +0.017;	   +3.135;	idle                ;	   +0.164;	   +0.000
20241224;	114320;	1735037000.000;	   +3.232;	   +0.009;	   -3.118;	   +0.018;	   +0.016;	   +3.094;	idle                ;	   +0.169;	   +0.000
20241224;	114325;	1735037005.000;	   +3.440;	   +0.009;	   -3.359;	   +0.016;	   +0.017;	   +3.134;	idle                ;	   +0.173;	   +0.000
20241224;	114330;	1735037010.000;	   +3.440;	   +0.009;	   -3.376;	   +0.017;	   +0.018;	   +3.232;	idle                ;	   +0.178;	   +0.000
20241224;	114335;	1735037015.000;	   +3.247;	   +0.009;	   -3.211;	   +0.017;	   +0.016;	   +3.440;	idle                ;	   +0.183;	   +0.000
20241224;	114340;	1735037020.000;	   +3.183;	   +0.009;	   -3.112;	   +0.017;	   +0.017;	   +3.440;	idle                ;	   +0.187;	   +0.000
20241224;	114345;	1735037025.000;	   +3.229;	   +0.009;	   -3.140;	   +0.016;	   +0.017;	   +3.247;	idle                ;	   +0.191;	   +0.000
20241224;	114350;	1735037030.000;	   +3.315;	   +0.009;	   -3.225;	   +0.017;	   +0.017;	   +3.183;	idle                ;	   +0.196;	   +0.000
20241224;	114355;	1735037035.000;	   +3.269;	   +0.009;	   -3.213;	   +0.017;	   +0.016;	   +3.229;	idle                ;	   +0.200;	   +0.000
20241224;	114400;	1735037040.000;	   +3.192;	   +0.009;	   -3.138;	   +0.017;	   +0.017;	   +3.315;	idle                ;	   +0.205;	   +0.000
20241224;	114405;	1735037045.000;	   +3.161;	   +0.009;	   -3.087;	   +0.017;	   +0.017;	   +3.269;	idle                ;	   +0.209;	   +0.000
20241224;	114410;	1735037050.000;	   +3.191;	   +0.009;	   -3.110;	   +0.017;	   +0.017;	   +3.192;	idle                ;	   +0.213;	   +0.000
20241224;	114415;	1735037055.000;	   +3.330;	   +0.009;	   -3.220;	   +0.017;	   +0.017;	   +3.161;	idle                ;	   +0.218;	   +0.000
20241224;	114420;	1735037060.000;	   +3.803;	   +0.009;	   -3.635;	   +0.017;	   +0.017;	   +3.191;	idle                ;	   +0.223;	   +0.000
20241224;	114425;	1735037065.000;	   +3.578;	   +0.009;	   -3.536;	   +0.017;	   +0.017;	   +3.330;	idle                ;	   +0.228;	   +0.000
20241224;	114430;	1735037070.000;	   +3.720;	   +0.009;	   -3.584;	   +0.017;	   +0.017;	   +3.803;	idle                ;	   +0.233;	   +0.000
20241224;	114435;	1735037075.000;	   +7.876;	   +0.009;	   -6.504;	   +0.017;	   +0.017;	   +3.578;	idle                ;	   +0.242;	   +0.000
20241224;	114440;	1735037080.000;	   +6.616;	   +0.009;	   -7.612;	   +0.017;	   +0.017;	   +3.720;	idle                ;	   +0.252;	   +0.000
20241224;	114445;	1735037085.000;	   +3.543;	   +0.009;	   -3.675;	   +0.016;	   +0.017;	   +7.876;	idle                ;	   +0.257;	   +0.000
20241224;	114450;	1735037090.000;	   +3.362;	   +0.009;	   -3.291;	   +0.017;	   +0.017;	   +6.616;	idle                ;	   +0.262;	   +0.000
20241224;	114455;	1735037095.000;	   +3.274;	   +0.009;	   -3.206;	   +0.017;	   +0.016;	   +3.543;	idle                ;	   +0.266;	   +0.000
20241224;	114500;	1735037100.000;	   +3.281;	   +0.009;	   -3.182;	   +0.017;	   +0.017;	   +3.362;	idle                ;	   +0.271;	   +0.000
20241224;	114505;	1735037105.000;	   +3.297;	   +0.009;	   -3.218;	   +0.017;	   +0.017;	   +3.274;	idle                ;	   +0.275;	   +0.000
20241224;	114510;	1735037110.000;	   +3.326;	   +0.009;	   -3.244;	   +0.017;	   +0.017;	   +3.281;	idle                ;	   +0.280;	   +0.000
20241224;	114515;	1735037115.000;	   +3.336;	   +0.009;	   -3.261;	   +0.017;	   +0.017;	   +3.297;	idle                ;	   +0.284;	   +0.000
20241224;	114520;	1735037120.000;	   +3.333;	   +0.009;	   -3.252;	   +0.017;	   +0.017;	   +3.326;	idle                ;	   +0.289;	   +0.000
20241224;	114525;	1735037125.000;	   +3.333;	   +0.009;	   -3.253;	   +0.017;	   +0.017;	   +3.336;	idle                ;	   +0.293;	   +0.000
20241224;	114530;	1735037130.000;	   +3.344;	   +0.008;	   -3.262;	   +0.017;	   +0.017;	   +3.333;	idle                ;	   +0.298;	   +0.000
20241224;	114535;	1735037135.000;	   +3.390;	   +0.009;	   -3.290;	   +0.017;	   +0.017;	   +3.333;	idle                ;	   +0.302;	   +0.000
20241224;	114540;	1735037140.000;	   +3.348;	   +0.009;	   -3.276;	   +0.017;	   +0.017;	   +3.344;	idle                ;	   +0.307;	   +0.000
20241224;	114545;	1735037145.000;	   +3.351;	   +0.009;	   -3.276;	   +0.017;	   +0.017;	   +3.390;	idle                ;	   +0.311;	   +0.000
20241224;	114550;	1735037150.000;	   +3.441;	   +0.009;	   -3.338;	   +0.017;	   +0.017;	   +3.348;	idle                ;	   +0.316;	   +0.000
20241224;	114555;	1735037155.000;	   +3.592;	   +0.009;	   -3.502;	   +0.017;	   +0.017;	   +3.351;	idle                ;	   +0.321;	   +0.000
20241224;	114600;	1735037160.000;	   +4.292;	   +0.009;	   -3.780;	   +0.017;	   +0.017;	   +3.441;	idle                ;	   +0.326;	   +0.000
20241224;	114605;	1735037165.000;	   +4.229;	   +0.009;	   -4.558;	   +0.016;	   +0.017;	   +3.592;	idle                ;	   +0.332;	   +0.000
20241224;	114610;	1735037170.000;	   +3.922;	   +0.009;	   -3.954;	   +0.017;	   +0.017;	   +4.292;	idle                ;	   +0.338;	   +0.000
20241224;	114615;	1735037175.000;	   +3.810;	   +0.009;	   -3.746;	   +0.017;	   +0.016;	   +4.229;	idle                ;	   +0.343;	   +0.000
20241224;	114620;	1735037180.000;	   +3.743;	   +0.009;	   -3.689;	   +0.017;	   +0.017;	   +3.922;	idle                ;	   +0.348;	   +0.000
20241224;	114625;	1735037185.000;	   +3.651;	   +0.009;	   -3.602;	   +0.017;	   +0.017;	   +3.810;	idle                ;	   +0.353;	   +0.000
20241224;	114630;	1735037190.000;	   +3.555;	   +0.009;	   -3.484;	   +0.018;	   +0.017;	   +3.743;	idle                ;	   +0.358;	   +0.000
20241224;	114635;	1735037195.000;	   +3.507;	   +0.009;	   -3.424;	   +0.017;	   +0.017;	   +3.651;	idle                ;	   +0.363;	   +0.000
20241224;	114640;	1735037200.000;	   +3.522;	   +0.009;	   -3.446;	   +0.017;	   +0.018;	   +3.555;	idle                ;	   +0.368;	   +0.000
20241224;	114645;	1735037205.000;	   +3.642;	   +0.009;	   -3.509;	   +0.017;	   +0.017;	   +3.507;	idle                ;	   +0.373;	   +0.000
20241224;	114650;	1735037210.000;	   +3.943;	   +0.009;	   -3.684;	   +0.017;	   +0.017;	   +3.522;	idle                ;	   +0.378;	   +0.000
20241224;	114655;	1735037215.000;	   +3.759;	   +0.009;	   -3.746;	   +0.017;	   +0.017;	   +3.642;	idle                ;	   +0.383;	   +0.000
20241224;	114700;	1735037220.000;	   +3.552;	   +0.009;	   -3.509;	   +0.017;	   +0.017;	   +3.943;	idle                ;	   +0.388;	   +0.000
20241224;	114705;	1735037225.000;	   +3.814;	   +0.009;	   -3.603;	   +0.016;	   +0.017;	   +3.759;	idle                ;	   +0.393;	   +0.000
20241224;	114710;	1735037230.000;	   +4.027;	   +0.009;	   -3.813;	   +0.017;	   +0.017;	   +3.552;	idle                ;	   +0.398;	   +0.000
20241224;	114715;	1735037235.000;	   +3.648;	   +0.009;	   -3.653;	   +0.017;	   +0.016;	   +3.814;	idle                ;	   +0.403;	   +0.000
20241224;	114720;	1735037240.000;	   +3.540;	   +0.009;	   -3.470;	   +0.017;	   +0.017;	   +4.027;	idle                ;	   +0.408;	   +0.000
20241224;	114725;	1735037245.000;	   +3.567;	   +0.009;	   -3.470;	   +0.017;	   +0.017;	   +3.648;	idle                ;	   +0.413;	   +0.000
20241224;	114730;	1735037250.000;	   +3.589;	   +0.009;	   -3.520;	   +0.017;	   +0.017;	   +3.540;	idle                ;	   +0.418;	   +0.000
20241224;	114735;	1735037255.000;	   +3.386;	   +0.009;	   -3.349;	   +0.017;	   +0.017;	   +3.567;	idle                ;	   +0.422;	   +0.000
20241224;	114740;	1735037260.000;	   +3.348;	   +0.009;	   -3.273;	   +0.016;	   +0.017;	   +3.589;	idle                ;	   +0.427;	   +0.000
20241224;	114745;	1735037265.000;	   +3.388;	   +0.009;	   -3.287;	   +0.016;	   +0.017;	   +3.386;	idle                ;	   +0.431;	   +0.000
20241224;	114750;	1735037270.000;	   +3.447;	   +0.009;	   -3.349;	   +0.017;	   +0.016;	   +3.348;	idle                ;	   +0.436;	   +0.000
20241224;	114755;	1735037275.000;	   +3.693;	   +0.009;	   -3.523;	   +0.017;	   +0.016;	   +3.388;	idle                ;	   +0.441;	   +0.000
20241224;	114800;	1735037280.000;	   +6.305;	   +0.009;	   -5.915;	   +0.017;	   +0.017;	   +3.447;	idle                ;	   +0.449;	   +0.000
20241224;	114805;	1735037285.000;	   +4.223;	   +0.009;	   -4.274;	   +0.017;	   +0.017;	   +3.693;	idle                ;	   +0.455;	   +0.000
20241224;	114810;	1735037290.000;	   +4.368;	   +0.009;	   -4.383;	   +0.017;	   +0.017;	   +6.305;	idle                ;	   +0.461;	   +0.000
20241224;	114815;	1735037295.000;	   +9.099;	   +0.010;	   -8.651;	   +0.017;	   +0.017;	   +4.223;	idle                ;	   +0.473;	   +0.000
20241224;	114820;	1735037300.000;	   +8.602;	   +0.009;	   -8.592;	   +0.017;	   +0.017;	   +4.368;	idle                ;	   +0.485;	   +0.000
20241224;	114825;	1735037305.000;	   +8.844;	   +0.009;	   -8.768;	   +0.016;	   +0.017;	   +9.099;	idle                ;	   +0.497;	   +0.000
20241224;	114830;	1735037310.000;	   +5.098;	   +0.009;	   -5.105;	   +0.017;	   +0.017;	   +8.602;	idle                ;	   +0.504;	   +0.000
20241224;	114835;	1735037315.000;	   +3.570;	   +0.009;	   -3.491;	   +0.017;	   +0.016;	   +8.844;	idle                ;	   +0.509;	   +0.000
20241224;	114840;	1735037320.000;	   +3.682;	   +0.009;	   -3.513;	   +0.017;	   +0.017;	   +5.098;	idle                ;	   +0.514;	   +0.000
20241224;	114845;	1735037325.000;	   +5.928;	   +0.009;	   -5.230;	   +0.017;	   +0.017;	   +3.570;	idle                ;	   +0.521;	   +0.000
20241224;	114850;	1735037330.000;	   +4.317;	   +0.009;	   -4.418;	   +0.017;	   +0.017;	   +3.682;	idle                ;	   +0.528;	   +0.000
20241224;	114855;	1735037335.000;	   +5.249;	   +0.009;	   -6.838;	   +0.017;	   +0.017;	   +5.928;	idle                ;	   +0.537;	   +0.000
20241224;	114900;	1735037340.000;	   +4.565;	   +0.009;	   -4.213;	   +0.017;	   +0.017;	   +4.317;	idle                ;	   +0.543;	   +0.000
20241224;	114905;	1735037345.000;	   +4.377;	   +0.010;	   -4.136;	   +0.017;	   +0.017;	   +5.249;	idle                ;	   +0.549;	   +0.000
20241224;	114910;	1735037350.000;	   +4.245;	   +0.009;	   -4.309;	   +0.017;	   +0.017;	   +4.565;	idle                ;	   +0.555;	   +0.000
20241224;	114915;	1735037355.000;	   +4.594;	   +0.009;	   -4.206;	   +0.017;	   +0.017;	   +4.377;	idle                ;	   +0.560;	   +0.000
20241224;	114920;	1735037360.000;	   +5.430;	   +0.009;	   -4.720;	   +0.017;	   +0.017;	   +4.245;	idle                ;	   +0.567;	   +0.000
20241224;	114925;	1735037365.000;	   +8.046;	   +0.009;	   -5.924;	   +0.017;	   +0.017;	   +4.594;	idle                ;	   +0.575;	   +0.000
20241224;	114930;	1735037370.000;	   +8.366;	   +0.010;	   -8.219;	   +0.017;	   +0.017;	   +5.430;	idle                ;	   +0.587;	   +0.000
20241224;	114935;	1735037375.000;	   +6.795;	   +0.012;	   -7.355;	   +0.017;	   +0.017;	   +8.046;	idle                ;	   +0.597;	   +0.000
20241224;	114940;	1735037380.000;	   +8.255;	   +0.024;	   -8.105;	   +0.017;	   +0.017;	   +8.366;	idle                ;	   +0.608;	   +0.000
20241224;	114945;	1735037385.000;	   +8.120;	   +0.015;	   -7.846;	   +0.017;	   +0.017;	   +6.795;	idle                ;	   +0.619;	   +0.000
20241224;	114950;	1735037390.000;	   +8.164;	   +0.020;	   -7.991;	   +0.017;	   +0.017;	   +8.255;	idle                ;	   +0.630;	   +0.000
20241224;	114955;	1735037395.000;	   +8.212;	   +0.025;	   -7.970;	   +0.017;	   +0.017;	   +8.120;	idle                ;	   +0.641;	   +0.000
20241224;	115000;	1735037400.000;	   +7.910;	   +0.028;	   -7.927;	   +0.016;	   +0.017;	   +8.164;	idle                ;	   +0.652;	   +0.000
20241224;	115005;	1735037405.000;	   +8.429;	   +0.030;	   -8.214;	   +0.017;	   +0.017;	   +8.212;	idle                ;	   +0.664;	   +0.000
20241224;	115010;	1735037410.000;	   +4.592;	   +0.030;	   -4.514;	   +0.017;	   +0.016;	   +7.910;	idle                ;	   +0.670;	   +0.000
20241224;	115015;	1735037415.000;	   +4.338;	   +0.030;	   -4.119;	   +0.016;	   +0.017;	   +8.429;	idle                ;	   +0.676;	   +0.000
20241224;	115020;	1735037420.000;	   +6.801;	   +0.030;	   -4.959;	   +0.017;	   +0.017;	   +4.592;	idle                ;	   +0.683;	   +0.000
20241224;	115025;	1735037425.000;	   +5.135;	   +0.030;	   -5.046;	   +0.017;	   +0.016;	   +4.338;	idle                ;	   +0.690;	   +0.000
20241224;	115030;	1735037430.000;	   +3.842;	   +0.030;	   -3.660;	   +0.017;	   +0.017;	   +6.801;	idle                ;	   +0.695;	   +0.000
20241224;	115035;	1735037435.000;	   +4.698;	   +0.030;	   -3.940;	   +0.017;	   +0.017;	   +5.135;	idle                ;	   +0.700;	   +0.000
20241224;	115040;	1735037440.000;	   +6.912;	   +0.030;	   -6.492;	   +0.017;	   +0.017;	   +3.842;	idle                ;	   +0.709;	   +0.000
20241224;	115045;	1735037445.000;	   +7.977;	   +0.030;	   -7.815;	   +0.017;	   +0.017;	   +4.698;	idle                ;	   +0.720;	   +0.000
20241224;	115050;	1735037450.000;	   +8.150;	   +0.031;	   -7.957;	   +0.017;	   +0.017;	   +6.912;	idle                ;	   +0.731;	   +0.000
20241224;	115055;	1735037455.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115100;	1735037460.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115105;	1735037465.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115110;	1735037470.000;	     err7;	     err7;	     err7;	     err7;	     err7;	     err7;	               err12;	    err12;	    err12
20241224;	115115;	1735037475.000;	   +8.062;	   +0.031;	     err6;	   +0.017;	    err28;	    err28;	idle                ;	   +0.011;	   +0.000
20241224;	115120;	1735037480.000;	   +7.156;	   +0.031;	   -7.073;	   +0.017;	    err28;	    err28;	idle                ;	   +0.021;	   +0.000
20241224;	115125;	1735037485.000;	   +8.111;	   +0.030;	   -7.870;	   +0.017;	   +0.017;	   +8.062;	idle                ;	   +0.032;	   +0.000
20241224;	115130;	1735037490.000;	   +4.151;	   +0.030;	   -5.190;	   +0.017;	   +0.017;	   +7.156;	idle                ;	   +0.039;	   +0.000
20241224;	115135;	1735037495.000;	   +7.161;	   +0.030;	   -6.444;	   +0.017;	   +0.017;	   +8.111;	idle                ;	   +0.048;	   +0.000
20241224;	115140;	1735037500.000;	   +6.005;	   +0.030;	   -7.521;	   +0.017;	   +0.017;	   +4.151;	idle                ;	   +0.058;	   +0.000
20241224;	115145;	1735037505.000;	   +3.003;	   +0.030;	   -2.617;	   +0.017;	   +0.017;	   +7.161;	idle                ;	   +0.062;	   +0.000
20241224;	115150;	1735037510.000;	   +2.646;	   +0.029;	   -2.432;	   +0.016;	   +0.017;	   +6.005;	idle                ;	   +0.065;	   +0.000
20241224;	115155;	1735037515.000;	   +2.588;	   +0.029;	   -2.402;	   +0.017;	   +0.017;	   +3.003;	idle                ;	   +0.069;	   +0.000
20241224;	115200;	1735037520.000;	   +2.498;	   +0.029;	   -2.283;	   +0.017;	   +0.016;	   +2.646;	idle                ;	   +0.072;	   +0.000
20241224;	115205;	1735037525.000;	   +2.574;	   +0.030;	   -1.670;	   +0.017;	   +0.017;	   +2.588;	idle                ;	   +0.074;	   +0.000
20241224;	115210;	1735037530.000;	   +6.149;	   +0.030;	   -5.177;	   +0.017;	   +0.017;	   +2.498;	idle                ;	   +0.081;	   +0.000
20241224;	115215;	1735037535.000;	   +7.378;	   +0.030;	   -6.448;	   +0.016;	   +0.017;	   +2.574;	idle                ;	   +0.090;	   +0.000
20241224;	115220;	1735037540.000;	   +7.326;	   +0.031;	   -7.036;	   +0.017;	   +0.017;	   +6.149;	idle                ;	   +0.100;	   +0.000
20241224;	115225;	1735037545.000;	   +7.340;	   +0.030;	   -6.636;	   +0.017;	   +0.016;	   +7.378;	idle                ;	   +0.109;	   +0.000
20241224;	115230;	1735037550.000;	   +7.284;	   +0.030;	   -7.081;	   +0.016;	   +0.017;	   +7.326;	idle                ;	   +0.119;	   +0.000
20241224;	115235;	1735037555.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115240;	1735037560.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115245;	1735037565.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115250;	1735037570.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115255;	1735037575.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241224;	115300;	1735037580.000;	     err7;	     err7;	     err7;	     err7;	     err7;	     err7;	               err12;	    err12;	    err12
20241224;	115305;	1735037585.000;	   +7.274;	   +0.031;	     err6;	   +0.017;	    err28;	    err28;	idle                ;	   +0.010;	   +0.000
20241224;	115310;	1735037590.000;	   +7.319;	   +0.031;	   -7.063;	   +0.017;	    err28;	    err28;	idle                ;	   +0.020;	   +0.000
20241224;	115315;	1735037595.000;	   +7.287;	   +0.031;	   -7.074;	   +0.017;	   +0.017;	   +7.274;	idle                ;	   +0.029;	   +0.000
