#ies_format_version: 1.0
#file: 20241223_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20241223;	143217;	1734960737.000;	   +0.000
20241223;	143222;	1734960742.000;	    err32
20241223;	143227;	1734960747.000;	    err32
20241223;	143232;	1734960752.000;	    err32
20241223;	143237;	1734960757.000;	     err7
20241223;	143242;	1734960762.000;	    err20
20241223;	143247;	1734960767.000;	   +1.582
20241223;	143252;	1734960772.000;	   +2.953
20241223;	143257;	1734960777.000;	   +3.820
20241223;	143302;	1734960782.000;	   +1.509
20241223;	143307;	1734960787.000;	   +2.180
20241223;	143312;	1734960792.000;	   +5.431
20241223;	143317;	1734960797.000;	   +2.932
20241223;	143322;	1734960802.000;	   +3.325
20241223;	143327;	1734960807.000;	   +3.109
20241223;	143332;	1734960812.000;	   +2.546
20241223;	143337;	1734960817.000;	   +3.433
20241223;	143342;	1734960822.000;	   +2.683
20241223;	143347;	1734960827.000;	   +2.564
20241223;	143352;	1734960832.000;	   +2.696
20241223;	143357;	1734960837.000;	   +2.274
20241223;	143402;	1734960842.000;	   +2.252
20241223;	143407;	1734960847.000;	   +3.184
20241223;	143412;	1734960852.000;	   +2.940
20241223;	143417;	1734960857.000;	   +0.713
20241223;	143422;	1734960862.000;	   +0.686
20241223;	143427;	1734960867.000;	   +0.720
20241223;	143432;	1734960872.000;	   +0.692
20241223;	143437;	1734960877.000;	   +0.696
20241223;	143442;	1734960882.000;	   +0.696
20241223;	143447;	1734960887.000;	   +0.580
20241223;	143452;	1734960892.000;	   +0.695
20241223;	143457;	1734960897.000;	   +0.679
20241223;	143502;	1734960902.000;	   +0.713
20241223;	143507;	1734960907.000;	   +0.720
20241223;	143512;	1734960912.000;	   +0.687
20241223;	143517;	1734960917.000;	   +0.000
20241223;	143522;	1734960922.000;	   +0.417
20241223;	143527;	1734960927.000;	   +0.710
20241223;	143532;	1734960932.000;	   +2.937
20241223;	143537;	1734960937.000;	   +2.632
20241223;	143542;	1734960942.000;	   +0.000
20241223;	143547;	1734960947.000;	   +0.000
20241223;	143552;	1734960952.000;	   +3.600
20241223;	143557;	1734960957.000;	   +0.867
20241223;	143602;	1734960962.000;	   +0.663
20241223;	143607;	1734960967.000;	   +0.629
20241223;	143612;	1734960972.000;	   +0.739
20241223;	143617;	1734960977.000;	   +0.737
20241223;	143622;	1734960982.000;	   +0.682
20241223;	143627;	1734960987.000;	   +0.677
20241223;	143632;	1734960992.000;	   +0.675
20241223;	143637;	1734960997.000;	   +0.679
20241223;	143642;	1734961002.000;	   +0.668
20241223;	143647;	1734961007.000;	   +0.203
20241223;	143652;	1734961012.000;	   +1.354
20241223;	143657;	1734961017.000;	   +0.550
20241223;	143702;	1734961022.000;	   +0.847
20241223;	143707;	1734961027.000;	   +0.683
20241223;	143712;	1734961032.000;	   +0.660
20241223;	143717;	1734961037.000;	   +0.175
20241223;	143722;	1734961042.000;	   +0.877
20241223;	143727;	1734961047.000;	   +0.742
20241223;	143732;	1734961052.000;	   +0.682
20241223;	143737;	1734961057.000;	   +0.851
20241223;	143742;	1734961062.000;	   +0.000
20241223;	143747;	1734961067.000;	   +0.729
20241223;	143752;	1734961072.000;	   +0.735
20241223;	143757;	1734961077.000;	   +0.501
20241223;	143802;	1734961082.000;	   +0.442
20241223;	143807;	1734961087.000;	   +0.732
20241223;	143812;	1734961092.000;	   +0.710
20241223;	143817;	1734961097.000;	   +0.714
20241223;	143822;	1734961102.000;	   +0.744
20241223;	143827;	1734961107.000;	   +0.745
20241223;	143832;	1734961112.000;	   +0.716
20241223;	143837;	1734961117.000;	   +0.738
20241223;	143842;	1734961122.000;	   +0.742
20241223;	143847;	1734961127.000;	   +0.763
20241223;	143852;	1734961132.000;	   +0.698
20241223;	143857;	1734961137.000;	   +0.713
20241223;	143902;	1734961142.000;	   +0.258
20241223;	143907;	1734961147.000;	   +2.045
20241223;	143912;	1734961152.000;	   +1.217
20241223;	143917;	1734961157.000;	   +0.701
20241223;	143922;	1734961162.000;	   +0.688
20241223;	143927;	1734961167.000;	   +0.675
20241223;	143932;	1734961172.000;	   +0.694
20241223;	143937;	1734961177.000;	   +0.688
20241223;	143942;	1734961182.000;	   +0.000
20241223;	143947;	1734961187.000;	   +0.772
20241223;	143952;	1734961192.000;	   +0.759
20241223;	143957;	1734961197.000;	   +0.655
20241223;	144002;	1734961202.000;	   +0.751
20241223;	144007;	1734961207.000;	   +0.659
20241223;	144012;	1734961212.000;	   +0.681
20241223;	144017;	1734961217.000;	   +0.690
20241223;	144022;	1734961222.000;	   +0.693
20241223;	144027;	1734961227.000;	   +0.694
20241223;	144032;	1734961232.000;	   +0.699
20241223;	144037;	1734961237.000;	   +0.694
20241223;	144042;	1734961242.000;	   +0.667
20241223;	144047;	1734961247.000;	    err32
20241223;	144052;	1734961252.000;	    err32
20241223;	144057;	1734961257.000;	    err32
20241223;	144102;	1734961262.000;	    err32
20241223;	144107;	1734961267.000;	    err32
20241223;	144112;	1734961272.000;	    err32
20241223;	144117;	1734961277.000;	    err32
20241223;	144122;	1734961282.000;	    err32
20241223;	144127;	1734961287.000;	    err32
20241223;	144132;	1734961292.000;	    err32
20241223;	144137;	1734961297.000;	    err32
20241223;	144142;	1734961302.000;	    err32
20241223;	144147;	1734961307.000;	    err32
20241223;	144152;	1734961312.000;	    err32
20241223;	144157;	1734961317.000;	    err32
20241223;	144202;	1734961322.000;	    err32
20241223;	144207;	1734961327.000;	    err32
20241223;	144212;	1734961332.000;	    err32
20241223;	144217;	1734961337.000;	    err32
20241223;	144222;	1734961342.000;	    err32
20241223;	144227;	1734961347.000;	    err32
20241223;	144232;	1734961352.000;	    err32
20241223;	144237;	1734961357.000;	    err32
20241223;	144242;	1734961362.000;	    err32
20241223;	144247;	1734961367.000;	    err32
20241223;	144252;	1734961372.000;	    err32
20241223;	144257;	1734961377.000;	    err32
20241223;	144302;	1734961382.000;	    err32
20241223;	144307;	1734961387.000;	    err32
20241223;	144312;	1734961392.000;	    err32
20241223;	144317;	1734961397.000;	    err32
20241223;	144322;	1734961402.000;	    err32
20241223;	144327;	1734961407.000;	    err32
20241223;	144332;	1734961412.000;	    err32
20241223;	144337;	1734961417.000;	    err32
20241223;	144342;	1734961422.000;	    err32
20241223;	144347;	1734961427.000;	    err32
20241223;	144352;	1734961432.000;	    err32
20241223;	144357;	1734961437.000;	    err32
20241223;	144402;	1734961442.000;	    err32
20241223;	144407;	1734961447.000;	    err32
20241223;	144412;	1734961452.000;	    err32
20241223;	144417;	1734961457.000;	    err32
20241223;	144422;	1734961462.000;	    err32
20241223;	144427;	1734961467.000;	    err32
20241223;	144432;	1734961472.000;	    err32
20241223;	144437;	1734961477.000;	    err32
20241223;	144442;	1734961482.000;	    err32
20241223;	144447;	1734961487.000;	    err32
20241223;	144452;	1734961492.000;	    err32
20241223;	144457;	1734961497.000;	    err32
20241223;	144502;	1734961502.000;	    err32
20241223;	144507;	1734961507.000;	    err32
20241223;	144512;	1734961512.000;	    err32
20241223;	144517;	1734961517.000;	    err32
20241223;	144522;	1734961522.000;	    err32
20241223;	144527;	1734961527.000;	    err32
20241223;	144532;	1734961532.000;	    err32
20241223;	144537;	1734961537.000;	    err32
20241223;	144542;	1734961542.000;	    err32
20241223;	144547;	1734961547.000;	    err32
20241223;	144552;	1734961552.000;	    err32
20241223;	144557;	1734961557.000;	    err32
20241223;	144602;	1734961562.000;	    err32
20241223;	144607;	1734961567.000;	    err32
20241223;	144612;	1734961572.000;	    err32
20241223;	144617;	1734961577.000;	    err32
20241223;	144622;	1734961582.000;	    err32
20241223;	144627;	1734961587.000;	    err32
20241223;	144632;	1734961592.000;	    err32
20241223;	144637;	1734961597.000;	    err32
20241223;	144642;	1734961602.000;	    err32
20241223;	144647;	1734961607.000;	    err32
20241223;	144652;	1734961612.000;	    err32
20241223;	144657;	1734961617.000;	    err32
20241223;	144702;	1734961622.000;	    err32
20241223;	144707;	1734961627.000;	    err32
20241223;	144712;	1734961632.000;	    err32
20241223;	144717;	1734961637.000;	    err32
20241223;	144722;	1734961642.000;	    err32
20241223;	144727;	1734961647.000;	    err32
20241223;	144732;	1734961652.000;	    err32
20241223;	144737;	1734961657.000;	    err32
20241223;	144742;	1734961662.000;	    err32
20241223;	144747;	1734961667.000;	    err32
20241223;	144752;	1734961672.000;	    err32
20241223;	144757;	1734961677.000;	    err32
20241223;	144802;	1734961682.000;	    err32
20241223;	144807;	1734961687.000;	    err32
20241223;	144812;	1734961692.000;	    err32
20241223;	144817;	1734961697.000;	    err32
20241223;	144822;	1734961702.000;	    err32
20241223;	144827;	1734961707.000;	    err32
20241223;	144832;	1734961712.000;	    err32
20241223;	144837;	1734961717.000;	    err32
20241223;	144842;	1734961722.000;	    err32
20241223;	144847;	1734961727.000;	    err32
20241223;	144852;	1734961732.000;	    err32
20241223;	144857;	1734961737.000;	    err32
20241223;	144902;	1734961742.000;	    err32
20241223;	144907;	1734961747.000;	    err32
20241223;	144912;	1734961752.000;	    err32
20241223;	144917;	1734961757.000;	    err32
20241223;	144922;	1734961762.000;	    err32
20241223;	144927;	1734961767.000;	    err32
20241223;	144932;	1734961772.000;	    err32
20241223;	144937;	1734961777.000;	    err32
20241223;	144942;	1734961782.000;	    err32
20241223;	144947;	1734961787.000;	    err32
20241223;	144952;	1734961792.000;	    err32
20241223;	144957;	1734961797.000;	    err32
20241223;	145002;	1734961802.000;	    err32
20241223;	145007;	1734961807.000;	    err32
20241223;	145012;	1734961812.000;	    err32
20241223;	145017;	1734961817.000;	    err32
20241223;	145022;	1734961822.000;	    err32
20241223;	145027;	1734961827.000;	    err32
20241223;	145032;	1734961832.000;	    err32
20241223;	145037;	1734961837.000;	    err32
20241223;	145042;	1734961842.000;	    err32
20241223;	145047;	1734961847.000;	    err32
20241223;	145052;	1734961852.000;	    err32
20241223;	145057;	1734961857.000;	    err32
20241223;	145102;	1734961862.000;	    err32
20241223;	145107;	1734961867.000;	    err32
20241223;	145112;	1734961872.000;	    err32
20241223;	145117;	1734961877.000;	    err32
20241223;	145122;	1734961882.000;	    err32
20241223;	145127;	1734961887.000;	    err32
20241223;	145132;	1734961892.000;	    err32
20241223;	145137;	1734961897.000;	    err32
20241223;	145142;	1734961902.000;	    err32
20241223;	145147;	1734961907.000;	    err32
20241223;	145152;	1734961912.000;	    err32
20241223;	145157;	1734961917.000;	    err32
20241223;	145202;	1734961922.000;	    err32
20241223;	145207;	1734961927.000;	    err32
20241223;	145212;	1734961932.000;	    err32
20241223;	145217;	1734961937.000;	    err32
20241223;	145222;	1734961942.000;	    err32
20241223;	145227;	1734961947.000;	    err32
20241223;	145232;	1734961952.000;	    err32
20241223;	145237;	1734961957.000;	    err32
20241223;	145242;	1734961962.000;	    err32
20241223;	145247;	1734961967.000;	    err32
20241223;	145252;	1734961972.000;	    err32
20241223;	145257;	1734961977.000;	    err32
20241223;	145302;	1734961982.000;	    err32
20241223;	145307;	1734961987.000;	    err32
20241223;	145312;	1734961992.000;	    err32
20241223;	145317;	1734961997.000;	    err32
20241223;	145322;	1734962002.000;	    err32
20241223;	145327;	1734962007.000;	    err32
20241223;	145332;	1734962012.000;	    err32
20241223;	145337;	1734962017.000;	    err32
20241223;	145342;	1734962022.000;	    err32
20241223;	145347;	1734962027.000;	    err32
20241223;	145352;	1734962032.000;	    err32
20241223;	145357;	1734962037.000;	    err32
20241223;	145402;	1734962042.000;	    err32
20241223;	145407;	1734962047.000;	    err32
20241223;	145412;	1734962052.000;	    err32
20241223;	145417;	1734962057.000;	    err32
20241223;	145422;	1734962062.000;	    err32
20241223;	145427;	1734962067.000;	    err32
20241223;	145432;	1734962072.000;	    err32
20241223;	145437;	1734962077.000;	    err32
20241223;	145442;	1734962082.000;	    err32
20241223;	145447;	1734962087.000;	    err32
20241223;	145452;	1734962092.000;	    err32
20241223;	145457;	1734962097.000;	    err32
20241223;	145502;	1734962102.000;	    err32
20241223;	145507;	1734962107.000;	   +0.054
20241223;	145512;	1734962112.000;	   +0.153
20241223;	145517;	1734962117.000;	   +0.187
20241223;	145522;	1734962122.000;	   +0.138
20241223;	145527;	1734962127.000;	   +0.169
20241223;	145532;	1734962132.000;	   +0.156
20241223;	145537;	1734962137.000;	   +0.191
20241223;	145542;	1734962142.000;	   +0.207
20241223;	145547;	1734962147.000;	   +0.208
20241223;	145552;	1734962152.000;	   +0.731
20241223;	145557;	1734962157.000;	   +0.214
20241223;	145602;	1734962162.000;	   +0.635
20241223;	145607;	1734962167.000;	   +0.000
20241223;	145612;	1734962172.000;	   +0.797
20241223;	145617;	1734962177.000;	   +0.604
20241223;	145622;	1734962182.000;	   +1.806
20241223;	145627;	1734962187.000;	   +0.145
20241223;	145632;	1734962192.000;	   +0.159
20241223;	145637;	1734962197.000;	   +0.177
20241223;	145642;	1734962202.000;	   +0.205
20241223;	145647;	1734962207.000;	   +0.049
20241223;	145652;	1734962212.000;	   +0.096
20241223;	145657;	1734962217.000;	   +0.000
20241223;	145702;	1734962222.000;	   +0.167
20241223;	145707;	1734962227.000;	   +0.114
20241223;	145712;	1734962232.000;	   +0.146
20241223;	145717;	1734962237.000;	   +0.141
20241223;	145722;	1734962242.000;	   +0.134
20241223;	145727;	1734962247.000;	   +0.142
20241223;	145732;	1734962252.000;	   +0.151
20241223;	145737;	1734962257.000;	   +0.156
20241223;	145742;	1734962262.000;	   +0.165
20241223;	145747;	1734962267.000;	   +2.593
20241223;	145752;	1734962272.000;	   +2.588
20241223;	145757;	1734962277.000;	   +2.595
20241223;	145802;	1734962282.000;	   +2.515
20241223;	145807;	1734962287.000;	   +2.521
20241223;	145812;	1734962292.000;	   +2.516
20241223;	145817;	1734962297.000;	   +1.240
20241223;	145822;	1734962302.000;	   +0.120
20241223;	145827;	1734962307.000;	   +0.172
20241223;	145832;	1734962312.000;	   +0.000
20241223;	145837;	1734962317.000;	   +0.142
20241223;	145842;	1734962322.000;	   +0.143
20241223;	145847;	1734962327.000;	   +0.195
20241223;	145852;	1734962332.000;	   +0.291
20241223;	145857;	1734962337.000;	   +1.662
20241223;	145902;	1734962342.000;	   +2.261
20241223;	145907;	1734962347.000;	   +0.164
20241223;	145912;	1734962352.000;	   +0.067
20241223;	145917;	1734962357.000;	   +0.426
20241223;	145922;	1734962362.000;	   +0.392
20241223;	145927;	1734962367.000;	   +1.842
20241223;	145932;	1734962372.000;	   +2.535
20241223;	145937;	1734962377.000;	   +0.126
20241223;	145942;	1734962382.000;	   +0.020
20241223;	145947;	1734962387.000;	   +0.091
20241223;	145952;	1734962392.000;	   +0.094
20241223;	145957;	1734962397.000;	   +0.114
20241223;	150002;	1734962402.000;	   +0.132
20241223;	150007;	1734962407.000;	   +0.368
20241223;	150012;	1734962412.000;	   +0.000
20241223;	150017;	1734962417.000;	   +0.062
20241223;	150022;	1734962422.000;	   +0.075
20241223;	150027;	1734962427.000;	   +2.512
20241223;	150032;	1734962432.000;	   +1.599
20241223;	150037;	1734962437.000;	   +0.102
20241223;	150042;	1734962442.000;	   +0.111
20241223;	150047;	1734962447.000;	   +0.110
20241223;	150052;	1734962452.000;	   +0.101
20241223;	150057;	1734962457.000;	   +0.113
20241223;	150102;	1734962462.000;	   +0.119
20241223;	150107;	1734962467.000;	   +0.114
20241223;	150112;	1734962472.000;	   +0.163
20241223;	150117;	1734962477.000;	   +2.580
20241223;	150122;	1734962482.000;	   +2.560
20241223;	150127;	1734962487.000;	   +0.182
20241223;	150132;	1734962492.000;	    err32
20241223;	150137;	1734962497.000;	    err32
20241223;	150142;	1734962502.000;	     err7
20241223;	150147;	1734962507.000;	    err20
20241223;	150152;	1734962512.000;	   +2.588
20241223;	150157;	1734962517.000;	   +0.194
20241223;	150202;	1734962522.000;	   +0.190
20241223;	150207;	1734962527.000;	   +0.198
20241223;	150212;	1734962532.000;	   +0.185
20241223;	150217;	1734962537.000;	   +0.171
20241223;	150222;	1734962542.000;	   +0.170
20241223;	150227;	1734962547.000;	   +0.166
20241223;	150232;	1734962552.000;	   +0.171
20241223;	150237;	1734962557.000;	   +0.305
20241223;	150242;	1734962562.000;	   +1.737
20241223;	150247;	1734962567.000;	   +2.621
20241223;	150252;	1734962572.000;	   +0.798
20241223;	150257;	1734962577.000;	   +0.257
20241223;	150302;	1734962582.000;	   +0.253
20241223;	150307;	1734962587.000;	   +0.833
20241223;	150312;	1734962592.000;	   +2.820
20241223;	150317;	1734962597.000;	   +2.620
20241223;	150322;	1734962602.000;	   +0.227
20241223;	150327;	1734962607.000;	   +0.491
20241223;	150332;	1734962612.000;	   +1.080
20241223;	150337;	1734962617.000;	   +0.232
20241223;	150342;	1734962622.000;	   +0.110
20241223;	150347;	1734962627.000;	   +0.121
20241223;	150352;	1734962632.000;	   +0.128
20241223;	150357;	1734962637.000;	   +0.406
20241223;	150402;	1734962642.000;	   +0.183
20241223;	150407;	1734962647.000;	   +0.195
20241223;	150412;	1734962652.000;	   +2.661
20241223;	150417;	1734962657.000;	   +0.200
20241223;	150422;	1734962662.000;	   +0.183
20241223;	150427;	1734962667.000;	   +0.183
20241223;	150432;	1734962672.000;	   +0.190
20241223;	150437;	1734962677.000;	   +0.204
20241223;	150442;	1734962682.000;	   +0.203
20241223;	150447;	1734962687.000;	   +0.176
20241223;	150452;	1734962692.000;	   +0.180
20241223;	150457;	1734962697.000;	   +0.200
20241223;	150502;	1734962702.000;	   +0.173
20241223;	150507;	1734962707.000;	   +0.211
20241223;	150512;	1734962712.000;	   +0.293
20241223;	150517;	1734962717.000;	   +0.106
20241223;	150522;	1734962722.000;	   +2.523
20241223;	150527;	1734962727.000;	   +0.188
20241223;	150532;	1734962732.000;	   +0.159
20241223;	150537;	1734962737.000;	   +0.147
20241223;	150542;	1734962742.000;	   +0.157
20241223;	150547;	1734962747.000;	   +0.225
20241223;	150552;	1734962752.000;	   +0.227
20241223;	150557;	1734962757.000;	   +0.228
20241223;	150602;	1734962762.000;	   +0.246
20241223;	150607;	1734962767.000;	   +1.731
20241223;	150612;	1734962772.000;	   +2.637
20241223;	150617;	1734962777.000;	   +0.240
20241223;	150622;	1734962782.000;	   +0.239
20241223;	150627;	1734962787.000;	   +0.242
20241223;	150632;	1734962792.000;	   +0.246
20241223;	150637;	1734962797.000;	   +0.248
20241223;	150642;	1734962802.000;	   +0.242
20241223;	150647;	1734962807.000;	   +0.258
20241223;	150652;	1734962812.000;	   +2.667
20241223;	150657;	1734962817.000;	   +0.264
20241223;	150702;	1734962822.000;	   +0.271
20241223;	150707;	1734962827.000;	   +0.267
20241223;	150712;	1734962832.000;	   +0.263
20241223;	150717;	1734962837.000;	   +0.259
20241223;	150722;	1734962842.000;	   +0.250
20241223;	150727;	1734962847.000;	   +0.264
20241223;	150732;	1734962852.000;	   +2.670
20241223;	150737;	1734962857.000;	   +0.694
20241223;	150742;	1734962862.000;	   +0.252
20241223;	150747;	1734962867.000;	   +0.295
20241223;	150752;	1734962872.000;	   +0.331
20241223;	150757;	1734962877.000;	   +0.259
20241223;	150802;	1734962882.000;	   +0.254
20241223;	150807;	1734962887.000;	   +2.628
20241223;	150812;	1734962892.000;	   +0.247
20241223;	150817;	1734962897.000;	   +0.267
20241223;	150822;	1734962902.000;	   +2.900
20241223;	150827;	1734962907.000;	   +0.262
20241223;	150832;	1734962912.000;	   +0.226
20241223;	150837;	1734962917.000;	   +0.969
20241223;	150842;	1734962922.000;	   +2.811
20241223;	150847;	1734962927.000;	   +3.749
20241223;	150852;	1734962932.000;	   +0.247
20241223;	150857;	1734962937.000;	   +0.250
20241223;	150902;	1734962942.000;	   +0.240
20241223;	150907;	1734962947.000;	   +0.251
20241223;	150912;	1734962952.000;	   +0.238
20241223;	150917;	1734962957.000;	   +0.252
20241223;	150922;	1734962962.000;	   +2.717
20241223;	150927;	1734962967.000;	   +2.689
20241223;	150932;	1734962972.000;	   +0.237
20241223;	150937;	1734962977.000;	   +0.240
20241223;	150942;	1734962982.000;	   +0.267
20241223;	150947;	1734962987.000;	   +0.278
20241223;	150952;	1734962992.000;	   +0.256
20241223;	150957;	1734962997.000;	   +0.266
