#ies_format_version: 1.0
#file: 20241211_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_photovoltaics;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. PV Power Production
#005;	power_heatpump;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Heat Pump Power Consumption
#006;	power_grid;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. Grid Power
#007;	power_electric_vehicle;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. EV Power Consumption
#008;	ev_power_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#009;	power_photovoltaics_aggr;	FALSE;	TRUE;	0;	other;	DOUBLE,9. -
#010;	status_electric_vehicle;	FALSE;	TRUE;	0;	other;	STRING,20. (calculated by demo app)
#011;	energy_exported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
#012;	energy_imported;	FALSE;	TRUE;	kWh;	other;	DOUBLE,9. (calculated by demo app)
YYYYMMDD;	hhmmss;	unixtimestamp;	power_photovoltaics;	power_heatpump;	power_grid;	power_electric_vehicle;	ev_power_aggr;	power_photovoltaics_aggr;	status_electric_vehicle;	energy_exported;	energy_imported
20241211;	111410;	1733912050.000;	   +2.276;	   +0.009;	   -2.148;	   +0.017;	   +0.017;	   +2.315;	idle                ;	   +0.032;	   +0.000
20241211;	111415;	1733912055.000;	   +2.265;	   +0.009;	   -2.136;	   +0.017;	   +0.017;	   +2.295;	idle                ;	   +0.035;	   +0.000
20241211;	111420;	1733912060.000;	   +2.301;	   +0.009;	   -2.167;	   +0.017;	   +0.017;	   +2.276;	idle                ;	   +0.038;	   +0.000
20241211;	111425;	1733912065.000;	   +2.613;	   +0.009;	   -2.502;	   +0.016;	   +0.017;	   +2.265;	idle                ;	   +0.041;	   +0.000
20241211;	111430;	1733912070.000;	   +2.298;	   +0.009;	   -2.241;	   +0.017;	   +0.017;	   +2.301;	idle                ;	   +0.044;	   +0.000
20241211;	111435;	1733912075.000;	   +2.226;	   +0.009;	   -2.161;	   +0.017;	   +0.016;	   +2.613;	idle                ;	   +0.047;	   +0.000
20241211;	111440;	1733912080.000;	   +2.171;	   +0.009;	   -2.106;	   +0.017;	   +0.017;	   +2.298;	idle                ;	   +0.050;	   +0.000
20241211;	111445;	1733912085.000;	   +2.138;	   +0.008;	   -2.076;	   +0.017;	   +0.017;	   +2.226;	idle                ;	   +0.053;	   +0.000
20241211;	111450;	1733912090.000;	   +2.112;	   +0.009;	   -2.048;	   +0.017;	   +0.017;	   +2.171;	idle                ;	   +0.056;	   +0.000
20241211;	111455;	1733912095.000;	   +2.090;	   +0.008;	   -2.026;	   +0.017;	   +0.017;	   +2.138;	idle                ;	   +0.059;	   +0.000
20241211;	111500;	1733912100.000;	   +2.073;	   +0.009;	   -2.008;	   +0.018;	   +0.017;	   +2.112;	idle                ;	   +0.061;	   +0.000
20241211;	111505;	1733912105.000;	   +2.054;	   +0.009;	   -1.987;	   +0.017;	   +0.017;	   +2.090;	idle                ;	   +0.064;	   +0.000
20241211;	111510;	1733912110.000;	   +2.050;	   +0.009;	   -1.984;	   +0.016;	   +0.018;	   +2.073;	idle                ;	   +0.067;	   +0.000
20241211;	111515;	1733912115.000;	   +2.048;	   +0.008;	   -1.983;	   +0.017;	   +0.017;	   +2.054;	idle                ;	   +0.070;	   +0.000
20241211;	111520;	1733912120.000;	   +2.049;	   +0.009;	   -1.983;	   +0.017;	   +0.016;	   +2.050;	idle                ;	   +0.072;	   +0.000
20241211;	111525;	1733912125.000;	   +2.055;	   +0.009;	   -1.988;	   +0.017;	   +0.017;	   +2.048;	idle                ;	   +0.075;	   +0.000
20241211;	111530;	1733912130.000;	   +2.063;	   +0.009;	   -1.995;	   +0.017;	   +0.017;	   +2.049;	idle                ;	   +0.078;	   +0.000
20241211;	111535;	1733912135.000;	   +2.072;	   +0.009;	   -2.007;	   +0.017;	   +0.017;	   +2.055;	idle                ;	   +0.081;	   +0.000
20241211;	111540;	1733912140.000;	   +2.084;	   +0.009;	   -2.020;	   +0.017;	   +0.017;	   +2.063;	idle                ;	   +0.084;	   +0.000
20241211;	111545;	1733912145.000;	   +2.104;	   +0.009;	   -2.036;	   +0.017;	   +0.017;	   +2.072;	idle                ;	   +0.086;	   +0.000
20241211;	111550;	1733912150.000;	   +2.118;	   +0.008;	   -2.050;	   +0.016;	   +0.017;	   +2.084;	idle                ;	   +0.089;	   +0.000
20241211;	111555;	1733912155.000;	   +2.131;	   +0.009;	   -2.066;	   +0.017;	   +0.017;	   +2.104;	idle                ;	   +0.092;	   +0.000
20241211;	111600;	1733912160.000;	   +2.143;	   +0.008;	   -2.075;	   +0.017;	   +0.016;	   +2.118;	idle                ;	   +0.095;	   +0.000
20241211;	111605;	1733912165.000;	   +2.156;	   +0.009;	   -2.086;	   +0.016;	   +0.017;	   +2.131;	idle                ;	   +0.098;	   +0.000
20241211;	111610;	1733912170.000;	   +2.172;	   +0.009;	   -2.106;	   +0.017;	   +0.017;	   +2.143;	idle                ;	   +0.101;	   +0.000
20241211;	111615;	1733912175.000;	   +2.185;	   +0.009;	   -2.117;	   +0.017;	   +0.016;	   +2.156;	idle                ;	   +0.104;	   +0.000
20241211;	111620;	1733912180.000;	   +2.194;	   +0.009;	   -2.127;	   +0.017;	   +0.017;	   +2.172;	idle                ;	   +0.107;	   +0.000
20241211;	111625;	1733912185.000;	   +2.199;	   +0.009;	   -2.133;	   +0.017;	   +0.017;	   +2.185;	idle                ;	   +0.110;	   +0.000
20241211;	111630;	1733912190.000;	   +2.198;	   +0.009;	   -2.131;	   +0.017;	   +0.017;	   +2.194;	idle                ;	   +0.113;	   +0.000
20241211;	111635;	1733912195.000;	   +2.196;	   +0.009;	   -2.131;	   +0.016;	   +0.017;	   +2.199;	idle                ;	   +0.116;	   +0.000
20241211;	111640;	1733912200.000;	   +2.198;	   +0.008;	   -2.131;	   +0.017;	   +0.017;	   +2.198;	idle                ;	   +0.118;	   +0.000
20241211;	111645;	1733912205.000;	   +2.198;	   +0.008;	   -2.131;	   +0.017;	   +0.016;	   +2.196;	idle                ;	   +0.121;	   +0.000
20241211;	111650;	1733912210.000;	   +2.199;	   +0.009;	   -2.133;	   +0.017;	   +0.017;	   +2.198;	idle                ;	   +0.124;	   +0.000
20241211;	111655;	1733912215.000;	   +2.199;	   +0.009;	   -2.131;	   +0.016;	   +0.017;	   +2.198;	idle                ;	   +0.127;	   +0.000
20241211;	111700;	1733912220.000;	   +2.200;	   +0.009;	   -2.133;	   +0.017;	   +0.017;	   +2.199;	idle                ;	   +0.130;	   +0.000
20241211;	111705;	1733912225.000;	   +2.209;	   +0.008;	   -2.143;	   +0.016;	   +0.016;	   +2.199;	idle                ;	   +0.133;	   +0.000
20241211;	111710;	1733912230.000;	   +2.213;	   +0.009;	   -2.148;	   +0.017;	   +0.017;	   +2.200;	idle                ;	   +0.136;	   +0.000
20241211;	111715;	1733912235.000;	   +2.219;	   +0.008;	   -2.152;	   +0.017;	   +0.016;	   +2.209;	idle                ;	   +0.139;	   +0.000
20241211;	111720;	1733912240.000;	   +2.224;	   +0.009;	   -2.157;	   +0.017;	   +0.017;	   +2.213;	idle                ;	   +0.142;	   +0.000
20241211;	111725;	1733912245.000;	   +2.228;	   +0.009;	   -2.161;	   +0.017;	   +0.017;	   +2.219;	idle                ;	   +0.145;	   +0.000
20241211;	111730;	1733912250.000;	   +2.241;	   +0.009;	   -2.174;	   +0.017;	   +0.017;	   +2.224;	idle                ;	   +0.148;	   +0.000
20241211;	111735;	1733912255.000;	   +2.260;	   +0.008;	   -2.193;	   +0.017;	   +0.017;	   +2.228;	idle                ;	   +0.151;	   +0.000
20241211;	111740;	1733912260.000;	   +2.288;	   +0.009;	   -2.220;	   +0.017;	   +0.017;	   +2.241;	idle                ;	   +0.154;	   +0.000
20241211;	111745;	1733912265.000;	   +2.322;	   +0.008;	   -2.254;	   +0.017;	   +0.017;	   +2.260;	idle                ;	   +0.158;	   +0.000
20241211;	111750;	1733912270.000;	   +2.346;	   +0.009;	   -2.277;	   +0.016;	   +0.017;	   +2.288;	idle                ;	   +0.161;	   +0.000
20241211;	111755;	1733912275.000;	   +2.383;	   +0.009;	   -2.314;	   +0.017;	   +0.017;	   +2.322;	idle                ;	   +0.164;	   +0.000
20241211;	111800;	1733912280.000;	   +2.434;	   +0.009;	   -2.364;	   +0.017;	   +0.016;	   +2.346;	idle                ;	   +0.167;	   +0.000
20241211;	111805;	1733912285.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111810;	1733912290.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111815;	1733912295.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111820;	1733912300.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111825;	1733912305.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111830;	1733912310.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111835;	1733912315.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111840;	1733912320.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111845;	1733912325.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111850;	1733912330.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111855;	1733912335.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111900;	1733912340.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111905;	1733912345.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111910;	1733912350.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111915;	1733912355.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111920;	1733912360.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111925;	1733912365.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111930;	1733912370.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111935;	1733912375.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111940;	1733912380.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111945;	1733912385.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111950;	1733912390.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	111955;	1733912395.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112000;	1733912400.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112005;	1733912405.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112010;	1733912410.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112015;	1733912415.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112020;	1733912420.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112025;	1733912425.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112030;	1733912430.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112035;	1733912435.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112040;	1733912440.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112045;	1733912445.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112050;	1733912450.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112055;	1733912455.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112100;	1733912460.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112105;	1733912465.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112110;	1733912470.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112115;	1733912475.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112120;	1733912480.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112125;	1733912485.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112130;	1733912490.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112135;	1733912495.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112140;	1733912500.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112145;	1733912505.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112150;	1733912510.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112155;	1733912515.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112200;	1733912520.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112205;	1733912525.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112210;	1733912530.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112215;	1733912535.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112220;	1733912540.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112225;	1733912545.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112230;	1733912550.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112235;	1733912555.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112240;	1733912560.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112245;	1733912565.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112250;	1733912570.000;	     err7;	     err7;	     err7;	     err7;	     err7;	     err7;	               err12;	    err12;	    err12
20241211;	112255;	1733912575.000;	   +3.844;	   +0.027;	     err6;	   +0.016;	    err28;	    err28;	idle                ;	   +0.005;	   +0.000
20241211;	112300;	1733912580.000;	   +3.780;	   +0.029;	   -3.689;	   +0.017;	    err28;	    err28;	idle                ;	   +0.010;	   +0.000
20241211;	112305;	1733912585.000;	   +4.504;	   +0.030;	   -4.272;	   +0.018;	   +0.016;	   +3.844;	idle                ;	   +0.016;	   +0.000
20241211;	112310;	1733912590.000;	   +7.450;	   +0.030;	   -7.455;	   +0.017;	   +0.017;	   +3.780;	idle                ;	   +0.027;	   +0.000
20241211;	112315;	1733912595.000;	   +8.066;	   +0.030;	   -7.976;	   +0.017;	   +0.018;	   +4.504;	idle                ;	   +0.038;	   +0.000
20241211;	112320;	1733912600.000;	   +8.004;	   +0.030;	   -7.918;	   +0.017;	   +0.017;	   +7.450;	idle                ;	   +0.049;	   +0.000
20241211;	112325;	1733912605.000;	   +7.942;	   +0.030;	   -7.849;	   +0.017;	   +0.017;	   +8.066;	idle                ;	   +0.060;	   +0.000
20241211;	112330;	1733912610.000;	   +7.355;	   +0.030;	   -7.386;	   +0.017;	   +0.017;	   +8.004;	idle                ;	   +0.070;	   +0.000
20241211;	112335;	1733912615.000;	   +5.453;	   +0.030;	   -5.417;	   +0.018;	   +0.017;	   +7.942;	idle                ;	   +0.077;	   +0.000
20241211;	112340;	1733912620.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112345;	1733912625.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112350;	1733912630.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112355;	1733912635.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112400;	1733912640.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112405;	1733912645.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112410;	1733912650.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112415;	1733912655.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112420;	1733912660.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112425;	1733912665.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112430;	1733912670.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112435;	1733912675.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112440;	1733912680.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112445;	1733912685.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112450;	1733912690.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112455;	1733912695.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112500;	1733912700.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112505;	1733912705.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112510;	1733912710.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112515;	1733912715.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112520;	1733912720.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112525;	1733912725.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112530;	1733912730.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112535;	1733912735.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112540;	1733912740.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112545;	1733912745.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112550;	1733912750.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112555;	1733912755.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112600;	1733912760.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112605;	1733912765.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112610;	1733912770.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112615;	1733912775.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112620;	1733912780.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112625;	1733912785.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112630;	1733912790.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112635;	1733912795.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112640;	1733912800.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112645;	1733912805.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112650;	1733912810.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112655;	1733912815.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112700;	1733912820.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112705;	1733912825.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112710;	1733912830.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112715;	1733912835.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112720;	1733912840.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112725;	1733912845.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112730;	1733912850.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112735;	1733912855.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112740;	1733912860.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112745;	1733912865.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112750;	1733912870.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112755;	1733912875.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112800;	1733912880.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112805;	1733912885.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112810;	1733912890.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112815;	1733912895.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112820;	1733912900.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112825;	1733912905.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112830;	1733912910.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112835;	1733912915.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
20241211;	112840;	1733912920.000;	    err32;	    err32;	    err32;	    err32;	    err32;	    err32;	               err32;	    err32;	    err32
