#ies_format_version: 1.0
#file: 20241217_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20241217;	142512;	1734441912.000;	    err32
20241217;	142517;	1734441917.000;	    err32
20241217;	142522;	1734441922.000;	    err32
20241217;	142527;	1734441927.000;	    err32
20241217;	142532;	1734441932.000;	    err32
20241217;	142537;	1734441937.000;	    err32
20241217;	142542;	1734441942.000;	    err32
20241217;	142547;	1734441947.000;	    err32
20241217;	142552;	1734441952.000;	    err32
20241217;	142557;	1734441957.000;	    err32
20241217;	142602;	1734441962.000;	    err32
20241217;	142607;	1734441967.000;	    err32
20241217;	142612;	1734441972.000;	    err32
20241217;	142617;	1734441977.000;	    err32
20241217;	142622;	1734441982.000;	    err32
20241217;	142627;	1734441987.000;	    err32
20241217;	142632;	1734441992.000;	    err32
20241217;	142637;	1734441997.000;	    err32
20241217;	142642;	1734442002.000;	    err32
20241217;	142647;	1734442007.000;	    err32
20241217;	142652;	1734442012.000;	    err32
20241217;	142657;	1734442017.000;	    err32
20241217;	142702;	1734442022.000;	    err32
20241217;	142707;	1734442027.000;	    err32
20241217;	142712;	1734442032.000;	    err32
20241217;	142717;	1734442037.000;	    err32
20241217;	142722;	1734442042.000;	    err32
20241217;	142727;	1734442047.000;	    err32
20241217;	142732;	1734442052.000;	    err32
20241217;	142737;	1734442057.000;	    err32
20241217;	142742;	1734442062.000;	    err32
20241217;	142747;	1734442067.000;	    err32
20241217;	142752;	1734442072.000;	    err32
20241217;	142757;	1734442077.000;	    err32
20241217;	142802;	1734442082.000;	    err32
20241217;	142807;	1734442087.000;	    err32
20241217;	142812;	1734442092.000;	    err32
20241217;	142817;	1734442097.000;	    err32
20241217;	142822;	1734442102.000;	    err32
20241217;	142827;	1734442107.000;	    err32
20241217;	142832;	1734442112.000;	    err32
20241217;	142837;	1734442117.000;	    err32
20241217;	142842;	1734442122.000;	    err32
20241217;	142847;	1734442127.000;	    err32
20241217;	142852;	1734442132.000;	    err32
20241217;	142857;	1734442137.000;	    err32
20241217;	142902;	1734442142.000;	    err32
20241217;	142907;	1734442147.000;	    err32
20241217;	142912;	1734442152.000;	    err32
20241217;	142917;	1734442157.000;	    err32
20241217;	142922;	1734442162.000;	    err32
20241217;	142927;	1734442167.000;	    err32
20241217;	142932;	1734442172.000;	    err32
20241217;	142937;	1734442177.000;	    err32
20241217;	142942;	1734442182.000;	    err32
20241217;	142947;	1734442187.000;	    err32
20241217;	142952;	1734442192.000;	    err32
20241217;	142957;	1734442197.000;	    err32
20241217;	143002;	1734442202.000;	    err32
20241217;	143007;	1734442207.000;	    err32
20241217;	143012;	1734442212.000;	    err32
20241217;	143017;	1734442217.000;	    err32
20241217;	143022;	1734442222.000;	    err32
20241217;	143027;	1734442227.000;	    err32
20241217;	143032;	1734442232.000;	    err32
20241217;	143037;	1734442237.000;	    err32
20241217;	143042;	1734442242.000;	    err32
20241217;	143047;	1734442247.000;	    err32
20241217;	143052;	1734442252.000;	    err32
20241217;	143057;	1734442257.000;	    err32
20241217;	143102;	1734442262.000;	    err32
20241217;	143107;	1734442267.000;	    err32
20241217;	143112;	1734442272.000;	    err32
20241217;	143117;	1734442277.000;	    err32
20241217;	143122;	1734442282.000;	    err32
20241217;	143127;	1734442287.000;	    err32
20241217;	143132;	1734442292.000;	    err32
20241217;	143137;	1734442297.000;	    err32
20241217;	143142;	1734442302.000;	    err32
20241217;	143147;	1734442307.000;	    err32
20241217;	143152;	1734442312.000;	    err32
20241217;	143157;	1734442317.000;	    err32
20241217;	143202;	1734442322.000;	    err32
20241217;	143207;	1734442327.000;	    err32
20241217;	143212;	1734442332.000;	    err32
20241217;	143217;	1734442337.000;	    err32
20241217;	143222;	1734442342.000;	    err32
20241217;	143227;	1734442347.000;	    err32
20241217;	143232;	1734442352.000;	    err32
20241217;	143237;	1734442357.000;	    err32
20241217;	143242;	1734442362.000;	    err32
20241217;	143247;	1734442367.000;	    err32
20241217;	143252;	1734442372.000;	    err32
20241217;	143257;	1734442377.000;	    err32
20241217;	143302;	1734442382.000;	    err32
20241217;	143307;	1734442387.000;	    err32
20241217;	143312;	1734442392.000;	    err32
20241217;	143317;	1734442397.000;	    err32
20241217;	143322;	1734442402.000;	    err32
20241217;	143327;	1734442407.000;	    err32
20241217;	143332;	1734442412.000;	    err32
20241217;	143337;	1734442417.000;	    err32
20241217;	143342;	1734442422.000;	    err32
20241217;	143347;	1734442427.000;	    err32
20241217;	143352;	1734442432.000;	    err32
20241217;	143357;	1734442437.000;	    err32
20241217;	143402;	1734442442.000;	    err32
20241217;	143407;	1734442447.000;	    err32
20241217;	143412;	1734442452.000;	    err32
20241217;	143417;	1734442457.000;	    err32
20241217;	143422;	1734442462.000;	    err32
20241217;	143427;	1734442467.000;	    err32
20241217;	143432;	1734442472.000;	    err32
20241217;	143437;	1734442477.000;	    err32
20241217;	143442;	1734442482.000;	    err32
20241217;	143447;	1734442487.000;	    err32
20241217;	143452;	1734442492.000;	    err32
20241217;	143457;	1734442497.000;	    err32
20241217;	143502;	1734442502.000;	    err32
20241217;	143507;	1734442507.000;	    err32
20241217;	143512;	1734442512.000;	    err32
20241217;	143517;	1734442517.000;	    err32
20241217;	143522;	1734442522.000;	    err32
20241217;	143527;	1734442527.000;	    err32
20241217;	143532;	1734442532.000;	    err32
20241217;	143537;	1734442537.000;	    err32
20241217;	143542;	1734442542.000;	    err32
20241217;	143547;	1734442547.000;	    err32
20241217;	143552;	1734442552.000;	    err32
20241217;	143557;	1734442557.000;	    err32
20241217;	143602;	1734442562.000;	    err32
20241217;	143607;	1734442567.000;	    err32
20241217;	143612;	1734442572.000;	    err32
20241217;	143617;	1734442577.000;	    err32
20241217;	143622;	1734442582.000;	    err32
20241217;	143627;	1734442587.000;	    err32
20241217;	143632;	1734442592.000;	    err32
20241217;	143637;	1734442597.000;	    err32
20241217;	143642;	1734442602.000;	    err32
20241217;	143647;	1734442607.000;	    err32
20241217;	143652;	1734442612.000;	    err32
20241217;	143657;	1734442617.000;	    err32
20241217;	143702;	1734442622.000;	    err32
20241217;	143707;	1734442627.000;	    err32
20241217;	143712;	1734442632.000;	    err32
20241217;	143717;	1734442637.000;	    err32
20241217;	143722;	1734442642.000;	    err32
20241217;	143727;	1734442647.000;	    err32
20241217;	143732;	1734442652.000;	    err32
20241217;	143737;	1734442657.000;	    err32
20241217;	143742;	1734442662.000;	    err32
20241217;	143747;	1734442667.000;	    err32
20241217;	143752;	1734442672.000;	    err32
20241217;	143757;	1734442677.000;	    err32
20241217;	143802;	1734442682.000;	    err32
20241217;	143807;	1734442687.000;	    err32
20241217;	143812;	1734442692.000;	    err32
20241217;	143817;	1734442697.000;	    err32
20241217;	143822;	1734442702.000;	    err32
20241217;	143827;	1734442707.000;	    err32
20241217;	143832;	1734442712.000;	    err32
20241217;	143837;	1734442717.000;	    err32
20241217;	143842;	1734442722.000;	    err32
20241217;	143847;	1734442727.000;	    err32
20241217;	143852;	1734442732.000;	    err32
20241217;	143857;	1734442737.000;	    err32
20241217;	143902;	1734442742.000;	    err32
20241217;	143907;	1734442747.000;	    err32
20241217;	143912;	1734442752.000;	    err32
20241217;	143917;	1734442757.000;	    err32
20241217;	143922;	1734442762.000;	    err32
20241217;	143927;	1734442767.000;	    err32
20241217;	143932;	1734442772.000;	    err32
20241217;	143937;	1734442777.000;	    err32
20241217;	143942;	1734442782.000;	    err32
20241217;	143947;	1734442787.000;	    err32
20241217;	143952;	1734442792.000;	    err32
20241217;	143957;	1734442797.000;	    err32
20241217;	144002;	1734442802.000;	    err32
20241217;	144007;	1734442807.000;	    err32
20241217;	144012;	1734442812.000;	    err32
20241217;	144017;	1734442817.000;	    err32
20241217;	144022;	1734442822.000;	    err32
20241217;	144027;	1734442827.000;	    err32
20241217;	144032;	1734442832.000;	    err32
20241217;	144037;	1734442837.000;	    err32
20241217;	144042;	1734442842.000;	    err32
20241217;	144047;	1734442847.000;	    err32
20241217;	144052;	1734442852.000;	    err32
20241217;	144057;	1734442857.000;	    err32
20241217;	144102;	1734442862.000;	    err32
20241217;	144107;	1734442867.000;	    err32
20241217;	144112;	1734442872.000;	    err32
20241217;	144117;	1734442877.000;	    err32
20241217;	144122;	1734442882.000;	    err32
20241217;	144127;	1734442887.000;	    err32
20241217;	144132;	1734442892.000;	    err32
20241217;	144137;	1734442897.000;	    err32
20241217;	144142;	1734442902.000;	    err32
20241217;	144147;	1734442907.000;	    err32
20241217;	144152;	1734442912.000;	    err32
20241217;	144157;	1734442917.000;	    err32
20241217;	144202;	1734442922.000;	    err32
20241217;	144207;	1734442927.000;	    err32
20241217;	144212;	1734442932.000;	    err32
20241217;	144217;	1734442937.000;	    err32
20241217;	144222;	1734442942.000;	    err32
20241217;	144227;	1734442947.000;	    err32
20241217;	144232;	1734442952.000;	    err32
20241217;	144237;	1734442957.000;	    err32
20241217;	144242;	1734442962.000;	    err32
20241217;	144247;	1734442967.000;	    err32
20241217;	144252;	1734442972.000;	    err32
20241217;	144257;	1734442977.000;	    err32
20241217;	144302;	1734442982.000;	    err32
20241217;	144307;	1734442987.000;	    err32
20241217;	144312;	1734442992.000;	    err32
20241217;	144317;	1734442997.000;	    err32
20241217;	144322;	1734443002.000;	    err32
20241217;	144327;	1734443007.000;	    err32
20241217;	144332;	1734443012.000;	    err32
20241217;	144337;	1734443017.000;	    err32
20241217;	144342;	1734443022.000;	    err32
20241217;	144347;	1734443027.000;	    err32
20241217;	144352;	1734443032.000;	    err32
20241217;	144357;	1734443037.000;	    err32
20241217;	144402;	1734443042.000;	    err32
20241217;	144407;	1734443047.000;	    err32
20241217;	144412;	1734443052.000;	    err32
20241217;	144417;	1734443057.000;	    err32
20241217;	144422;	1734443062.000;	    err32
20241217;	144427;	1734443067.000;	    err32
20241217;	144432;	1734443072.000;	    err32
20241217;	144437;	1734443077.000;	    err32
20241217;	144442;	1734443082.000;	    err32
20241217;	144447;	1734443087.000;	    err32
20241217;	144452;	1734443092.000;	    err32
20241217;	144457;	1734443097.000;	    err32
20241217;	144502;	1734443102.000;	    err32
20241217;	144507;	1734443107.000;	    err32
20241217;	144512;	1734443112.000;	    err32
20241217;	144517;	1734443117.000;	    err32
20241217;	144522;	1734443122.000;	    err32
20241217;	144527;	1734443127.000;	    err32
20241217;	144532;	1734443132.000;	    err32
20241217;	144537;	1734443137.000;	    err32
20241217;	144542;	1734443142.000;	    err32
20241217;	144547;	1734443147.000;	    err32
20241217;	144552;	1734443152.000;	    err32
20241217;	144557;	1734443157.000;	    err32
20241217;	144602;	1734443162.000;	    err32
20241217;	144607;	1734443167.000;	    err32
20241217;	144612;	1734443172.000;	    err32
20241217;	144617;	1734443177.000;	    err32
20241217;	144622;	1734443182.000;	    err32
20241217;	144627;	1734443187.000;	    err32
20241217;	144632;	1734443192.000;	    err32
20241217;	144637;	1734443197.000;	    err32
20241217;	144642;	1734443202.000;	    err32
20241217;	144647;	1734443207.000;	    err32
20241217;	144652;	1734443212.000;	    err32
20241217;	144657;	1734443217.000;	    err32
20241217;	144702;	1734443222.000;	    err32
20241217;	144707;	1734443227.000;	    err32
20241217;	144712;	1734443232.000;	    err32
20241217;	144717;	1734443237.000;	    err32
20241217;	144722;	1734443242.000;	    err32
20241217;	144727;	1734443247.000;	    err32
20241217;	144732;	1734443252.000;	    err32
20241217;	144737;	1734443257.000;	    err32
20241217;	144742;	1734443262.000;	    err32
20241217;	144747;	1734443267.000;	    err32
20241217;	144752;	1734443272.000;	    err32
20241217;	144757;	1734443277.000;	    err32
20241217;	144802;	1734443282.000;	    err32
20241217;	144807;	1734443287.000;	    err32
20241217;	144812;	1734443292.000;	    err32
20241217;	144817;	1734443297.000;	    err32
20241217;	144822;	1734443302.000;	    err32
20241217;	144827;	1734443307.000;	    err32
20241217;	144832;	1734443312.000;	    err32
20241217;	144837;	1734443317.000;	    err32
20241217;	144842;	1734443322.000;	    err32
20241217;	144847;	1734443327.000;	    err32
20241217;	144852;	1734443332.000;	    err32
20241217;	144857;	1734443337.000;	    err32
20241217;	144902;	1734443342.000;	    err32
20241217;	144907;	1734443347.000;	    err32
20241217;	144912;	1734443352.000;	    err32
20241217;	144917;	1734443357.000;	    err32
20241217;	144922;	1734443362.000;	    err32
20241217;	144927;	1734443367.000;	    err32
20241217;	144932;	1734443372.000;	    err32
20241217;	144937;	1734443377.000;	    err32
20241217;	144942;	1734443382.000;	    err32
20241217;	144947;	1734443387.000;	    err32
20241217;	144952;	1734443392.000;	    err32
20241217;	144957;	1734443397.000;	    err32
20241217;	145002;	1734443402.000;	    err32
20241217;	145007;	1734443407.000;	    err32
20241217;	145012;	1734443412.000;	    err32
20241217;	145017;	1734443417.000;	    err32
20241217;	145022;	1734443422.000;	    err32
20241217;	145027;	1734443427.000;	    err32
20241217;	145032;	1734443432.000;	    err32
20241217;	145037;	1734443437.000;	    err32
20241217;	145042;	1734443442.000;	    err32
20241217;	145047;	1734443447.000;	    err32
20241217;	145052;	1734443452.000;	    err32
20241217;	145057;	1734443457.000;	    err32
20241217;	145102;	1734443462.000;	    err32
20241217;	145107;	1734443467.000;	    err32
20241217;	145112;	1734443472.000;	    err32
20241217;	145117;	1734443477.000;	    err32
20241217;	145122;	1734443482.000;	    err32
20241217;	145127;	1734443487.000;	    err32
20241217;	145132;	1734443492.000;	    err32
20241217;	145137;	1734443497.000;	    err32
20241217;	145142;	1734443502.000;	    err32
20241217;	145147;	1734443507.000;	    err32
20241217;	145152;	1734443512.000;	    err32
20241217;	145157;	1734443517.000;	    err32
20241217;	145202;	1734443522.000;	    err32
20241217;	145207;	1734443527.000;	    err32
20241217;	145212;	1734443532.000;	    err32
20241217;	145217;	1734443537.000;	    err32
20241217;	145222;	1734443542.000;	    err32
20241217;	145227;	1734443547.000;	    err32
20241217;	145232;	1734443552.000;	    err32
20241217;	145237;	1734443557.000;	    err32
20241217;	145242;	1734443562.000;	    err32
20241217;	145247;	1734443567.000;	    err32
20241217;	145252;	1734443572.000;	    err32
20241217;	145257;	1734443577.000;	    err32
20241217;	145302;	1734443582.000;	    err32
20241217;	145307;	1734443587.000;	    err32
20241217;	145312;	1734443592.000;	    err32
20241217;	145317;	1734443597.000;	    err32
20241217;	145322;	1734443602.000;	    err32
20241217;	145327;	1734443607.000;	    err32
20241217;	145332;	1734443612.000;	    err32
20241217;	145337;	1734443617.000;	    err32
20241217;	145342;	1734443622.000;	    err32
20241217;	145347;	1734443627.000;	    err32
20241217;	145352;	1734443632.000;	    err32
20241217;	145357;	1734443637.000;	    err32
20241217;	145402;	1734443642.000;	    err32
20241217;	145407;	1734443647.000;	    err32
20241217;	145412;	1734443652.000;	    err32
20241217;	145417;	1734443657.000;	    err32
20241217;	145422;	1734443662.000;	    err32
20241217;	145427;	1734443667.000;	    err32
20241217;	145432;	1734443672.000;	    err32
20241217;	145437;	1734443677.000;	    err32
20241217;	145442;	1734443682.000;	    err32
20241217;	145447;	1734443687.000;	    err32
20241217;	145452;	1734443692.000;	    err32
20241217;	145457;	1734443697.000;	    err32
20241217;	145502;	1734443702.000;	    err32
20241217;	145507;	1734443707.000;	    err32
20241217;	145512;	1734443712.000;	    err32
20241217;	145517;	1734443717.000;	    err32
20241217;	145522;	1734443722.000;	    err32
20241217;	145527;	1734443727.000;	    err32
20241217;	145532;	1734443732.000;	    err32
20241217;	145537;	1734443737.000;	    err32
20241217;	145542;	1734443742.000;	    err32
20241217;	145547;	1734443747.000;	    err32
20241217;	145552;	1734443752.000;	    err32
20241217;	145557;	1734443757.000;	    err32
20241217;	145602;	1734443762.000;	    err32
20241217;	145607;	1734443767.000;	    err32
20241217;	145612;	1734443772.000;	    err32
20241217;	145617;	1734443777.000;	    err32
20241217;	145622;	1734443782.000;	    err32
20241217;	145627;	1734443787.000;	    err32
20241217;	145632;	1734443792.000;	    err32
20241217;	145637;	1734443797.000;	    err32
20241217;	145642;	1734443802.000;	    err32
20241217;	145647;	1734443807.000;	    err32
20241217;	145652;	1734443812.000;	    err32
20241217;	145657;	1734443817.000;	    err32
20241217;	145702;	1734443822.000;	    err32
20241217;	145707;	1734443827.000;	    err32
20241217;	145712;	1734443832.000;	    err32
20241217;	145717;	1734443837.000;	    err32
20241217;	145722;	1734443842.000;	    err32
20241217;	145727;	1734443847.000;	    err32
20241217;	145732;	1734443852.000;	    err32
20241217;	145737;	1734443857.000;	    err32
20241217;	145742;	1734443862.000;	    err32
20241217;	145747;	1734443867.000;	    err32
20241217;	145752;	1734443872.000;	    err32
20241217;	145757;	1734443877.000;	    err32
20241217;	145802;	1734443882.000;	    err32
20241217;	145807;	1734443887.000;	    err32
20241217;	145812;	1734443892.000;	    err32
20241217;	145817;	1734443897.000;	    err32
20241217;	145822;	1734443902.000;	    err32
20241217;	145827;	1734443907.000;	    err32
20241217;	145832;	1734443912.000;	    err32
20241217;	145837;	1734443917.000;	    err32
20241217;	145842;	1734443922.000;	    err32
20241217;	145847;	1734443927.000;	    err32
20241217;	145852;	1734443932.000;	    err32
20241217;	145857;	1734443937.000;	    err32
20241217;	145902;	1734443942.000;	    err32
20241217;	145907;	1734443947.000;	    err32
20241217;	145912;	1734443952.000;	    err32
20241217;	145917;	1734443957.000;	    err32
20241217;	145922;	1734443962.000;	    err32
20241217;	145927;	1734443967.000;	    err32
20241217;	145932;	1734443972.000;	    err32
20241217;	145937;	1734443977.000;	    err32
20241217;	145942;	1734443982.000;	    err32
20241217;	145947;	1734443987.000;	    err32
20241217;	145952;	1734443992.000;	    err32
20241217;	145957;	1734443997.000;	    err32
20241217;	150002;	1734444002.000;	    err32
20241217;	150007;	1734444007.000;	    err32
20241217;	150012;	1734444012.000;	    err32
20241217;	150017;	1734444017.000;	    err32
20241217;	150022;	1734444022.000;	    err32
20241217;	150027;	1734444027.000;	    err32
20241217;	150032;	1734444032.000;	    err32
20241217;	150037;	1734444037.000;	    err32
20241217;	150042;	1734444042.000;	    err32
20241217;	150047;	1734444047.000;	    err32
20241217;	150052;	1734444052.000;	    err32
20241217;	150057;	1734444057.000;	    err32
20241217;	150102;	1734444062.000;	    err32
20241217;	150107;	1734444067.000;	    err32
20241217;	150112;	1734444072.000;	    err32
20241217;	150117;	1734444077.000;	    err32
20241217;	150122;	1734444082.000;	    err32
20241217;	150127;	1734444087.000;	    err32
20241217;	150132;	1734444092.000;	    err32
20241217;	150137;	1734444097.000;	    err32
20241217;	150142;	1734444102.000;	    err32
20241217;	150147;	1734444107.000;	    err32
20241217;	150152;	1734444112.000;	    err32
20241217;	150157;	1734444117.000;	    err32
20241217;	150202;	1734444122.000;	    err32
20241217;	150207;	1734444127.000;	    err32
20241217;	150212;	1734444132.000;	    err32
20241217;	150217;	1734444137.000;	    err32
20241217;	150222;	1734444142.000;	    err32
20241217;	150227;	1734444147.000;	    err32
20241217;	150232;	1734444152.000;	    err32
20241217;	150237;	1734444157.000;	    err32
20241217;	150242;	1734444162.000;	    err32
20241217;	150247;	1734444167.000;	    err32
20241217;	150252;	1734444172.000;	    err32
20241217;	150257;	1734444177.000;	    err32
20241217;	150302;	1734444182.000;	    err32
20241217;	150307;	1734444187.000;	    err32
20241217;	150312;	1734444192.000;	    err32
20241217;	150317;	1734444197.000;	    err32
20241217;	150322;	1734444202.000;	    err32
20241217;	150327;	1734444207.000;	    err32
20241217;	150332;	1734444212.000;	    err32
20241217;	150337;	1734444217.000;	    err32
20241217;	150342;	1734444222.000;	    err32
20241217;	150347;	1734444227.000;	    err32
20241217;	150352;	1734444232.000;	    err32
20241217;	150357;	1734444237.000;	    err32
20241217;	150402;	1734444242.000;	    err32
20241217;	150407;	1734444247.000;	    err32
20241217;	150412;	1734444252.000;	    err32
20241217;	150417;	1734444257.000;	    err32
20241217;	150422;	1734444262.000;	    err32
20241217;	150427;	1734444267.000;	    err32
20241217;	150432;	1734444272.000;	    err32
20241217;	150437;	1734444277.000;	    err32
20241217;	150442;	1734444282.000;	    err32
20241217;	150447;	1734444287.000;	    err32
20241217;	150452;	1734444292.000;	    err32
20241217;	150457;	1734444297.000;	    err32
20241217;	150502;	1734444302.000;	    err32
20241217;	150507;	1734444307.000;	    err32
20241217;	150512;	1734444312.000;	    err32
20241217;	150517;	1734444317.000;	    err32
20241217;	150522;	1734444322.000;	    err32
20241217;	150527;	1734444327.000;	    err32
20241217;	150532;	1734444332.000;	    err32
20241217;	150537;	1734444337.000;	    err32
20241217;	150542;	1734444342.000;	    err32
20241217;	150547;	1734444347.000;	    err32
20241217;	150552;	1734444352.000;	    err32
20241217;	150557;	1734444357.000;	    err32
20241217;	150602;	1734444362.000;	    err32
20241217;	150607;	1734444367.000;	    err32
20241217;	150612;	1734444372.000;	    err32
20241217;	150617;	1734444377.000;	    err32
20241217;	150622;	1734444382.000;	    err32
20241217;	150627;	1734444387.000;	    err32
20241217;	150632;	1734444392.000;	    err32
20241217;	150637;	1734444397.000;	    err32
20241217;	150642;	1734444402.000;	    err32
20241217;	150647;	1734444407.000;	    err32
20241217;	150652;	1734444412.000;	    err32
20241217;	150657;	1734444417.000;	    err32
20241217;	150702;	1734444422.000;	    err32
20241217;	150707;	1734444427.000;	    err32
20241217;	150712;	1734444432.000;	    err32
20241217;	150717;	1734444437.000;	    err32
20241217;	150722;	1734444442.000;	    err32
20241217;	150727;	1734444447.000;	    err32
20241217;	150732;	1734444452.000;	    err32
20241217;	150737;	1734444457.000;	    err32
20241217;	150742;	1734444462.000;	    err32
20241217;	150747;	1734444467.000;	    err32
20241217;	150752;	1734444472.000;	    err32
20241217;	150757;	1734444477.000;	    err32
20241217;	150802;	1734444482.000;	    err32
20241217;	150807;	1734444487.000;	    err32
20241217;	150812;	1734444492.000;	    err32
20241217;	150817;	1734444497.000;	    err32
20241217;	150822;	1734444502.000;	    err32
20241217;	150827;	1734444507.000;	    err32
20241217;	150832;	1734444512.000;	    err32
20241217;	150837;	1734444517.000;	    err32
20241217;	150842;	1734444522.000;	    err32
20241217;	150847;	1734444527.000;	    err32
20241217;	150852;	1734444532.000;	    err32
20241217;	150857;	1734444537.000;	    err32
20241217;	150902;	1734444542.000;	    err32
20241217;	150907;	1734444547.000;	    err32
20241217;	150912;	1734444552.000;	    err32
20241217;	150917;	1734444557.000;	    err32
20241217;	150922;	1734444562.000;	    err32
20241217;	150927;	1734444567.000;	    err32
20241217;	150932;	1734444572.000;	    err32
20241217;	150937;	1734444577.000;	    err32
20241217;	150942;	1734444582.000;	    err32
20241217;	150947;	1734444587.000;	    err32
20241217;	150952;	1734444592.000;	    err32
20241217;	150957;	1734444597.000;	    err32
20241217;	151002;	1734444602.000;	    err32
20241217;	151007;	1734444607.000;	    err32
20241217;	151012;	1734444612.000;	    err32
20241217;	151017;	1734444617.000;	    err32
20241217;	151022;	1734444622.000;	    err32
20241217;	151027;	1734444627.000;	    err32
20241217;	151032;	1734444632.000;	    err32
20241217;	151037;	1734444637.000;	    err32
20241217;	151042;	1734444642.000;	    err32
20241217;	151047;	1734444647.000;	    err32
20241217;	151052;	1734444652.000;	    err32
20241217;	151057;	1734444657.000;	    err32
20241217;	151102;	1734444662.000;	    err32
