#ies_format_version: 1.0
#file: 20241216_5000_2000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 1
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	power_self_consumption;	FALSE;	TRUE;	kW;	other;	DOUBLE,9. test
YYYYMMDD;	hhmmss;	unixtimestamp;	power_self_consumption
20241216;	111222;	1734343942.000;	   +0.129
20241216;	111227;	1734343947.000;	   +0.128
20241216;	111232;	1734343952.000;	   +0.132
20241216;	111237;	1734343957.000;	   +0.136
20241216;	111242;	1734343962.000;	   +0.134
20241216;	111247;	1734343967.000;	   +0.121
20241216;	111252;	1734343972.000;	   +0.131
20241216;	111257;	1734343977.000;	   +0.124
20241216;	111302;	1734343982.000;	   +0.130
20241216;	111307;	1734343987.000;	   +0.130
20241216;	111312;	1734343992.000;	   +0.131
20241216;	111317;	1734343997.000;	   +0.130
20241216;	111322;	1734344002.000;	   +0.132
20241216;	111327;	1734344007.000;	   +0.137
20241216;	111332;	1734344012.000;	   +0.126
20241216;	111337;	1734344017.000;	   +0.132
20241216;	111342;	1734344022.000;	   +0.129
20241216;	111347;	1734344027.000;	   +0.128
20241216;	111352;	1734344032.000;	   +0.129
20241216;	111357;	1734344037.000;	   +0.129
20241216;	111402;	1734344042.000;	   +0.130
20241216;	111407;	1734344047.000;	   +0.128
20241216;	111412;	1734344052.000;	   +0.129
20241216;	111417;	1734344057.000;	   +0.134
20241216;	111422;	1734344062.000;	   +0.111
20241216;	111427;	1734344067.000;	   +0.057
20241216;	111432;	1734344072.000;	   +0.065
20241216;	111437;	1734344077.000;	   +0.065
20241216;	111442;	1734344082.000;	   +0.062
20241216;	111447;	1734344087.000;	   +0.064
20241216;	111452;	1734344092.000;	   +0.064
20241216;	111457;	1734344097.000;	   +0.065
20241216;	111502;	1734344102.000;	   +0.067
20241216;	111507;	1734344107.000;	   +0.066
20241216;	111512;	1734344112.000;	   +0.065
20241216;	111517;	1734344117.000;	   +0.066
20241216;	111522;	1734344122.000;	   +0.067
20241216;	111527;	1734344127.000;	   +0.068
20241216;	111532;	1734344132.000;	   +0.065
20241216;	111537;	1734344137.000;	   +0.064
20241216;	111542;	1734344142.000;	   +0.068
20241216;	111547;	1734344147.000;	   +0.068
20241216;	111552;	1734344152.000;	   +0.065
20241216;	111557;	1734344157.000;	   +0.068
20241216;	111602;	1734344162.000;	   +0.070
20241216;	111607;	1734344167.000;	   +0.066
20241216;	111612;	1734344172.000;	   +0.068
20241216;	111617;	1734344177.000;	   +0.067
20241216;	111622;	1734344182.000;	   +0.066
20241216;	111627;	1734344187.000;	   +0.067
20241216;	111632;	1734344192.000;	   +0.065
20241216;	111637;	1734344197.000;	   +0.067
20241216;	111642;	1734344202.000;	   +0.067
20241216;	111647;	1734344207.000;	   +0.066
20241216;	111652;	1734344212.000;	   +0.068
20241216;	111657;	1734344217.000;	   +0.067
20241216;	111702;	1734344222.000;	   +0.066
20241216;	111707;	1734344227.000;	   +0.065
20241216;	111712;	1734344232.000;	   +0.067
20241216;	111717;	1734344237.000;	   +0.067
20241216;	111722;	1734344242.000;	   +0.067
20241216;	111727;	1734344247.000;	   +0.067
20241216;	111732;	1734344252.000;	   +0.067
20241216;	111737;	1734344257.000;	   +0.068
20241216;	111742;	1734344262.000;	   +0.068
20241216;	111747;	1734344267.000;	   +0.069
20241216;	111752;	1734344272.000;	   +0.069
20241216;	111757;	1734344277.000;	   +0.070
20241216;	111802;	1734344282.000;	   +0.090
20241216;	111807;	1734344287.000;	   +0.050
20241216;	111812;	1734344292.000;	   +0.068
20241216;	111817;	1734344297.000;	   +0.065
20241216;	111822;	1734344302.000;	   +0.071
20241216;	111827;	1734344307.000;	   +0.069
20241216;	111832;	1734344312.000;	   +0.068
20241216;	111837;	1734344317.000;	   +0.069
20241216;	111842;	1734344322.000;	   +0.073
20241216;	111847;	1734344327.000;	   +0.069
20241216;	111852;	1734344332.000;	   +0.065
20241216;	111857;	1734344337.000;	   +0.068
20241216;	111902;	1734344342.000;	   +0.074
20241216;	111907;	1734344347.000;	   +0.067
20241216;	111912;	1734344352.000;	   +0.065
20241216;	111917;	1734344357.000;	   +0.071
20241216;	111922;	1734344362.000;	   +0.070
20241216;	111927;	1734344367.000;	   +0.060
20241216;	111932;	1734344372.000;	   +0.066
20241216;	111937;	1734344377.000;	   +0.064
20241216;	111942;	1734344382.000;	   +0.067
20241216;	111947;	1734344387.000;	   +0.062
20241216;	111952;	1734344392.000;	   +0.068
20241216;	111957;	1734344397.000;	   +0.067
20241216;	112002;	1734344402.000;	   +0.066
20241216;	112007;	1734344407.000;	   +0.073
20241216;	112012;	1734344412.000;	   +0.064
20241216;	112017;	1734344417.000;	   +0.066
20241216;	112022;	1734344422.000;	   +0.068
20241216;	112027;	1734344427.000;	   +0.069
20241216;	112032;	1734344432.000;	   +0.069
20241216;	112037;	1734344437.000;	   +0.070
20241216;	112042;	1734344442.000;	   +0.070
20241216;	112047;	1734344447.000;	   +0.069
20241216;	112052;	1734344452.000;	   +0.069
20241216;	112057;	1734344457.000;	   +0.070
20241216;	112102;	1734344462.000;	   +0.071
20241216;	112107;	1734344467.000;	   +0.068
20241216;	112112;	1734344472.000;	   +0.061
20241216;	112117;	1734344477.000;	   +0.069
20241216;	112122;	1734344482.000;	   +0.070
20241216;	112127;	1734344487.000;	   +0.074
20241216;	112132;	1734344492.000;	   +0.070
20241216;	112137;	1734344497.000;	   +0.065
20241216;	112142;	1734344502.000;	   +0.069
20241216;	112147;	1734344507.000;	   +0.069
20241216;	112152;	1734344512.000;	   +0.069
20241216;	112157;	1734344517.000;	   +0.068
20241216;	112202;	1734344522.000;	   +0.062
20241216;	112207;	1734344527.000;	   +0.071
20241216;	112212;	1734344532.000;	   +0.072
20241216;	112217;	1734344537.000;	   +0.072
20241216;	112222;	1734344542.000;	   +0.070
20241216;	112227;	1734344547.000;	   +0.077
20241216;	112232;	1734344552.000;	   +0.098
20241216;	112237;	1734344557.000;	   +0.100
20241216;	112242;	1734344562.000;	   +0.070
20241216;	112247;	1734344567.000;	   +0.211
20241216;	112252;	1734344572.000;	   +0.068
20241216;	112257;	1734344577.000;	   +0.091
20241216;	112302;	1734344582.000;	   +0.232
20241216;	112307;	1734344587.000;	   +0.000
20241216;	112312;	1734344592.000;	   +0.090
20241216;	112317;	1734344597.000;	   +0.086
20241216;	112322;	1734344602.000;	   +0.093
20241216;	112327;	1734344607.000;	   +0.000
20241216;	112332;	1734344612.000;	   +0.036
20241216;	112337;	1734344617.000;	   +0.000
20241216;	112342;	1734344622.000;	   +0.254
20241216;	112347;	1734344627.000;	   +0.073
20241216;	112352;	1734344632.000;	   +0.071
20241216;	112357;	1734344637.000;	   +0.000
20241216;	112402;	1734344642.000;	   +0.572
20241216;	112407;	1734344647.000;	   +0.185
20241216;	112412;	1734344652.000;	   +0.018
20241216;	112417;	1734344657.000;	   +0.000
20241216;	112422;	1734344662.000;	   +0.108
20241216;	112427;	1734344667.000;	   +0.231
20241216;	112432;	1734344672.000;	   +0.280
20241216;	112437;	1734344677.000;	   +0.182
20241216;	112442;	1734344682.000;	   +0.226
20241216;	112447;	1734344687.000;	   +0.213
20241216;	112452;	1734344692.000;	   +0.177
20241216;	112457;	1734344697.000;	   +0.206
20241216;	112502;	1734344702.000;	   +0.169
20241216;	112507;	1734344707.000;	   +0.173
20241216;	112512;	1734344712.000;	   +0.098
20241216;	112517;	1734344717.000;	   +0.095
20241216;	112522;	1734344722.000;	   +0.095
20241216;	112527;	1734344727.000;	   +0.097
20241216;	112532;	1734344732.000;	   +0.096
20241216;	112537;	1734344737.000;	   +0.095
20241216;	112542;	1734344742.000;	   +0.097
20241216;	112547;	1734344747.000;	   +0.094
20241216;	112552;	1734344752.000;	   +0.095
20241216;	112557;	1734344757.000;	   +0.097
20241216;	112602;	1734344762.000;	   +0.101
20241216;	112607;	1734344767.000;	   +0.091
20241216;	112612;	1734344772.000;	   +0.100
20241216;	112617;	1734344777.000;	   +0.091
20241216;	112622;	1734344782.000;	   +0.115
20241216;	112627;	1734344787.000;	   +0.077
20241216;	112632;	1734344792.000;	   +0.121
20241216;	112637;	1734344797.000;	   +0.202
20241216;	112642;	1734344802.000;	   +0.117
20241216;	112647;	1734344807.000;	   +2.205
20241216;	112652;	1734344812.000;	   +2.244
20241216;	112657;	1734344817.000;	   +2.273
20241216;	112702;	1734344822.000;	   +2.337
20241216;	112707;	1734344827.000;	   +2.239
20241216;	112712;	1734344832.000;	   +2.300
20241216;	112717;	1734344837.000;	   +2.247
20241216;	112722;	1734344842.000;	   +2.279
20241216;	112727;	1734344847.000;	   +2.248
20241216;	112732;	1734344852.000;	   +2.244
20241216;	112737;	1734344857.000;	   +2.234
20241216;	112742;	1734344862.000;	   +2.191
20241216;	112747;	1734344867.000;	   +2.276
20241216;	112752;	1734344872.000;	   +0.076
20241216;	112757;	1734344877.000;	   +0.123
20241216;	112802;	1734344882.000;	   +0.000
20241216;	112807;	1734344887.000;	   +0.087
20241216;	112812;	1734344892.000;	   +0.133
20241216;	112817;	1734344897.000;	   +0.092
20241216;	112822;	1734344902.000;	   +0.128
20241216;	112827;	1734344907.000;	   +0.045
20241216;	112832;	1734344912.000;	   +0.102
20241216;	112837;	1734344917.000;	   +0.102
20241216;	112842;	1734344922.000;	   +0.000
20241216;	112847;	1734344927.000;	   +0.429
20241216;	112852;	1734344932.000;	   +0.072
20241216;	112857;	1734344937.000;	   +0.102
20241216;	112902;	1734344942.000;	   +0.127
20241216;	112907;	1734344947.000;	   +0.026
20241216;	112912;	1734344952.000;	   +0.146
20241216;	112917;	1734344957.000;	   +0.087
20241216;	112922;	1734344962.000;	   +0.123
20241216;	112927;	1734344967.000;	   +0.068
20241216;	112932;	1734344972.000;	   +0.059
20241216;	112937;	1734344977.000;	   +0.129
20241216;	112942;	1734344982.000;	   +0.101
20241216;	112947;	1734344987.000;	   +0.000
20241216;	112952;	1734344992.000;	   +0.069
20241216;	112957;	1734344997.000;	   +0.202
20241216;	113002;	1734345002.000;	   +0.010
20241216;	113007;	1734345007.000;	   +0.084
20241216;	113012;	1734345012.000;	   +0.076
20241216;	113017;	1734345017.000;	   +0.082
20241216;	113022;	1734345022.000;	   +0.076
20241216;	113027;	1734345027.000;	   +0.076
20241216;	113032;	1734345032.000;	   +0.084
20241216;	113037;	1734345037.000;	   +0.100
20241216;	113042;	1734345042.000;	   +0.159
20241216;	113047;	1734345047.000;	   +0.015
20241216;	113052;	1734345052.000;	   +0.076
20241216;	113057;	1734345057.000;	   +0.074
20241216;	113102;	1734345062.000;	   +0.213
20241216;	113107;	1734345067.000;	   +0.000
20241216;	113112;	1734345072.000;	   +0.000
20241216;	113117;	1734345077.000;	   +0.521
20241216;	113122;	1734345082.000;	   +0.000
20241216;	113127;	1734345087.000;	   +0.642
20241216;	113132;	1734345092.000;	   +0.000
20241216;	113137;	1734345097.000;	   +0.000
20241216;	113142;	1734345102.000;	   +0.177
20241216;	113147;	1734345107.000;	   +0.000
20241216;	113152;	1734345112.000;	   +0.506
20241216;	113157;	1734345117.000;	   +0.008
20241216;	113202;	1734345122.000;	   +0.161
20241216;	113207;	1734345127.000;	   +0.000
20241216;	113212;	1734345132.000;	   +0.670
20241216;	113217;	1734345137.000;	   +0.000
20241216;	113222;	1734345142.000;	   +0.000
20241216;	113227;	1734345147.000;	   +0.789
20241216;	113232;	1734345152.000;	   +0.329
20241216;	113237;	1734345157.000;	   +0.000
20241216;	113242;	1734345162.000;	   +0.344
20241216;	113247;	1734345167.000;	   +0.000
20241216;	113252;	1734345172.000;	   +0.000
20241216;	113257;	1734345177.000;	   +0.855
20241216;	113302;	1734345182.000;	   +0.923
20241216;	113307;	1734345187.000;	   +1.092
20241216;	113312;	1734345192.000;	   +0.000
20241216;	113317;	1734345197.000;	   +0.000
20241216;	113322;	1734345202.000;	   +0.000
20241216;	113327;	1734345207.000;	   +0.000
20241216;	113332;	1734345212.000;	   +0.000
20241216;	113337;	1734345217.000;	   +0.736
20241216;	113342;	1734345222.000;	   +0.000
20241216;	113347;	1734345227.000;	   +0.021
20241216;	113352;	1734345232.000;	   +1.327
20241216;	113357;	1734345237.000;	   +0.098
20241216;	113402;	1734345242.000;	   +0.000
20241216;	113407;	1734345247.000;	   +0.000
20241216;	113412;	1734345252.000;	   +0.217
20241216;	113417;	1734345257.000;	   +1.134
20241216;	113422;	1734345262.000;	   +0.624
20241216;	113427;	1734345267.000;	   +0.301
20241216;	113432;	1734345272.000;	   +0.000
20241216;	113437;	1734345277.000;	   +0.000
20241216;	113442;	1734345282.000;	   +0.089
20241216;	113447;	1734345287.000;	   +0.483
20241216;	113452;	1734345292.000;	   +0.132
20241216;	113457;	1734345297.000;	   +0.723
20241216;	113502;	1734345302.000;	   +0.120
20241216;	113507;	1734345307.000;	   +0.048
20241216;	113512;	1734345312.000;	   +0.000
20241216;	113517;	1734345317.000;	   +0.000
20241216;	113522;	1734345322.000;	   +0.000
20241216;	113527;	1734345327.000;	   +0.000
20241216;	113532;	1734345332.000;	   +0.049
20241216;	113537;	1734345337.000;	   +0.000
20241216;	113542;	1734345342.000;	    err32
20241216;	113547;	1734345347.000;	    err32
20241216;	113552;	1734345352.000;	    err32
20241216;	113557;	1734345357.000;	    err32
20241216;	113602;	1734345362.000;	    err32
20241216;	113607;	1734345367.000;	    err32
20241216;	113612;	1734345372.000;	    err32
20241216;	113617;	1734345377.000;	    err32
20241216;	113622;	1734345382.000;	   +0.000
20241216;	113627;	1734345387.000;	   +0.003
20241216;	113632;	1734345392.000;	   +0.132
20241216;	113637;	1734345397.000;	   +0.636
20241216;	113642;	1734345402.000;	   +0.000
20241216;	113647;	1734345407.000;	   +0.098
20241216;	113652;	1734345412.000;	   +0.000
20241216;	113657;	1734345417.000;	   +0.175
20241216;	113702;	1734345422.000;	   +0.468
20241216;	113707;	1734345427.000;	   +0.000
20241216;	113712;	1734345432.000;	   +0.151
20241216;	113717;	1734345437.000;	   +0.000
20241216;	113722;	1734345442.000;	   +0.000
20241216;	113727;	1734345447.000;	   +0.000
20241216;	113732;	1734345452.000;	   +0.032
20241216;	113737;	1734345457.000;	   +0.075
20241216;	113742;	1734345462.000;	   +0.105
20241216;	113747;	1734345467.000;	   +0.167
20241216;	113752;	1734345472.000;	   +0.000
20241216;	113757;	1734345477.000;	   +0.076
20241216;	113802;	1734345482.000;	   +0.079
20241216;	113807;	1734345487.000;	   +0.114
20241216;	113812;	1734345492.000;	   +0.000
20241216;	113817;	1734345497.000;	   +0.032
20241216;	113822;	1734345502.000;	   +0.077
20241216;	113827;	1734345507.000;	   +0.226
20241216;	113832;	1734345512.000;	   +0.000
20241216;	113837;	1734345517.000;	   +0.161
20241216;	113842;	1734345522.000;	   +0.039
20241216;	113847;	1734345527.000;	   +0.056
20241216;	113852;	1734345532.000;	   +0.109
20241216;	113857;	1734345537.000;	   +0.176
20241216;	113902;	1734345542.000;	   +0.000
20241216;	113907;	1734345547.000;	   +0.032
20241216;	113912;	1734345552.000;	   +0.033
20241216;	113917;	1734345557.000;	   +0.062
20241216;	113922;	1734345562.000;	   +0.074
20241216;	113927;	1734345567.000;	   +0.073
20241216;	113932;	1734345572.000;	   +0.077
20241216;	113937;	1734345577.000;	   +0.079
20241216;	113942;	1734345582.000;	   +0.075
20241216;	113947;	1734345587.000;	   +0.079
20241216;	113952;	1734345592.000;	   +0.075
20241216;	113957;	1734345597.000;	   +0.096
20241216;	114002;	1734345602.000;	   +0.102
20241216;	114007;	1734345607.000;	   +0.000
20241216;	114012;	1734345612.000;	   +0.121
20241216;	114017;	1734345617.000;	   +0.010
20241216;	114022;	1734345622.000;	   +0.072
20241216;	114027;	1734345627.000;	   +0.076
20241216;	114032;	1734345632.000;	   +0.080
20241216;	114037;	1734345637.000;	   +0.075
20241216;	114042;	1734345642.000;	   +0.075
20241216;	114047;	1734345647.000;	   +0.077
20241216;	114052;	1734345652.000;	   +0.078
20241216;	114057;	1734345657.000;	   +0.086
20241216;	114102;	1734345662.000;	   +0.074
20241216;	114107;	1734345667.000;	   +0.072
20241216;	114112;	1734345672.000;	   +0.078
20241216;	114117;	1734345677.000;	   +0.080
20241216;	114122;	1734345682.000;	   +0.103
20241216;	114127;	1734345687.000;	   +0.302
20241216;	114132;	1734345692.000;	   +0.038
20241216;	114137;	1734345697.000;	   +0.072
20241216;	114142;	1734345702.000;	   +0.083
20241216;	114147;	1734345707.000;	   +0.068
20241216;	114152;	1734345712.000;	   +0.079
20241216;	114157;	1734345717.000;	   +0.075
20241216;	114202;	1734345722.000;	   +0.070
20241216;	114207;	1734345727.000;	   +0.074
20241216;	114212;	1734345732.000;	   +0.076
20241216;	114217;	1734345737.000;	   +0.080
20241216;	114222;	1734345742.000;	   +0.079
20241216;	114227;	1734345747.000;	   +0.076
20241216;	114232;	1734345752.000;	   +0.078
20241216;	114237;	1734345757.000;	   +0.080
20241216;	114242;	1734345762.000;	   +0.077
20241216;	114247;	1734345767.000;	   +0.074
20241216;	114252;	1734345772.000;	   +0.086
20241216;	114257;	1734345777.000;	   +0.106
20241216;	114302;	1734345782.000;	   +0.001
20241216;	114307;	1734345787.000;	   +0.077
20241216;	114312;	1734345792.000;	   +0.088
20241216;	114317;	1734345797.000;	   +0.114
20241216;	114322;	1734345802.000;	   +0.081
20241216;	114327;	1734345807.000;	   +0.064
20241216;	114332;	1734345812.000;	   +0.036
20241216;	114337;	1734345817.000;	   +0.071
20241216;	114342;	1734345822.000;	   +0.089
20241216;	114347;	1734345827.000;	   +0.090
20241216;	114352;	1734345832.000;	   +0.056
20241216;	114357;	1734345837.000;	   +0.054
20241216;	114402;	1734345842.000;	   +0.074
20241216;	114407;	1734345847.000;	   +0.081
20241216;	114412;	1734345852.000;	   +0.110
20241216;	114417;	1734345857.000;	   +0.168
20241216;	114422;	1734345862.000;	   +0.042
20241216;	114427;	1734345867.000;	   +0.136
20241216;	114432;	1734345872.000;	   +1.372
20241216;	114437;	1734345877.000;	   +0.000
20241216;	114442;	1734345882.000;	   +0.000
20241216;	114447;	1734345887.000;	   +0.071
20241216;	114452;	1734345892.000;	   +0.068
20241216;	114457;	1734345897.000;	   +0.099
20241216;	114502;	1734345902.000;	   +0.079
20241216;	114507;	1734345907.000;	   +0.082
20241216;	114512;	1734345912.000;	   +0.075
20241216;	114517;	1734345917.000;	   +0.081
20241216;	114522;	1734345922.000;	   +0.080
20241216;	114527;	1734345927.000;	   +0.082
20241216;	114532;	1734345932.000;	   +0.100
20241216;	114537;	1734345937.000;	   +0.072
20241216;	114542;	1734345942.000;	   +0.075
20241216;	114547;	1734345947.000;	   +0.103
20241216;	114552;	1734345952.000;	   +0.090
20241216;	114557;	1734345957.000;	   +0.512
20241216;	114602;	1734345962.000;	   +0.000
20241216;	114607;	1734345967.000;	   +0.000
20241216;	114612;	1734345972.000;	   +0.064
20241216;	114617;	1734345977.000;	   +0.054
20241216;	114622;	1734345982.000;	   +0.049
20241216;	114627;	1734345987.000;	   +0.071
20241216;	114632;	1734345992.000;	   +0.083
20241216;	114637;	1734345997.000;	   +0.076
20241216;	114642;	1734346002.000;	   +0.133
20241216;	114647;	1734346007.000;	   +0.259
20241216;	114652;	1734346012.000;	   +0.013
20241216;	114657;	1734346017.000;	   +0.043
20241216;	114702;	1734346022.000;	   +0.211
20241216;	114707;	1734346027.000;	   +0.214
20241216;	114712;	1734346032.000;	   +0.000
20241216;	114717;	1734346037.000;	   +0.070
20241216;	114722;	1734346042.000;	   +0.097
20241216;	114727;	1734346047.000;	   +0.069
20241216;	114732;	1734346052.000;	   +0.037
20241216;	114737;	1734346057.000;	   +0.075
20241216;	114742;	1734346062.000;	   +0.101
20241216;	114747;	1734346067.000;	   +0.098
20241216;	114752;	1734346072.000;	   +0.170
20241216;	114757;	1734346077.000;	   +0.390
20241216;	114802;	1734346082.000;	   +0.000
20241216;	114807;	1734346087.000;	   +0.000
20241216;	114812;	1734346092.000;	   +0.448
20241216;	114817;	1734346097.000;	   +0.010
20241216;	114822;	1734346102.000;	   +0.076
20241216;	114827;	1734346107.000;	   +0.000
20241216;	114832;	1734346112.000;	   +0.079
20241216;	114837;	1734346117.000;	   +0.169
20241216;	114842;	1734346122.000;	   +0.698
20241216;	114847;	1734346127.000;	   +0.000
20241216;	114852;	1734346132.000;	   +0.000
20241216;	114857;	1734346137.000;	   +0.352
20241216;	114902;	1734346142.000;	   +0.241
20241216;	114907;	1734346147.000;	   +0.000
20241216;	114912;	1734346152.000;	   +0.388
20241216;	114917;	1734346157.000;	   +0.710
20241216;	114922;	1734346162.000;	   +2.122
20241216;	114927;	1734346167.000;	   +0.147
20241216;	114932;	1734346172.000;	   +0.000
20241216;	114937;	1734346177.000;	   +0.150
20241216;	114942;	1734346182.000;	   +0.274
20241216;	114947;	1734346187.000;	   +0.173
20241216;	114952;	1734346192.000;	   +0.242
20241216;	114957;	1734346197.000;	   +0.000
20241216;	115002;	1734346202.000;	   +0.215
20241216;	115007;	1734346207.000;	   +0.078
20241216;	115012;	1734346212.000;	   +0.219
20241216;	115017;	1734346217.000;	   +1.842
20241216;	115022;	1734346222.000;	   +0.089
20241216;	115027;	1734346227.000;	   +0.182
20241216;	115032;	1734346232.000;	   +0.758
20241216;	115037;	1734346237.000;	   +0.420
20241216;	115042;	1734346242.000;	   +0.162
20241216;	115047;	1734346247.000;	   +0.193
20241216;	115052;	1734346252.000;	   +0.000
20241216;	115057;	1734346257.000;	   +0.144
20241216;	115102;	1734346262.000;	   +0.244
20241216;	115107;	1734346267.000;	   +0.175
20241216;	115112;	1734346272.000;	   +0.203
20241216;	115117;	1734346277.000;	   +0.083
20241216;	115122;	1734346282.000;	   +0.241
20241216;	115127;	1734346287.000;	   +0.000
20241216;	115132;	1734346292.000;	   +0.717
20241216;	115137;	1734346297.000;	   +0.000
20241216;	115142;	1734346302.000;	   +0.386
20241216;	115147;	1734346307.000;	   +0.214
20241216;	115152;	1734346312.000;	   +0.186
20241216;	115157;	1734346317.000;	   +0.215
20241216;	115202;	1734346322.000;	   +0.904
20241216;	115207;	1734346327.000;	   +0.972
20241216;	115212;	1734346332.000;	   +0.930
20241216;	115217;	1734346337.000;	   +0.290
20241216;	115222;	1734346342.000;	   +0.704
20241216;	115227;	1734346347.000;	   +0.203
20241216;	115232;	1734346352.000;	   +0.517
20241216;	115237;	1734346357.000;	   +0.764
20241216;	115242;	1734346362.000;	   +0.306
20241216;	115247;	1734346367.000;	   +0.239
20241216;	115252;	1734346372.000;	   +0.221
20241216;	115257;	1734346377.000;	   +0.551
20241216;	115302;	1734346382.000;	   +0.237
20241216;	115307;	1734346387.000;	   +0.256
20241216;	115312;	1734346392.000;	   +0.213
20241216;	115317;	1734346397.000;	   +0.216
20241216;	115322;	1734346402.000;	   +0.239
20241216;	115327;	1734346407.000;	   +0.214
20241216;	115332;	1734346412.000;	   +0.205
20241216;	115337;	1734346417.000;	   +0.202
20241216;	115342;	1734346422.000;	   +0.212
20241216;	115347;	1734346427.000;	   +0.205
20241216;	115352;	1734346432.000;	   +0.230
20241216;	115357;	1734346437.000;	   +0.228
